OID,OBJECTID_1,AREA,MIN,MAX,RANGE,MEAN,STD
131,TSB1-2,102800.8665,0.70623517,0.902677178,0.196442008,0.874603262,0.022956281
132,TSB1-3,105482.6283,0.683657408,0.902764201,0.219106793,0.874103757,0.027512743
133,TSB1-4,99225.1842,0.853613436,0.903744042,0.050130606,0.880627,0.010505683
134,TSB1-5,98331.26363,0.848668873,0.904555082,0.055886209,0.881886493,0.011376478
135,TSB1-6,106376.5488,0.843172014,0.916545689,0.073373675,0.880281677,0.013502024
136,TSB1-7,101013.0254,0.850170314,0.909768999,0.059598684,0.882056214,0.012307314
137,TSB1-8,102800.8665,0.854875267,0.91689831,0.062023044,0.882313858,0.011324552
138,TSB1-9,101013.0254,0.638359249,0.908685565,0.270326316,0.856096919,0.055539897
139,TSB1-10,100119.1048,0.619805515,0.912688375,0.29288286,0.833566558,0.062559707
140,TSB1-11,101906.9459,0.663865864,0.915165305,0.251299441,0.855976045,0.04638277
141,TSB1-12,99225.1842,0.678774238,0.912365437,0.233591199,0.851081449,0.051690476
142,TSB1-13,101013.0254,0.668417752,0.911937416,0.243519664,0.85225513,0.052453006
143,TSB1-14,96543.42247,0.693399191,0.908828676,0.215429485,0.860502649,0.047162369
144,TSB1-15,104588.7077,0.769634724,0.90107131,0.131436586,0.871117333,0.025553748
145,TSA2-1,124254.9604,0.844055414,0.906251431,0.062196016,0.876351283,0.013103614
146,TSA2-2,104588.7077,0.845451832,0.908285677,0.062833846,0.880509804,0.011786652
147,TSA2-3,102800.8665,0.830488563,0.910912633,0.08042407,0.884493312,0.011838855
148,TSA2-4,109058.3106,0.84996897,0.902924359,0.052955389,0.879595721,0.010537086
149,TSA2-5,97437.34305,0.8493191,0.903638482,0.054319382,0.876647968,0.009849003
150,TSA2-6,105482.6283,0.848065972,0.903151035,0.055085063,0.877542719,0.010944015
151,TSA2-7,102800.8665,0.837090909,0.897934854,0.060843945,0.875527582,0.011812589
152,TSA2-8,109058.3106,0.852375567,0.915133834,0.062758267,0.876576498,0.011361435
153,TSA2-9,97437.34305,0.824935377,0.897492111,0.072556734,0.873408273,0.012077165
154,TSA2-10,101013.0254,0.845362902,0.907262504,0.061899602,0.877198541,0.010550555
155,TSB2-1,311978.2819,0.679423273,0.89875102,0.219327748,0.858001574,0.034181619
156,TSB2-2,98331.26363,0.79811281,0.90622741,0.1081146,0.871185894,0.021131266
157,TSB2-3,107270.4694,0.736887395,0.909062862,0.172175467,0.864976575,0.030411636
158,TSB2-4,82240.69321,0.794143021,0.908421576,0.114278555,0.868093134,0.02400431
159,TSB2-5,101013.0254,0.798042297,0.909698188,0.111655891,0.869822426,0.022047473
160,TSB2-6,102800.8665,0.795387864,0.907735407,0.112347543,0.861937424,0.022753896
161,TSB2-7,101013.0254,0.688931048,0.914908111,0.225977063,0.848339203,0.049113556
162,TSB2-8,96543.42247,0.68667388,0.908686936,0.222013056,0.839155642,0.059305993
163,TSB2-9,102800.8665,0.716112077,0.901629329,0.185517251,0.857313006,0.036551933
164,TSA3-1,133194.1662,0.843721569,0.90356642,0.059844851,0.875712114,0.012255672
165,TSA3-2,74195.40801,0.850187302,0.908361435,0.058174133,0.882779383,0.012557101
166,TSA3-3,50059.55239,0.85288161,0.915755868,0.062874258,0.881220322,0.014047232
167,TSA3-4,68831.88454,0.826950431,0.91465801,0.087707579,0.873628638,0.015193234
168,TSA3-5,92967.74016,0.806378841,0.912801445,0.106422603,0.880921221,0.017221575
169,TSA3-6,98331.26363,0.79965657,0.910021544,0.110364974,0.876944175,0.018509409
170,TSA3-7,94755.58131,0.80817616,0.919383883,0.111207724,0.878081918,0.019455491
171,TSB3-1,35756.82314,0.860087454,0.902121305,0.042033851,0.879244022,0.009425949
172,TSB3-2,47377.79066,0.863752246,0.903227806,0.03947556,0.881635586,0.009937404
173,TSB3-3,42908.18776,0.84414202,0.903556943,0.059414923,0.880685286,0.012729899
174,TSB3-4,21454.09388,0.856902361,0.90592432,0.049021959,0.883828985,0.010266418
