OID,OBJECTID_1,AREA,MIN,MAX,RANGE,MEAN,STD
156,TSB2-2,19666.25273,0.839868426,0.893715382,0.053846955,0.8675261,0.01428553
157,TSB2-3,16984.49099,0.824475288,0.884221494,0.059746206,0.854878626,0.017434688
158,TSB2-4,16090.57041,0.830771863,0.885803282,0.055031419,0.86506174,0.012646176
159,TSB2-5,20560.1733,0.850739479,0.894744575,0.044005096,0.877457393,0.012856574
160,TSB2-6,20560.1733,0.849861979,0.90622741,0.05636543,0.87288956,0.017136185
161,TSB2-7,18772.33215,0.7755934,0.896710455,0.121117055,0.860577368,0.023933263
162,TSB2-8,16984.49099,0.794318795,0.894030452,0.099711657,0.858589605,0.022943952
163,TSB2-9,21454.09388,0.81121254,0.889548719,0.078336179,0.852082136,0.018610248
164,TSA3-1,31287.22024,0.860366881,0.908632994,0.048266113,0.890266999,0.008601417
165,TSA3-2,19666.25273,0.858986318,0.899846792,0.040860474,0.883866511,0.009474624
166,TSA3-3,16984.49099,0.864454687,0.900555611,0.036100924,0.886090486,0.009349679
167,TSA3-4,17878.41157,0.854275465,0.905429125,0.05115366,0.881399828,0.013224597
168,TSA3-5,21454.09388,0.854363203,0.89501667,0.040653467,0.873320691,0.011354603
169,TSA3-6,19666.25273,0.848783255,0.89502579,0.046242535,0.871295306,0.011504201
170,TSA3-7,18772.33215,0.858169973,0.887822509,0.029652536,0.875445973,0.008111875
171,TSB3-1,30393.29967,0.850805104,0.892982483,0.042177379,0.86816837,0.009334026
172,TSB3-2,18772.33215,0.84287709,0.88704145,0.04416436,0.870582896,0.009333994
173,TSB3-3,20560.1733,0.852642179,0.887361586,0.034719408,0.868576244,0.008985316
174,TSB3-4,20560.1733,0.848001063,0.884164453,0.03616339,0.869271675,0.008059002
175,TSB3-5,17878.41157,0.85400784,0.89399004,0.0399822,0.874037054,0.010153752
176,TSB3-6,21454.09388,0.854360104,0.887512445,0.033152342,0.871971582,0.010191278
177,TSB3-7,20560.1733,0.854492664,0.891658843,0.037166178,0.877709904,0.010092959
178,TSB3-8,19666.25273,0.861072898,0.900875032,0.039802134,0.883664982,0.010032648
179,TSB3-9,18772.33215,0.863636374,0.900396466,0.036760092,0.884758745,0.010605418
180,TSB3-10,19666.25273,0.858810186,0.902173936,0.04336375,0.884445239,0.00993673
181,TDB4-7,31287.22024,0.845769048,0.876887858,0.03111881,0.864091398,0.008105159
182,TDB4-6,17878.41157,0.849506915,0.874501944,0.024995029,0.861126599,0.006277996
183,TDB4-5,20560.1733,0.852728188,0.888087213,0.035359025,0.867288157,0.010409805
184,TDB4-4,18772.33215,0.853042901,0.888107479,0.035064578,0.868660961,0.009794853
185,TDB4-3,17878.41157,0.849515915,0.885675192,0.036159277,0.870149621,0.0095073
186,TDB4-2,17878.41157,0.840231717,0.888943076,0.04871136,0.866222715,0.012353076
187,TDB4-1,16090.57041,0.857629418,0.889756858,0.03212744,0.870622155,0.008039929
188,TDA4-11,28605.45851,0.853687167,0.893732727,0.040045559,0.869455719,0.009040104
189,TDA4-12,19666.25273,0.841679633,0.880924284,0.039244652,0.862218068,0.009995698
190,TDA4-13,16984.49099,0.855495274,0.877673626,0.022178352,0.865470513,0.006423332
191,TDA4-14,18772.33215,0.832205474,0.877325356,0.045119882,0.864451567,0.009795721
192,TDA4-15,18772.33215,0.846356094,0.890141428,0.043785334,0.868927473,0.009258992
193,TD5-1,28605.45851,0.806728303,0.882594585,0.075866282,0.844848199,0.015376871
194,TD5-2,25029.7762,0.731116414,0.876736879,0.145620465,0.831534305,0.02445348
195,TD5-3,22348.01446,0.722335875,0.879215956,0.156880081,0.841261523,0.035617667
196,TD5-4,19666.25273,0.8184672,0.87800777,0.05954057,0.844464118,0.016989588
197,TD5-5,17878.41157,0.829260051,0.874300361,0.045040309,0.852204734,0.010705027
198,TD5-6,20560.1733,0.813160181,0.8856197,0.072459519,0.867291324,0.017690652
199,TD5-7,18772.33215,0.825760961,0.886124134,0.060363173,0.864556994,0.014688512
200,TD5-8,17878.41157,0.806311309,0.882837057,0.076525748,0.848362672,0.019544278
201,TD5-9,18772.33215,0.818530381,0.877311826,0.058781445,0.852020922,0.019002372
202,TD5-10,18772.33215,0.817296803,0.869246125,0.051949322,0.842604566,0.018472449
203,TD5-11,17878.41157,0.768662155,0.853950024,0.085287869,0.812793526,0.025765125
204,TD5-12,21454.09388,0.784505427,0.862918258,0.078412831,0.82928542,0.023888613
205,TD5-13,20560.1733,0.788107514,0.860634327,0.072526813,0.822525789,0.018476346
206,TDA4-1,13408.80868,0.856429696,0.882746339,0.026316643,0.865753273,0.005959282
207,TDA4-2,19666.25273,0.837747693,0.887614548,0.049866855,0.864361037,0.01426535
208,TDA4-3,19666.25273,0.831009746,0.885212064,0.054202318,0.856716901,0.01245372
209,TDA4-4,16984.49099,0.839855254,0.887067437,0.047212183,0.860182511,0.011604628
210,TDA4-5,19666.25273,0.836972833,0.888053894,0.051081061,0.862909341,0.015477278
211,TDA4-6,18772.33215,0.843865752,0.867148459,0.023282707,0.853512582,0.006569997
212,TDA4-7,20560.1733,0.83822161,0.877177536,0.038955927,0.855916767,0.010899405
213,TDA4-8,17878.41157,0.839390635,0.87913698,0.039746344,0.861140779,0.010869397
214,TDA4-9,20560.1733,0.844848275,0.880535603,0.035687327,0.858468115,0.010600439
215,TDA4-10,8045.285206,0.845775723,0.882293999,0.036518276,0.865381029,0.011806737
216,TD6-1,23241.93504,0.764873564,0.879810572,0.114937007,0.844022606,0.029182362
217,TD6-2,20560.1733,0.772433639,0.875420928,0.102987289,0.831697687,0.02659806
218,TD6-3,17878.41157,0.797338247,0.858223617,0.06088537,0.819897708,0.017426801
219,TD6-4,17878.41157,0.74141717,0.830777705,0.089360535,0.787583965,0.026039312
220,TD6-5,21454.09388,0.734888732,0.853256881,0.118368149,0.791702561,0.030510856
221,TD6-6,18772.33215,0.745299757,0.861198783,0.115899026,0.795042245,0.035226316
222,TD6-7,17878.41157,0.741649449,0.87712127,0.135471821,0.812090275,0.041293315
223,TD6-8,19666.25273,0.794624567,0.886218905,0.091594338,0.835778705,0.030857133
224,TD6-9,19666.25273,0.69218874,0.878830135,0.186641395,0.771343036,0.048220641
225,TD6-10,20560.1733,0.698044956,0.790538371,0.092493415,0.752878821,0.025777482
226,TTB1-1,32181.14082,0.722849071,0.891282082,0.168433011,0.834671772,0.041200669
227,TTB1-2,31287.22024,0.69754976,0.887898088,0.190348327,0.807297436,0.049449372
228,TTB1-3,31287.22024,0.840820372,0.906273663,0.065453291,0.872096532,0.013996175
229,TTB1-4,32181.14082,0.641472876,0.882353008,0.240880132,0.790652139,0.058607951
230,TTB1-5,33075.0614,0.817623854,0.893203795,0.075579941,0.849895545,0.018016407
231,TTB2-1,31287.22024,0.765972078,0.869884908,0.10391283,0.837227624,0.031329312
232,TTB2-2,32181.14082,0.858094513,0.898079395,0.039984882,0.881404226,0.010243968
233,TTB2-3,32181.14082,0.852980852,0.893200636,0.040219784,0.876636402,0.010299879
234,TTB2-4,33075.0614,0.853846014,0.891518295,0.037672281,0.869441794,0.009243732
235,TTB2-5,31287.22024,0.843408704,0.88190496,0.038496256,0.861326592,0.010350607
236,TTB2-6,31287.22024,0.84449929,0.874102592,0.029603302,0.85856303,0.006615607
237,TTB2-7,31287.22024,0.813809872,0.872110307,0.058300436,0.858972239,0.011615625
238,TTB2-8,30393.29967,0.769313812,0.869001031,0.099687219,0.826289929,0.023591592
239,TTB3-1,32181.14082,0.856305897,0.891982853,0.035676956,0.87550965,0.008027042
240,TTB3-2,31287.22024,0.856238723,0.899161637,0.042922914,0.87348564,0.008850804
241,TTB3-3,33075.0614,0.856098771,0.889405966,0.033307195,0.872356217,0.009231612
242,TTB3-4,32181.14082,0.760934889,0.893594623,0.132659733,0.865061308,0.025537837
243,TTB3-5,28605.45851,0.839017987,0.893325746,0.054307759,0.863748739,0.01367517
244,TTB3-6,33075.0614,0.847258985,0.879958808,0.032699823,0.861813064,0.008642468
245,TTB3-7,31287.22024,0.826423109,0.878482044,0.052058935,0.851309867,0.013020954
246,TTB3-8,31287.22024,0.790185213,0.872883976,0.082698762,0.837591994,0.022123746
247,TTB4-1,32181.14082,0.85061574,0.890606999,0.03999126,0.870601429,0.009882659
248,TTB4-2,28605.45851,0.847881079,0.895673752,0.047792673,0.874470387,0.01122263
249,TTB4-3,28605.45851,0.801105022,0.892058134,0.090953112,0.857801395,0.015360407
250,TTB4-4,33075.0614,0.8432796,0.890719056,0.047439456,0.875075846,0.008827207
251,TTB4-5,31287.22024,0.830426931,0.881012797,0.050585866,0.864462657,0.011454156
252,TTB4-6,28605.45851,0.855645657,0.894340634,0.038694978,0.86944663,0.009807552
253,TTB4-7,31287.22024,0.84383291,0.884271204,0.040438294,0.86387143,0.012220136
254,TTB4-8,33075.0614,0.843255401,0.886051893,0.042796493,0.867783804,0.01257881
255,TTB4-9,31287.22024,0.818945229,0.885298848,0.066353619,0.862761733,0.014329676
256,TTB5-1,28605.45851,0.828908443,0.878743708,0.049835265,0.851030752,0.010812249
257,TTB5-2,31287.22024,0.846826971,0.877911508,0.031084538,0.859330472,0.009091152
258,TTB5-3,33075.0614,0.845729172,0.886256874,0.040527701,0.865902761,0.011478549
259,TTB5-4,33075.0614,0.843812168,0.885605752,0.041793585,0.864242515,0.008650483
260,TTB5-5,32181.14082,0.8409307,0.889984906,0.049054205,0.871787575,0.009205171
261,TTB5-6,28605.45851,0.822423518,0.888834596,0.066411078,0.852168666,0.014995815
262,TTB5-7,31287.22024,0.841790259,0.896992087,0.055201828,0.874172136,0.012446518
263,TTB5-8,32181.14082,0.82345742,0.896448731,0.072991312,0.885305451,0.013295052
264,TTB5-9,32181.14082,0.845716059,0.899448574,0.053732514,0.87207417,0.013816198
265,TTB5-10,30393.29967,0.722388089,0.905098498,0.182710409,0.853701083,0.037580501
266,TTB6-1,31287.22024,0.830952168,0.878302574,0.047350407,0.855792575,0.011609185
267,TTB6-2,33075.0614,0.82613945,0.8682459,0.04210645,0.84227798,0.010379226
268,TTB6-3,32181.14082,0.845485866,0.891116142,0.045630276,0.869501046,0.010804092
269,TTB6-4,33075.0614,0.842399359,0.889906883,0.047507524,0.872207232,0.012652879
270,TTB6-5,32181.14082,0.842147887,0.891569257,0.04942137,0.869087905,0.013893775
271,TTB6-6,31287.22024,0.829508841,0.879427671,0.04991883,0.855563584,0.011644819
272,TTB6-7,31287.22024,0.544519186,0.869510174,0.324990988,0.814773762,0.086717597
273,TTB6-8,31287.22024,0.768630385,0.873551309,0.104920924,0.8314848,0.030552624
274,TTB6-9,32181.14082,0.845066071,0.886660457,0.041594386,0.869368896,0.008121274
275,TTB7-1,32181.14082,0.836164117,0.879938126,0.043774009,0.859510281,0.010568319
276,TTB7-2,32181.14082,0.834591568,0.876499891,0.041908324,0.857940659,0.011568214
277,TTB7-3,31287.22024,0.826882482,0.86823225,0.041349769,0.848754907,0.01023585
278,TTB7-4,32181.14082,0.844626009,0.890116036,0.045490026,0.862813312,0.011768307
279,TTB7-5,31287.22024,0.848338008,0.876227796,0.027889788,0.863257434,0.006652577
280,TTB7-6,33075.0614,0.847898662,0.876156211,0.028257549,0.865128777,0.006277998
281,TTB7-7,28605.45851,0.849069238,0.884233952,0.035164714,0.866430053,0.009199929
282,TTB7-8,31287.22024,0.801643848,0.873394072,0.071750224,0.855846882,0.012611947
283,TTB7-9,33075.0614,0.606536865,0.888905644,0.282368779,0.807727174,0.079047887
284,TTB8-1,31287.22024,0.839877009,0.890815735,0.050938725,0.871960088,0.01030453
285,TTB8-2,33075.0614,0.853989661,0.889552176,0.035562515,0.872532727,0.009564256
286,TTB8-3,28605.45851,0.842603862,0.882306814,0.039702952,0.865674386,0.009605611
287,TTB8-4,28605.45851,0.847395539,0.881758988,0.034363449,0.872047309,0.007984177
288,TTB8-5,32181.14082,0.84451139,0.902182341,0.057670951,0.871970157,0.012753906
289,TTB8-6,32181.14082,0.84960258,0.889231741,0.039629161,0.867228551,0.009384973
290,TTB8-7,31287.22024,0.83487922,0.885374427,0.050495207,0.865964414,0.010628397
291,TTB8-8,32181.14082,0.850934207,0.887479544,0.036545336,0.874601376,0.007960275
292,TTB8-9,33075.0614,0.827599704,0.889481008,0.061881304,0.871393205,0.014381048
293,TTA1-1,29499.37909,0.796320677,0.895722628,0.099401951,0.859017872,0.021039132
294,TTA1-2,32181.14082,0.739896715,0.901595831,0.161699116,0.806500362,0.047679692
295,TTA1-3,23241.93504,0.769885361,0.90462935,0.134743989,0.847668627,0.033098998
296,TTA1-4,25029.7762,0.84636724,0.890973687,0.044606447,0.865924365,0.011565891
297,TTA1-5,31287.22024,0.776905477,0.902462482,0.125557005,0.860468861,0.030459048
298,TTA1-6,28605.45851,0.860115051,0.895655215,0.035540164,0.879038617,0.009391117
299,TTA1-7,31287.22024,0.846978962,0.900592268,0.053613305,0.876448202,0.012916267
300,TTA2-1,28605.45851,0.74972254,0.896472454,0.146749914,0.845869519,0.041850677
301,TTA2-2,27711.53793,0.680050194,0.892881393,0.212831199,0.821471883,0.063520046
302,TTA2-3,31287.22024,0.816432893,0.88231504,0.065882146,0.850182337,0.017784772
303,TTA2-4,31287.22024,0.742068648,0.879403472,0.137334824,0.820508833,0.032544979
304,TTA2-5,32181.14082,0.830145061,0.881991267,0.051846206,0.857825297,0.011544539
305,TTA2-6,31287.22024,0.82901758,0.893460393,0.064442813,0.870889051,0.02107473
306,TTA3-1,20560.1733,0.862535894,0.89354986,0.031013966,0.875935661,0.008939687
307,TTA3-2,28605.45851,0.797582448,0.886528969,0.088946521,0.861537954,0.023110879
308,TTA3-3,31287.22024,0.839602947,0.890019417,0.05041647,0.877128221,0.009614121
309,TTA3-4,32181.14082,0.846840262,0.888939977,0.042099714,0.86506251,0.010603314
