Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY)psi(disturb500 P ele P height100),0,0.0599,9,370.42,0,0
p(SURVEY)psi(disturb500 P ele P height100 P distRoad),0.88,0.0385,10,369.12,0,0
p(SURVEY)psi(forest100 P ele),0.91,0.038,8,373.49,0,0
p(SURVEY)psi(forest100 P ele P distRoad),1.41,0.0297,9,371.82,0,0
p(SURVEY)psi(disturb500 P forest100 P ele P distRoad),1.61,0.0268,10,369.84,0,0
p(SURVEY)psi(disturb500 P forest100 P water P ele P distRoad),1.74,0.0251,11,367.77,0,0
p(SURVEY)psi(disturb500 P ele P distRoad),1.8,0.0243,9,372.22,0,0
p(SURVEY)psi(disturb500 P water P ele P height100),1.82,0.0241,10,370.05,0,0
p(SURVEY)psi(disturb500),1.82,0.0241,7,376.54,0,0
p(SURVEY)psi(disturb500 P forest100 P ele P height100),1.97,0.0223,10,370.21,0,0
p(SURVEY)psi(disturb500 P ndvi500 P ele P height100),2.16,0.0204,10,370.39,0,0
p(SURVEY)psi(disturb500 P und P ele P height100),2.16,0.0203,10,370.4,0,0
p(SURVEY)psi(disturb500 P water P ele P height100 P distRoad),2.22,0.0197,11,368.25,0,0
p(SURVEY)psi(disturb500 P height100),2.51,0.0171,8,375.09,0,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P ele),2.79,0.0148,10,371.03,0,0
p(SURVEY)psi(disturb500 P forest100 P ele P height100 P distRoad),2.82,0.0146,11,368.86,0,0
p(SURVEY)psi(forest100 P water P ele),2.87,0.0143,9,373.29,0,0
p(SURVEY)psi(forest100 P ele P height100),2.88,0.0142,9,373.3,0,0
p(SURVEY)psi(disturb500 P forest100 P und P ele),2.91,0.014,10,371.15,5.73,0
p(SURVEY)psi(disturb500 P distRoad),2.93,0.0139,8,375.5,0,0
p(SURVEY)psi(forest100 P und P ele),3.01,0.0133,9,373.43,0,0
p(SURVEY)psi(forest100 P ndvi500 P ele),3.03,0.0132,9,373.45,0,0
p(SURVEY)psi(disturb500 P ndvi500 P ele P height100 P distRoad),3.08,0.0129,11,369.11,5.38,0
p(SURVEY)psi(disturb500 P und P ele P height100 P distRoad),3.08,0.0128,11,369.12,4.96,0
p(SURVEY)psi(forest100 P water P ele P distRoad),3.12,0.0126,10,371.35,0,0
p(SURVEY)psi(forest100 P ele P height100 P distRoad),3.27,0.0117,10,371.51,0,0
p(SURVEY)psi(disturb500 P height100 P distRoad),3.31,0.0114,9,373.73,0,0
p(SURVEY)psi(forest100 P ndvi500 P ele P distRoad),3.49,0.0105,10,371.72,0,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P ele P distRoad),3.5,0.0104,11,369.53,0,0
p(SURVEY)psi(forest100 P und P ele P distRoad),3.54,0.0102,10,371.77,0,0
p(SURVEY)psi(disturb500 P ndvi500 P ele P distRoad),3.65,0.0097,10,371.88,0,0
p(SURVEY)psi(disturb500 P forest100 P water P ele P height100),3.72,0.0093,11,369.75,0,0
p(SURVEY)psi(disturb500 P forest100 P und P ele P distRoad),3.75,0.0092,11,369.78,0,0
p(SURVEY)psi(disturb500 P und),3.78,0.0091,8,376.35,5.84,0
p(SURVEY)psi(disturb500 P forest100 P water P ele P height100 P distRoad),3.8,0.0089,12,367.61,0,0
p(SURVEY)psi(disturb500 P forest100 P und P water P ele P distRoad),3.84,0.0088,12,367.65,0,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P water P ele P distRoad),3.89,0.0086,12,367.7,0,0
p(SURVEY)psi(disturb500 P forest100 P height100 P distRoad),3.9,0.0085,10,372.14,0,0
p(SURVEY)psi(disturb500 P und P ele P distRoad),3.95,0.0083,10,372.18,0,0
p(SURVEY)psi(disturb500 P ndvi500 P water P ele P height100),3.99,0.0082,11,370.02,0,0
p(SURVEY)psi(disturb500 P und P water P ele P height100),4.01,0.0081,11,370.04,5.98,0
p(SURVEY)psi(disturb500 P forest100 P und P ele P height100),4.17,0.0075,11,370.2,0,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P ele P height100),4.17,0.0074,11,370.2,5.81,0
p(SURVEY)psi(disturb500 P ndvi500 P und P ele P height100),4.34,0.0068,11,370.37,0,0
p(SURVEY)psi(disturb500 P ndvi500 P water P ele P height100 P distRoad),4.42,0.0066,12,368.23,0,0
p(SURVEY)psi(disturb500 P und P water P ele P height100 P distRoad),4.44,0.0065,12,368.25,5.98,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P water P ele),4.47,0.0064,11,370.5,0,0
p(SURVEY)psi(disturb500 P und P height100),4.51,0.0063,9,374.93,0,0
p(SURVEY)psi(disturb500 P forest100 P und P water P ele),4.57,0.0061,11,370.6,5.12,0
p(SURVEY)psi(disturb500 P ndvi500 P height100),4.67,0.0058,9,375.08,0,0
p(SURVEY)psi(ele P height100),4.71,0.0057,8,377.29,0,0
p(SURVEY)psi(forest100 P water P ele P height100),4.89,0.0052,10,373.13,0,0
p(SURVEY)psi(disturb500 P und P distRoad),4.91,0.0051,9,375.33,0,0
p(SURVEY)psi(forest100 P ndvi500 P water P ele),4.98,0.005,10,373.22,5.94,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P und P ele),4.99,0.005,11,371.02,0,0
p(SURVEY)psi(disturb500 P und P ele),5,0.0049,9,375.41,0,0
p(SURVEY)psi(forest100 P und P ele P height100),5.01,0.0049,10,373.24,0,0
p(SURVEY)psi(disturb500 P forest100 P und P ele P height100 P distRoad),5.03,0.0049,12,368.84,5.95,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P ele P height100 P distRoad),5.04,0.0048,12,368.85,0,0
p(SURVEY)psi(forest100 P und P water P ele),5.05,0.0048,10,373.28,0,0
p(SURVEY)psi(forest100 P ndvi500 P ele P height100),5.06,0.0048,10,373.3,5.48,0
p(SURVEY)psi(forest100 P water P ele P height100 P distRoad),5.13,0.0046,11,371.16,0,0
p(SURVEY)psi(forest100 P und P water P ele P distRoad),5.13,0.0046,11,371.17,0,0
p(SURVEY)psi(forest100 P ndvi500 P und P ele),5.16,0.0045,10,373.4,0,0
p(SURVEY)psi(disturb500 P ndvi500 P water P ele P distRoad),5.17,0.0045,11,371.2,0,0
p(SURVEY)psi(disturb500 P water P height100 P distRoad),5.21,0.0044,10,373.45,0,0
p(SURVEY)psi(forest100 P ndvi500 P water P ele P distRoad),5.22,0.0044,11,371.25,0,0
p(SURVEY)psi(disturb500 P ndvi500 P und P ele P height100 P distRoad),5.3,0.0042,12,369.11,5.34,0
p(SURVEY)psi(disturb500 P und P height100 P distRoad),5.38,0.0041,10,373.61,0,0
p(SURVEY)psi(forest100 P und P ele P height100 P distRoad),5.4,0.004,11,371.44,0,0
p(SURVEY)psi(ele P height100 P distRoad),5.41,0.004,9,375.82,0,0
p(SURVEY)psi(forest100 P ndvi500 P ele P height100 P distRoad),5.47,0.0039,11,371.51,5.3,0
p(SURVEY)psi(ele),5.55,0.0037,7,380.27,0,0
p(SURVEY)psi(forest100 P ndvi500 P und P ele P distRoad),5.63,0.0036,11,371.66,0,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P und P ele P distRoad),5.69,0.0035,12,369.5,0,0
p(SURVEY)psi(disturb500 P forest100 P water P height100 P distRoad),5.81,0.0033,11,371.84,0,0
p(SURVEY)psi(disturb500 P forest100 P ndvi500 P water P ele P height100),5.94,0.0031,12,369.75,5.82,0
