Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P water P height500 P distRoad),0,0.0913,9,206.68,4.9,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P water),0.62,0.0669,7,211.61,3.93,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P water P distRoad),0.75,0.0628,8,209.59,1.35,0
p(cloudCover)psi(forest500 P ndvi500 P water),1.42,0.0449,6,214.53,0,0
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und P height500),1.53,0.0424,8,210.38,0,1
p(cloudCover)psi(forest500 P ndvi500 P water P distRoad),1.91,0.0352,7,212.9,0,1
p(cloudCover)psi(forest500 P water P distRoad),1.93,0.0348,6,215.04,2.01,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und),1.94,0.0346,7,212.93,0,0
p(cloudCover)psi(disturb500 P forest500 P height500 P distRoad),2.16,0.031,7,213.15,0.41,0
p(cloudCover)psi(disturb500 P forest500),2.27,0.0294,5,217.49,1.86,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und P water P distRoad),2.59,0.025,9,209.27,0,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500),2.62,0.0247,6,215.73,5.21,0
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P distRoad),2.86,0.0219,7,213.84,1.17,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und P water P height500),2.88,0.0217,9,209.56,1.61,1
p(cloudCover)psi(disturb500 P forest500 P height500),3.23,0.0181,6,216.35,2.84,1
p(cloudCover)psi(disturb500 P forest500 P distRoad),3.23,0.0181,6,216.35,0,1
p(cloudCover)psi(disturb500 P forest500 P water),3.25,0.018,6,216.36,4.78,0
p(cloudCover)psi(forest500 P ndvi500 P water P ele P distRoad),3.48,0.016,8,212.33,5.06,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und P water),3.51,0.0158,8,212.35,3.86,1
p(cloudCover)psi(disturb500 P forest500 P ele P height500 P distRoad),3.56,0.0154,8,212.41,4.09,0
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und P water P ele),3.66,0.0146,9,210.35,4.48,0
p(cloudCover)psi(disturb500 P forest500 P ele),3.67,0.0146,6,216.79,3.8,1
p(cloudCover)psi(forest500 P ndvi500 P und P water P distRoad),4,0.0124,8,212.84,1.39,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und P water P ele P distRoad),4,0.0123,10,208.5,1.95,1
p(cloudCover)psi(forest500 P water P ele P distRoad),4.01,0.0123,7,215,5.75,1
p(cloudCover)psi(forest500 P ele P distRoad),4.02,0.0122,6,217.13,0,1
p(cloudCover)psi(forest500 P und P water P distRoad),4.06,0.012,7,215.04,2.02,1
p(cloudCover)psi(disturb500 P forest500 P und P height500 P distRoad),4.31,0.0106,8,213.15,5.62,0
p(cloudCover)psi(disturb500 P forest500 P und),4.37,0.0103,6,217.49,1.99,1
p(cloudCover)psi(forest500 P ndvi500 P und P water),4.44,0.0099,7,215.43,0,1
p(cloudCover)psi(forest500 P ndvi500 P water P ele),4.56,0.0094,7,215.55,4.77,1
p(cloudCover)psi(disturb500 P forest500 P und P water P height500 P distRoad),4.78,0.0084,9,211.46,0,1
p(cloudCover)psi(forest500 P water),4.82,0.0082,5,220.04,0,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P und P distRoad),5,0.0075,8,213.84,2.22,0
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P water P height500),5.17,0.0069,8,214.01,0,1
p(cloudCover)psi(disturb500 P ndvi500 P ele P height500 P distRoad),5.23,0.0067,8,214.08,5.24,1
p(cloudCover)psi(disturb500 P forest500 P water P distRoad),5.25,0.0066,7,216.23,0,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P water P ele P height500 P distRoad),5.27,0.0065,10,209.77,4.99,1
p(cloudCover)psi(disturb500 P forest500 P und P height500),5.36,0.0063,7,216.35,0,1
p(cloudCover)psi(disturb500 P forest500 P und P water),5.37,0.0062,7,216.36,5.93,1
p(cloudCover)psi(forest500 P und P ele P distRoad),5.42,0.0061,7,216.41,5.27,1
p(cloudCover)psi(disturb500 P forest500 P und P distRoad),5.48,0.0059,7,216.47,2.66,1
p(cloudCover)psi(disturb500 P ndvi500 P und P water P ele P distRoad),5.58,0.0056,9,212.26,0,1
p(cloudCover)psi(forest500 P ndvi500 P und P water P ele),5.69,0.0053,8,214.53,0,0
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P ele P height500),6.12,0.0043,8,214.96,5.44,0
p(cloudCover)psi(forest500 P und P water P ele P distRoad),6.15,0.0042,8,215,5.9,1
p(cloudCover)psi(forest500 P und P water),6.25,0.004,6,219.36,0,1
