OBJECTID,OBJECTID_1,CIFOR Forest type class,AREA (Sqaure kilometers),PERCENTAGE
370,TTB1-4,Regrowth 1973-2016,1.166701059,37.13724813
371,TTB1-5,Intact forest 2016,1.610621156,51.26766369
372,TTB1-5,Non-forest,0.062664305,1.994666791
373,TTB1-5,Regrowth 1973-2016,1.468303156,46.73754103
374,TTB2-1,Intact forest 2016,3.044289126,96.90273251
375,TTB2-1,Regrowth 1973-2016,0.09729928,3.09713227
376,TTB2-2,Intact forest 2016,3.141588675,99.99987337
377,TTB2-3,Intact forest 2016,3.141588768,99.99987633
378,TTB2-4,Intact forest 2016,3.14158833,99.99986239
379,TTB2-5,Intact forest 2016,3.096586178,98.56739938
380,TTB2-5,Non-forest,0.045002464,1.432472915
381,TTB2-6,Intact forest 2016,3.068798846,97.68290113
382,TTB2-6,Non-forest,0.0727898,2.316971295
383,TTB2-7,Intact forest 2016,3.046081522,96.95978627
384,TTB2-7,Non-forest,0.095506856,3.040077636
385,TTB2-8,Intact forest 2016,3.041277637,96.80687385
386,TTB2-8,Non-forest,0.100310972,3.192997413
387,TTB3-1,Intact forest 2016,3.14158867,99.9998732
388,TTB3-2,Intact forest 2016,3.141588492,99.99986752
389,TTB3-3,Intact forest 2016,3.139161818,99.92262411
390,TTB3-3,Non-forest,0.002426618,0.077241647
391,TTB3-4,Intact forest 2016,3.131970286,99.69371054
392,TTB3-4,Non-forest,0.009618171,0.30615589
393,TTB3-5,Intact forest 2016,3.104477092,98.81857497
394,TTB3-5,Non-forest,0.037111752,1.181303769
395,TTB3-6,Intact forest 2016,3.075179978,97.88601887
396,TTB3-6,Non-forest,0.066409015,2.11386461
397,TTB3-7,Intact forest 2016,3.056108031,97.27893994
398,TTB3-7,Non-forest,0.085480278,2.720921766
399,TTB3-8,Intact forest 2016,3.054067944,97.21400195
400,TTB3-8,Non-forest,0.08752083,2.785874545
401,TTB4-1,Intact forest 2016,2.670668559,85.01002052
402,TTB4-1,Regrowth 1973-2016,0.470919798,14.98984271
403,TTB4-2,Intact forest 2016,2.731232419,86.93782805
404,TTB4-2,Regrowth 1973-2016,0.410356028,13.06203805
405,TTB4-3,Intact forest 2016,2.863237208,91.13967097
406,TTB4-3,Regrowth 1973-2016,0.278351098,8.860190647
407,TTB4-4,Intact forest 2016,2.789479842,88.79190111
408,TTB4-4,Non-forest,0.041425798,1.318624109
409,TTB4-4,Regrowth 1973-2016,0.310682893,9.889343631
410,TTB4-5,Intact forest 2016,2.436733061,77.56362232
411,TTB4-5,Non-forest,0.204269682,6.502105916
412,TTB4-5,Regrowth 1973-2016,0.500585426,15.93412898
413,TTB4-6,Intact forest 2016,2.112560789,67.24489844
414,TTB4-6,Non-forest,0.530498911,16.88630479
415,TTB4-6,Regrowth 1973-2016,0.498528729,15.8686623
416,TTB4-7,Intact forest 2016,1.622972428,51.6608169
417,TTB4-7,Non-forest,1.034054659,32.91498208
418,TTB4-7,Regrowth 1973-2016,0.484561067,15.42405779
419,TTB4-8,Intact forest 2016,1.157949321,36.85867166
420,TTB4-8,Non-forest,1.547677411,49.26410206
421,TTB4-8,Regrowth 1973-2016,0.435960849,13.87706482
422,TTB4-9,Intact forest 2016,0.602842358,19.18906822
423,TTB4-9,Non-forest,2.164897734,68.91083512
424,TTB4-9,Regrowth 1973-2016,0.373850139,11.90001951
425,TTB5-1,Intact forest 2016,2.910373419,92.64006319
426,TTB5-1,Non-forest,0.231215084,7.359804691
427,TTB5-10,Intact forest 2016,0.91996103,29.28326908
428,TTB5-10,Non-forest,0.111618349,3.552922392
429,TTB5-10,Regrowth 1973-2016,2.110009043,67.16367383
430,TTB5-2,Intact forest 2016,3.07973494,98.03100782
431,TTB5-2,Non-forest,0.061853758,1.968866275
432,TTB5-3,Intact forest 2016,3.128722926,99.59034384
433,TTB5-3,Non-forest,4.46E-05,0.001419342
434,TTB5-3,Regrowth 1973-2016,0.012821036,0.408106247
435,TTB5-4,Intact forest 2016,3.033260079,96.55166706
436,TTB5-4,Regrowth 1973-2016,0.108328445,3.448201493
437,TTB5-5,Intact forest 2016,2.850504895,90.73438887
438,TTB5-5,Regrowth 1973-2016,0.291083538,9.265476779
439,TTB5-6,Intact forest 2016,2.541775528,80.90722789
440,TTB5-6,Regrowth 1973-2016,0.599812887,19.09263717
441,TTB5-7,Intact forest 2016,2.014175934,64.11321123
442,TTB5-7,Regrowth 1973-2016,1.127412467,35.88665339
443,TTB5-8,Intact forest 2016,1.36601547,43.48162288
444,TTB5-8,Non-forest,0.013872864,0.441586975
445,TTB5-8,Regrowth 1973-2016,1.761700483,56.07666803
446,TTB5-9,Intact forest 2016,0.86854142,27.64653206
447,TTB5-9,Non-forest,0.072766329,2.316224199
448,TTB5-9,Regrowth 1973-2016,2.200280847,70.03711461
449,TTB6-1,Intact forest 2016,2.77271033,88.25811094
450,TTB6-1,Non-forest,0.368878256,11.74175955
451,TTB6-2,Intact forest 2016,2.683945039,85.43262398
452,TTB6-2,Non-forest,0.457642842,14.56722408
453,TTB6-3,Intact forest 2016,2.692970369,85.71990918
454,TTB6-3,Non-forest,0.448618621,14.2799742
455,TTB6-4,Intact forest 2016,2.716720843,86.47591024
456,TTB6-4,Non-forest,0.424867734,13.52395999
457,TTB6-5,Intact forest 2016,2.860465222,91.05143592
458,TTB6-5,Non-forest,0.281123403,8.948435826
459,TTB6-6,Intact forest 2016,2.954905333,94.05755803
460,TTB6-6,Non-forest,0.186683091,5.942307361
461,TTB6-7,Intact forest 2016,2.971779173,94.59466904
462,TTB6-7,Non-forest,0.169808615,5.405176099
463,TTB6-8,Intact forest 2016,2.753891681,87.65909476
464,TTB6-8,Non-forest,0.387697595,12.34079773
465,TTB6-9,Intact forest 2016,2.390265381,76.08451015
466,TTB6-9,Non-forest,0.751025446,23.90588241
467,TTB6-9,Regrowth 1973-2016,0.000297941,0.009483754
468,TTB7-1,Intact forest 2016,2.705734945,86.12621824
469,TTB7-1,Non-forest,0.435853363,13.87364345
470,TTB7-2,Intact forest 2016,2.77489051,88.32750825
471,TTB7-2,Non-forest,0.366698022,11.67236057
472,TTB7-3,Intact forest 2016,3.021529309,96.17826506
473,TTB7-3,Non-forest,0.120058761,3.821589056
474,TTB7-4,Intact forest 2016,3.056228507,97.28277481
475,TTB7-4,Non-forest,0.085359835,2.717087943
476,TTB7-5,Intact forest 2016,3.074035937,97.84960294
477,TTB7-5,Non-forest,0.067552776,2.150271654
478,TTB7-6,Intact forest 2016,2.983572825,94.97007265
479,TTB7-6,Non-forest,0.158015823,5.029799848
480,TTB7-7,Intact forest 2016,2.8790365,91.64257805
481,TTB7-7,Non-forest,0.248816016,7.920059779
482,TTB7-7,Regrowth 1973-2016,0.013735874,0.437226456
483,TTB7-8,Intact forest 2016,2.752217257,87.60579618
484,TTB7-8,Non-forest,0.332692121,10.58991913
485,TTB7-8,Regrowth 1973-2016,0.056679962,1.804179212
