Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(cloudCover)psi(disturb100 P forest500 P ndvi500 P und P water P ele P height500 P distRoad),0,0.54,11,611.81,0,0
p(cloudCover)psi(disturb100 P forest500 P ndvi500 P und P water P ele P height100 P distRoad),0.32,0.46,11,612.13,0,0
