covnames,sum.wgt,ER
und,0.9997,3332.33333333247
water,1.0666,-16.015015015015
ele,1.1649,-7.06428138265615
height100,0.603,1.51889168765743
height500,0,0
disturb100,0,0
disturb500,0.6068,1.54323499491353
distRoad,0.8433,5.38162093171665
forest100,0,0
forest1500,0.6579,1.92312189418299
forest500,0,0
forest1000,0,0
ndvi100,0,0
ndvi500,0.6921,2.2478077297824
