Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p()psi(ndvi500 P ele P height500),0,0.0312,5,102.95,5.16,1
p()psi(disturb500 P forest500 P ndvi500 P ele P distRoad),0.27,0.0273,7,98.99,5.29,1
p()psi(disturb500 P forest500 P ndvi500 P water P ele P height500),0.3,0.0269,8,96.88,3.46,1
p()psi(forest500 P ndvi500 P ele P distRoad),0.73,0.0217,6,101.57,5.52,1
p()psi(ndvi500 P und P ele P height500),0.88,0.0201,6,101.73,0,1
p()psi(ndvi500 P und P height500),0.95,0.0194,5,103.9,5,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P ele P distRoad),1.22,0.0169,11,91.25,-0.12,1
p()psi(disturb500 P forest500 P ndvi500 P water P ele P distRoad),1.24,0.0168,8,97.82,0,1
p()psi(forest500 P ndvi500 P und P ele P distRoad),1.55,0.0144,7,100.27,0,1
p()psi(ndvi500 P und P water P height500),1.58,0.0142,6,102.42,0,1
p(cloudCover)psi(disturb500 P forest500 P ndvi500 P water P ele P distRoad),1.61,0.014,9,96.02,4.83,1
p()psi(ndvi500 P height500 P distRoad),1.73,0.0132,5,104.68,-0.91,1
p()psi(disturb500 P forest500 P ndvi500 P und P height500),1.88,0.0122,7,100.6,0,1
p(cloudCover)psi(forest500 P ndvi500 P ele P distRoad),1.95,0.0118,7,100.66,0,1
p()psi(ndvi500 P water P ele P height500),2.13,0.0108,6,102.97,-0.26,1
p()psi(ndvi500 P und P water P ele P height500),2.21,0.0103,7,100.93,0.58,1
p(SURVEY)psi(ndvi500 P ele P height500),2.24,0.0102,9,96.66,4.78,1
p()psi(disturb500 P ndvi500 P und P height500),2.33,0.0097,6,103.17,1.55,1
p(SURVEY)psi(forest500 P ndvi500 P ele P distRoad),2.39,0.0094,10,94.62,0.33,1
p(cloudCover)psi(disturb500 P height500 P distRoad),2.4,0.0094,6,103.25,1.14,0
p(cloudCover)psi(forest500 P ndvi500 P und P ele P distRoad),2.43,0.0093,8,99,1.83,1
p()psi(ndvi500 P und P water P height500 P distRoad),2.53,0.0088,7,101.25,0,1
