Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P start)psi(forest500 P ndvi500 P water P height100 P distRoad),0,0.1004,12,199.51,0,1
p(SURVEY P start)psi(forest500 P ndvi500 P water P height100),0.27,0.0878,11,202,0,1
p(SURVEY P start)psi(ndvi500 P ele),1.22,0.0545,9,207.33,5.95,1
p(SURVEY P start)psi(ndvi500 P ele P distRoad),1.6,0.0452,10,205.53,3.85,1
p(SURVEY P start)psi(forest500 P ndvi500 P ele P distRoad),1.71,0.0427,11,203.44,4.87,1
p(SURVEY P start)psi(forest500 P ndvi500 P water P ele P distRoad),2.07,0.0357,12,201.58,4.62,1
p(SURVEY P start)psi(forest500 P ndvi500 P und P water P height100),2.49,0.0289,12,202,5.13,0
p(SURVEY P start)psi(forest500 P ndvi500 P und P water P height100 P distRoad),3.01,0.0223,13,200.28,4.98,1
p(SURVEY P start)psi(ndvi500 P und P ele P distRoad),3.27,0.0195,11,205,2.91,1
p(SURVEY P start)psi(disturb500 P ndvi500 P ele P distRoad),3.29,0.0193,11,205.02,0,1
p(SURVEY P start)psi(forest500 P ndvi500 P ele),3.4,0.0183,10,207.33,0,0
p(SURVEY P start)psi(ndvi500 P und P ele),3.4,0.0183,10,207.33,4.9,1
p(SURVEY P start)psi(ndvi500 P water P ele P distRoad),3.42,0.0182,11,205.15,3.93,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi500 P height100),3.68,0.016,11,205.41,0,1
p(SURVEY P start)psi(forest500 P ndvi500 P water P ele P height100),3.69,0.0158,12,203.2,5.98,1
p(SURVEY P start)psi(ndvi500 P ele P height100),3.71,0.0157,10,207.64,0,0
p(SURVEY P start)psi(forest500 P ndvi500 P und P ele P distRoad),3.8,0.015,12,203.31,5.45,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi500 P water P height100),3.82,0.0148,12,203.33,0,1
p(SURVEY P start)psi(disturb500 P ndvi500 P water P ele P height100),3.92,0.0141,12,203.43,1.93,1
p(SURVEY P start)psi(disturb500 P ndvi500 P water P ele P height100 P distRoad),3.98,0.0137,13,201.25,2.1,1
p(SURVEY P start)psi(forest500 P ndvi500 P ele P height100),4.25,0.012,11,205.98,3.14,1
p(SURVEY P start)psi(forest500 P height100),4.31,0.0116,9,210.42,0,1
p(SURVEY P start)psi(forest500 P ndvi500 P height100),4.41,0.0111,10,208.34,0,1
p(SURVEY P start)psi(forest500 P ndvi500 P water P distRoad),4.45,0.0108,11,206.18,0,1
p(SURVEY P start)psi(forest500 P water P height100),4.61,0.01,10,208.54,5.13,1
p(SURVEY P start)psi(forest500 P ndvi500 P water P ele P height100 P distRoad),4.78,0.0092,13,202.05,5.07,0
p(SURVEY P start)psi(forest500 P ndvi500 P ele P height100 P distRoad),4.93,0.0085,12,204.44,0,1
p(SURVEY P start)psi(ndvi500 P ele P height100 P distRoad),4.97,0.0084,11,206.7,1.72,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi500 P ele P distRoad),5.02,0.0082,12,204.53,2.58,1
p(SURVEY P start)psi(disturb500 P ndvi500 P und P water P ele P height100),5.09,0.0079,13,202.36,0,1
p(SURVEY P start)psi(forest500 P und P water P height100),5.16,0.0076,11,206.89,5.56,0
p(SURVEY P start)psi(ndvi500 P und P water P ele P distRoad),5.34,0.007,12,204.85,4.3,1
