Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P height100),0,0.0817,10,101.66,1.57,1
p(SURVEY)psi(forest500 P ndvi500),0.21,0.0737,8,106.21,2.1,1
p(SURVEY)psi(disturb500 P forest500 P ele),0.49,0.0638,9,104.33,4.51,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500),1.07,0.0478,9,104.91,3.87,1
p(SURVEY)psi(disturb500 P forest500 P water P ele),1.28,0.043,10,102.94,4.26,1
p(SURVEY)psi(disturb500 P forest500 P und P ele),2.22,0.0269,10,103.88,4.05,1
p(SURVEY)psi(forest500 P ndvi500 P und),2.33,0.0254,9,106.18,1.41,1
p(SURVEY)psi(distRoad),2.6,0.0223,7,110.75,0,0
p(SURVEY)psi(height100 P distRoad),2.66,0.0216,8,108.67,0,0
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P und),3.22,0.0163,10,104.88,1.1,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P water),3.25,0.0161,10,104.91,4.76,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P water P ele),3.49,0.0143,11,102.94,1.08,1
p(SURVEY)psi(disturb500 P forest500 P water P ele P height100),3.49,0.0143,11,102.94,2.24,1
p(SURVEY)psi(disturb500 P forest500 P distRoad),3.9,0.0116,9,107.74,0,1
p(SURVEY)psi(disturb500 P forest500 P und P water P ele),3.92,0.0115,11,103.38,1.52,1
p(SURVEY)psi(forest500 P und P water),4,0.0111,9,107.84,1.4,1
p(SURVEY)psi(ndvi500 P distRoad),4.04,0.0108,8,110.04,4,0
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P water P height100 P distRoad),4.28,0.0096,12,101.52,5.83,1
p(SURVEY)psi(disturb500 P ele P distRoad),4.29,0.0095,9,108.14,5.86,1
p(SURVEY)psi(water P distRoad),4.35,0.0093,8,110.36,4.03,0
p(SURVEY)psi(forest500 P height100 P distRoad),4.39,0.0091,9,108.24,5.74,0
p(SURVEY)psi(disturb500 P forest500),4.41,0.009,8,110.41,4.7,1
p(SURVEY)psi(forest500 P ndvi500 P water),4.41,0.009,9,108.25,5.24,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P und P ele),4.42,0.009,11,103.88,0,1
p(SURVEY)psi(disturb500 P forest500 P ele P height100),4.43,0.0089,10,106.09,0,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P ele),4.46,0.0088,10,106.12,4.72,0
p(SURVEY)psi(ndvi500 P height100 P distRoad),4.46,0.0088,9,108.3,0,0
p(SURVEY)psi(forest500 P distRoad),4.49,0.0086,8,110.5,3.61,0
p(SURVEY)psi(water P height100 P distRoad),4.54,0.0084,9,108.38,4.61,0
p(SURVEY)psi(und P distRoad),4.57,0.0083,8,110.58,2.73,0
p(SURVEY)psi(und P height100 P distRoad),4.61,0.0082,9,108.45,4.69,1
p(SURVEY)psi(ele P distRoad),4.65,0.008,8,110.66,5.58,0
p(SURVEY)psi(ele P height100 P distRoad),4.69,0.0078,9,108.53,4.86,0
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P und P water P ele),4.74,0.0076,12,101.98,4.23,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P distRoad),4.85,0.0072,10,106.51,5.13,1
p(SURVEY)psi(disturb500 P forest500 P und P ele P height100),4.88,0.0071,11,104.33,0,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P water P distRoad),4.88,0.0071,11,104.33,0.07,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P ele P distRoad),4.88,0.0071,11,104.33,2.25,1
p(SURVEY)psi(forest500 P ndvi500 P und P water),5.35,0.0056,10,107.01,2,1
p(SURVEY)psi(disturb500 P water P ele P distRoad),5.36,0.0056,10,107.02,0.62,0
p(SURVEY)psi(forest500 P und P water P height100),5.38,0.0055,10,107.04,1.87,1
p(SURVEY)psi(disturb500 P forest500 P und),5.43,0.0054,9,109.27,5.1,1
p(SURVEY)psi(forest500 P ele P height100 P distRoad),5.48,0.0053,10,107.14,1.44,0
p(SURVEY)psi(disturb500 P forest500 P und P distRoad),5.68,0.0048,10,107.33,0,0
p(SURVEY)psi(disturb500 P und P ele P distRoad),5.68,0.0048,10,107.33,5.16,0
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P ele P height100 P distRoad),5.71,0.0047,12,102.94,3.42,1
p(SURVEY)psi(disturb500 P forest500 P ndvi500 P height100 P distRoad),5.77,0.0046,11,105.22,3.04,1
