Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY)psi(disturb500 P forest1000 P und P distRoad),0,0.0301,10,234.85,1.43,1
p()psi(disturb500 P und P distRoad),0.14,0.0281,5,245.71,0,1
p()psi(und P ele P distRoad),0.14,0.0281,5,245.71,0,1
p()psi(disturb500 P forest1000 P water P distRoad),0.25,0.0266,6,243.71,4.41,1
p(SURVEY)psi(disturb500 P und P distRoad),0.26,0.0265,9,237.28,3.29,1
p(SURVEY)psi(und P ele P distRoad),0.26,0.0265,9,237.28,0,1
p()psi(disturb500 P forest1000 P und P distRoad),0.43,0.0243,6,243.89,5.95,1
p()psi(disturb500 P und P ele P distRoad),0.43,0.0243,6,243.89,0,1
p(SURVEY)psi(disturb500 P und P ele P distRoad),0.61,0.0222,10,235.46,0,0
p(SURVEY)psi(disturb500 P und P height500 P distRoad),0.61,0.0222,10,235.46,3.99,0
p(SURVEY P start)psi(und P ele P distRoad),0.83,0.0199,10,235.68,1.66,1
p(SURVEY P start)psi(disturb500 P forest1000 P water P distRoad),0.97,0.0186,11,233.61,5.95,1
p(SURVEY)psi(forest1000 P und P ele P distRoad),1.53,0.014,10,236.38,4.15,1
p()psi(und P distRoad),1.55,0.0139,4,249.21,3.56,0
p(SURVEY)psi(und P distRoad),1.61,0.0135,8,240.8,3.89,1
p()psi(disturb500 P und P water P height500 P distRoad),1.63,0.0133,7,242.97,3.92,1
p(SURVEY P start)psi(disturb500 P forest1000 P und P water P distRoad),1.66,0.0131,12,232.08,5.29,1
p(start)psi(disturb500 P forest1000 P und P distRoad),1.68,0.013,7,243.02,4.38,1
p(SURVEY P start)psi(disturb500 P und P distRoad),1.76,0.0125,10,236.61,0,0
p(SURVEY P start)psi(und P water P distRoad),1.77,0.0125,10,236.61,3.56,0
p(SURVEY P start)psi(disturb500 P forest1000 P und P distRoad),1.79,0.0123,11,234.43,0,1
p(SURVEY)psi(disturb500 P water P distRoad),1.81,0.0122,9,238.84,1.37,1
p(SURVEY)psi(disturb500 P und P water P height500 P distRoad),1.88,0.0118,11,234.53,4.14,1
p(start)psi(disturb500 P forest1000 P water P distRoad),1.9,0.0117,7,243.23,0,1
p()psi(disturb500 P forest1000 P distRoad),1.91,0.0116,5,247.48,0,1
p()psi(disturb500 P water P distRoad),1.91,0.0116,5,247.48,0,1
p(start)psi(disturb500 P und P distRoad),1.95,0.0114,6,245.41,4.87,0
p(start)psi(und P ele P distRoad),2.03,0.0109,6,245.49,1.62,1
p(SURVEY)psi(disturb500 P forest1000 P distRoad),2.04,0.0109,9,239.07,5.78,1
p(SURVEY P start)psi(disturb500 P und P height500 P distRoad),2.05,0.0108,11,234.69,5.31,1
p()psi(disturb500 P water P ele P distRoad),2.07,0.0107,6,245.53,4.33,1
p()psi(und P water P distRoad),2.09,0.0106,5,247.65,-0.07,1
p(SURVEY)psi(und P water P distRoad),2.11,0.0105,9,239.14,5.41,1
p(SURVEY)psi(disturb500 P water P ele P distRoad),2.13,0.0104,10,236.97,2.35,0
p()psi(disturb500 P distRoad),2.23,0.0099,4,249.88,1.82,0
