covnames,sum.wgt,ER
und,1.9982,-2.00180324584252
water,1.9982,-2.00180324584252
ele,1.9982,-2.00180324584252
height100,0.9991,1110.1111111111
height500,0.9991,1110.1111111111
disturb100,1.9982,-2.00180324584252
disturb500,0,0
distRoad,0.0018,0.00180324584251653
forest100,1.9982,-2.00180324584252
forest1500,0,0
forest500,0,0
forest1000,1.9982,-2.00180324584252
ndvi100,0,0
ndvi500,1.9982,-2.00180324584252
