Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(cloudCover)psi(),0,0.434,3,124.74,0,0
p(start P cloudCover)psi(),1.99,0.1607,4,124.66,0,0
p(observer1 P cloudCover)psi(),2.26,0.1403,5,122.84,0,1
p()psi(),4.15,0.0544,2,130.95,0,0
p(observer1)psi(),4.23,0.0524,4,126.9,0,1
p(observer1 P start P cloudCover)psi(),4.36,0.0489,6,122.84,0,1
p(SURVEY P cloudCover)psi(),4.98,0.036,7,121.33,0,0
p(start)psi(),6.19,0.0196,3,130.93,0,0
p(observer1 P start)psi(),6.27,0.0189,5,126.85,0,1
p(SURVEY P start P cloudCover)psi(),7.04,0.0128,8,121.25,0,0
p(SURVEY P observer1 P cloudCover)psi(),7.77,0.0089,9,119.82,0,1
p(SURVEY)psi(),9.25,0.0042,6,127.73,5.98,0
p(SURVEY P observer1)psi(),9.79,0.0033,8,123.99,0,1
p(SURVEY P observer1 P start P cloudCover)psi(),9.95,0.003,10,119.81,5.99,1
p(SURVEY P start)psi(),11.38,0.0015,7,127.73,0,0
p(SURVEY P observer1 P start)psi(),11.94,0.0011,9,123.98,0,1
