covnames,sum.wgt,ER
und,0.726,2.64963503649635
water,0.7312,2.7202380952381
ele,0.98,49
height100,0,0
height500,1.2289,-5.36871996505024
disturb100,0,0
disturb500,0.5174,1.07210940737671
distRoad,0.4914,0.966181675186787
forest100,0,0
forest1500,0,0
forest500,0.5105,1.04290091930541
forest1000,0,0
ndvi100,0,0
ndvi500,1.2463,-5.06008932196508
