covnames,sum.wgt,ER
und,0.7368,2.79939209726444
water,0.7143,2.50017500875044
ele,0.6404,1.78086763070078
height100,1.5023,-2.99084212621939
height500,0,0
disturb100,0,0
disturb500,0.5104,1.04248366013072
distRoad,0.6136,1.5879917184265
forest100,1.3443,-3.90444379901249
forest1500,0,0
forest500,0,0
forest1000,0,0
ndvi100,0,0
ndvi500,1.4838,-3.0669698222406
