covnames,sum.wgt,ER
und,1.997,-2.00300902708124
water,1.997,-2.00300902708124
ele,1.997,-2.00300902708124
height100,0.9985,665.666666666691
height500,0.9985,665.666666666691
disturb100,0,0
disturb500,1.997,-2.00300902708124
distRoad,0.003,0.00300902708124373
forest100,1.997,-2.00300902708124
forest1500,0,0
forest500,0,0
forest1000,1.997,-2.00300902708124
ndvi100,1.997,-2.00300902708124
ndvi500,0,0
