OBJECTID,OBJECTID_1,Latitude,Longitude,OCCUPIED,TOTAL,Elevation_100mMEAN,Elevation_100mSTD,Elevation_1500mMEAN,Elevation_1500mSTD,Elevation_500mMEAN,Elevation_500mSTD,slope_pc_rise_1000mMEAN,slope_pc_rise_1000mSTD,slope_pc_rise_100mMEAN,slope_pc_rise_100mSTD,slope_pc_rise_1500mMEAN,slope_pc_rise_1500mSTD,slope_pc_rise_500mMEAN,slope_pc_rise_500mSTD,Canopy_Height_1000_mMEAN,Canopy_Height_1000_mSTD,Canopy_Height_100mMEAN,Canopy_Height_100mSTD,Canopy_Height_1500_mMEAN,Canopy_Height_1500_mSTD,Canopy_Height_500mMEAN,Canopy_Height_500mSTD,Disturbed_Canopy_100mPercent,Disturbed_Canopy_1500mPercent,Disturbed_Canopy_500mPercent,Disturbed_Canopy1_1000mPercent,Eucdist_Roads_km_100MEAN,Eucdist_Roads_km_100STD,Eucdist_Roads_km_1000MEAN,Eucdist_Roads_km_1000STD,Eucdist_Roads_km_1500MEAN,Eucdist_Roads_km_1500STD,Eucdist_Roads_km_500MEAN,Eucdist_Roads_km_500STD,PTCT_1000m_Kernal_DensityMEAN,PTCT_1000m_Kernal_DensitySTD,PTCT_100m_Kernal_DensityMEAN,PTCT_100m_Kernal_DensitySTD,PTCT_1500m_Kernal_DensityMEAN,PTCT_1500m_Kernal_DensitySTD,PTCT_500mb_Kernal_DensityMEAN,PTCT_500mb_Kernal_DensitySTD,PercentIntactforest20161000m,PercentNonforest1000m,PercentRegrowth197320161000m,PercentIntactforest2016100m,PercentNonforest100m,PercentRegrowth19732016100m,PercentIntactforest20161500m,PercentNonforest1500m,PercentRegrowth197320161500m,PercentIntactforest2016500m,PercentNonforest500m,PercentRegrowth19732016500m,Zonal_Stats1000mMEAN,Zonal_Stats1000mSTD,Zonal_Stats100mMEAN,Zonal_Stats100mSTD,Zonal_Stats1500mMEAN,Zonal_Stats1500mSTD,Zonal_Stats500mMEAN,Zonal_Stats500mSTD,PTCT_1000m_5m_TreeCover_PercentMEAN,PTCT_1000m_5m_TreeCover_PercentSTD,PTCT_100m_5m_TreeCover_PercentMEAN,PTCT_100m_5m_TreeCover_PercentSTD,PTCT_1500m_5m_TreeCover_PercentMEAN,PTCT_1500m_5m_TreeCover_PercentSTD,PTCT_500m_5m_TreeCover_PercentMEAN,PTCT_500m_5m_TreeCover_PercentSTD
11,TUA1-11,1.078052977,109.896178,1,1,605.909090909091,6.11933664638115,665.229559748428,39.1521079112517,606.093457943925,25.6385853744944,,,18.8735369443893,10.5584912274567,27.2735755428578,15.0726773582404,22.4767210544827,14.5134546517817,38.0089285714286,0.094068337079437,39,0,38.1826086956522,0.408232855454189,38,0,0,0,0,0,4.43923857098534,0.03423248454509,5.12902934392293,0.267680820130139,5.53954750668686,0.367335443094729,4.70713120647985,0.15394330903593,0.0777,0.003,0.0804,3e-04,0.0707,0.0049,0.0808,0.0014,99.99986542,0,0,100,0,0,99.99991206,0,0,100,0,0,0.865869027,0.008267638,0.86414393,0.009733157,0.865927663,0.011368186,0.857907182,0.0117042,72.6050420168067,4.80758939121649,71.5714285714286,1.91662969499979,70.7697368421053,12.2175835294533,65.7719298245614,8.87143562001034
12,TUA1-12,1.077375971,109.89685,1,1,610.2,7.06823881882628,673.174846625767,34.634862828311,606.04854368932,23.2760465401534,,,19.7517698287964,8.26401983838613,29.6440045263138,15.3502804079599,25.7338428202185,15.0950679495744,38,0,39,0,38.2674418604651,0.461907536419508,38,0,0,0,0,0,4.54122261206309,0.037224667204609,5.2546688899521,0.238900560176557,5.67226357418797,0.330220435853812,4.82807863842357,0.127107946535108,0.0768,0.0032,0.081,3e-04,0.0693,0.005,0.0809,0.0013,99.99987826,0,0,100,0,0,99.99990731,0,0,100,0,0,0.867209038,0.010803161,0.86557296,0.009122234,0.866819615,0.011842875,0.862506534,0.007540098,72.5827338129496,5.420317865557,71.9565217391304,5.59874412058525,71.8658536585366,6.73136487287349,66.1694915254237,8.55917100051343
13,TUB1-1,1.083788965,109.889206,0,0,562.833333333333,4.01732359772971,466.092105263158,31.9070102970204,530.791666666667,34.0526298136025,,,13.854730228583,13.0878906698416,23.0567183745535,20.366116842045,22.7245998730262,18.5647030279426,38.4761904761905,0.851835419999925,0,0,38.972602739726,0.964757088310088,33.6923076923077,12.1742768882377,0,0.0379349,0,0.0284511,3.35062623023987,0.007203340530396,2.71889084438945,0.317109012460758,2.43019467108959,0.450985909626796,3.05578220408896,0.133899496524314,0.0511,0.0013,0.066,0,0.043,8e-04,0.0594,0.0012,97.58468368,2.415183283,0,100,0,0,93.28379434,6.716132783,0,100,0,0,0.874359703,0.009525124,0.876243537,0.009635241,0.867099502,0.030338289,0.849757195,0.005179465,73.448275862069,6.15089680535342,,,72.1320754716981,7.75092869870557,74.2631578947368,2.44609474497316
14,TUB1-2,1.084610978,109.888036,0,0,561.033333333333,9.92466064351286,469.201646090535,37.892425127775,536.198757763975,32.8774913801311,,,22.7552581787109,13.4236915555476,23.2159370534705,19.9079223799995,24.0126404958482,17.9173713206858,38.3971830985915,3.67059007540835,19.61290323,18.99011189,38.9589552238806,0.970744650822093,28.3222222222222,16.5960689975922,0,0.2908342,0,0.0569022,3.26742156859367,0.044191878781747,2.63317488745995,0.282586947229478,2.3246938881473,0.463322024852978,2.9554566277398,0.134497273511886,0.0499,0.0017,0.0646,8e-04,0.0416,0.0013,0.058,0.0017,95.4504529,4.549385179,0,100,0,0,91.49084488,8.509077691,0,99.21432322,0.785676782,0,0.871312322,0.0134409,0.87483232,0.009015433,0.868870276,0.031996063,0.862078961,0.012977175,69.3248945147679,8.98991068849878,73.1111111111111,2.84583299441449,69.1691176470588,10.1335845817931,73.6940298507463,3.44515149665859
15,TUB1-3,1.08521699,109.887332,0,0,536.571428571429,15.3423516809528,457.883435582822,40.8415902297067,533.909090909091,27.4029014570444,,,40.167692729405,11.9760070367811,27.6222260672988,20.6186186818123,26.4636605782942,11.2292183566708,38.9270386266094,0.984340167336228,36.1,8.281907993,38.8794117647059,0.958024748472127,32.7706422018349,13.0908140827469,0,0.0885148,0,0.0284511,3.14984399080277,0.034350893607057,2.54165653421961,0.318949901145369,2.2561307239957,0.50800687931764,2.8347755506498,0.142354382608817,0.0481,0.0014,0.0624,6e-04,0.0399,0.0014,0.0556,0.0014,94.22903006,5.770841536,0,100,0,0,90.75072808,9.249173136,0,97.49519912,2.50480088,0,0.873544156,0.010707544,0.876308517,0.011050095,0.866984314,0.034998333,0.868907374,0.008411195,70.758865248227,8.27617336217947,73.0666666666667,2.17460085737336,70.4367816091954,9.1472012545579,72.5161290322581,5.55444780261306
16,TUB1-4,1.085011968,109.886458,0,0,497.6,8.18168686763254,491.398496240602,33.9945683077524,514.927083333333,22.8205156199353,,,21.8445536851883,11.3186910372148,16.880731950353,11.2482123320275,24.459462252756,8.98807721052893,37.3065326633166,8.17776784780244,25.33333333,17.91337179,34.7474747474748,12.3176340985075,19.1809523809524,18.9991383024554,0,0.0632248,0,0,3.0706148562224,0.040045975589092,2.49335157752037,0.333599321180592,2.20086745047729,0.516754729662871,2.78702387355623,0.17529703048291,0.0481,0.0035,0.0614,8e-04,0.0386,0.0028,0.0558,0.0031,91.86194049,8.137919103,0,100,0,0,89.56584477,10.43406829,0,96.27127612,3.728723884,0,0.865081277,0.022538728,0.875423521,0.010705192,0.868529905,0.026941122,0.867702583,0.009409867,69.5555555555556,6.73850186669169,74.375,1.49478259288768,70.8300970873787,6.92997338079554,72.6375,4.41090622774956
17,TUB1-5,1.084983973,109.885561,0,0,489.888888888889,5.36334150495537,487.328990228013,38.5106175125168,495.346534653465,27.3689263866105,,,6.86586606171396,5.07768920298125,17.8700663377485,11.8849126421825,26.6076397594839,12.8390744316401,37.4439461883408,7.74105858491211,24.18181818,18.27973633,30.5621118012422,16.125406997028,24.6785714285714,18.4052662716575,0,0.0252899,0,0.0569022,2.98101151557196,0.04065010717051,2.40548002229978,0.354567020650156,2.14826661255501,0.561524368200185,2.70294858099104,0.178471916643795,0.0465,0.0036,0.0599,8e-04,0.0372,0.0034,0.054,0.0029,89.1085114,10.89135062,0,100,0,0,88.72544886,11.27446591,0,95.81095489,4.189045111,0,0.859992009,0.030728334,0.874208034,0.009368474,0.872633827,0.012054322,0.869993951,0.010075426,70.71875,6.24116563131439,73.1666666666667,1.46249406456529,71.2173913043478,5.91281968885973,72.7356321839081,5.57180869974462
18,TUB1-6,1.085220007,109.884643,0,0,494.15,6.55953504449749,472.774603174603,48.2824690267464,486.22641509434,37.0647783321148,,,11.1051089674234,6.76056897542846,21.4084163743352,16.685208958162,19.5965740253341,14.44652765485,38.8684210526316,0.991305694833511,34,11.66190379,27.8410404624277,17.5150024236395,35.5130434782609,10.3825649988156,0,0.1138047,0,0.3129622,2.88086582422257,0.034003974921222,2.25962871545321,0.307272689205359,1.97404225445912,0.490212322701088,2.57229784028284,0.145968592450864,0.0442,0.0025,0.058,7e-04,0.0351,0.0026,0.0516,0.002,86.44943978,13.55045472,0,90.59206923,9.407930766,0,87.79297961,12.20694997,0,93.30983291,6.690167095,0,0.860115453,0.038226155,0.872698617,0.01016502,0.871921782,0.014315543,0.873353961,0.010414561,69.8116883116883,7.08186771949015,67.375,6.66966078597705,70.9737827715356,6.51440825433305,73.7666666666667,3.29325910847536
19,TUB1-7,1.084894035,109.883811,0,0,508.4,14.2492105044452,495.595818815331,33.50048702036,466.205882352941,28.3678008005675,,,28.4958948373795,11.9539050372484,16.3253336247667,11.6707416110971,13.3731686741698,13.627002079747,38.6872037914692,4.74134554573502,22,18.76166304,28.2796052631579,17.6341879329531,33.2336448598131,13.9656316729108,0,0.3161242,0.3415041,0.2845111,2.82145170161599,0.043478153643044,2.41210249444129,0.455512177479841,2.2392045072256,0.702330051012626,2.59393219190223,0.215498662425636,0.0444,0.0049,0.0569,8e-04,0.0347,0.0052,0.0514,0.0032,83.89426634,16.10558127,0,84.15705101,15.84294899,0,86.96464819,13.03525827,0,87.46762639,12.53237361,0,0.864440916,0.036563542,0.866194984,0.01855962,0.861381732,0.032878118,0.876755498,0.00637135,66.0342465753425,12.2700294087922,60.5,1.5,69.3529411764706,8.07780899358303,68.8522727272727,8.40121713682994
20,TUB1-8,1.085102996,109.882934,0,0,488.7,11.1763142403929,471.941368078176,47.2080068508717,471.504761904762,36.9256972876804,,,26.3600776910782,9.60527543301558,21.1879620699618,13.7986770040152,10.3061080052739,11.43226487457,38.7545454545455,0.969408100912904,28.88,16.22915894,25.404833836858,18.2067475511781,38.3063063063063,3.76994466179855,0,0.2781893,0.3415041,0.3414133,2.71788311998049,0.040318677930836,2.08764991947033,0.309107310909636,1.81672625934205,0.514453757302603,2.40173100558194,0.137822354233515,0.0408,0.0022,0.0549,7e-04,0.0314,0.0027,0.0483,0.0016,81.17417799,18.82567679,0,77.26645625,22.73354375,0,85.75136329,14.24854001,0,81.79031045,18.20968955,0,0.875605443,0.012745609,0.871569325,0.009570113,0.855159597,0.040526094,0.871083863,0.012115498,66.3511904761905,11.5573826544275,65,4.54606056566195,67.6171875,8.84026750669027,65.6785714285714,11.536856791425
21,TUB1-9,1.084759003,109.88211,0,0,478.947368421053,16.7943401625614,492.016949152542,38.9966063388413,449.55,23.4590600834731,,,27.4388533642418,8.53940833979024,17.1512987666211,9.75892061269838,6.19309918284416,10.532866293827,36.6529680365297,9.97568403733183,29.52380952,16.52593646,28.8297213622291,17.1332091733775,37.1171171171171,8.92283106483076,0,0.3414141,0.2276694,0.0853533,2.66352490945296,0.051312569155743,2.32330619590777,0.500195589980586,2.18886576459135,0.753292810599503,2.47269904613495,0.247326403192506,0.0411,0.0053,0.0536,9e-04,0.0313,0.0058,0.0483,0.0034,78.95447279,21.04538365,0,94.13291632,5.867083684,0,83.95222103,16.04767777,0,73.73708945,26.26291055,0,0.874757178,0.011773615,0.854241977,0.028331333,0.863810335,0.031059986,0.872333543,0.014111367,70.1275167785235,7.62923429849039,,,67.2868852459017,9.8037961100361,66.6813186813187,8.73779100617958
22,TUB1-10,1.084956983,109.881235,0,0,445.9,7.62823701781834,468.294915254237,44.2209146917977,457.31,35.3275232644465,,,3.65373013615608,6.8672347973526,19.7657153347791,12.6582851894723,8.03900167286396,12.7064086139585,29.4882629107981,16.561057985028,38.6,0.916515139,25.3625,17.9210028667483,38.7636363636364,0.971664670246254,0,0.2908342,0.2276694,0.1422555,2.55775886774063,0.035128879682121,1.96573780735893,0.338547880551002,1.7212794393301,0.561922548665919,2.25809582363476,0.15864203144082,0.0376,0.0024,0.0515,6e-04,0.028,0.0029,0.0453,0.0015,77.33302754,22.66682084,0,69.45480929,30.54519071,0,82.60151906,17.39839695,0,66.52327751,33.47672249,0,0.866597012,0.025728023,0.848023171,0.034612541,0.865527653,0.028863204,0.872351149,0.012848276,71.2933333333333,5.47058396232874,,,67.8898678414097,9.66218996710928,68.3037974683544,7.15356763321853
23,TUB1-11,1.085009035,109.880332,0,0,436.571428571429,6.03617214380734,469.61217948718,43.9670649506884,453.704761904762,25.4075068807569,,,0.189790078571865,0.848767034283431,19.530967394893,13.1640934841654,9.81698622419721,14.9166017127101,26.1863636363636,18.2755871800842,38.57142857,0.903507903,25.9732142857143,17.7140614485132,38.8867924528302,0.993571361938295,0,0.4805087,0.1138347,0.0853533,2.47384248461042,0.038189974345137,1.95885753360662,0.409693285658526,1.73467593207331,0.640789604787556,2.21009926706831,0.193402844795281,0.0361,0.003,0.0498,6e-04,0.0262,0.0033,0.0438,0.0018,75.37500784,24.62485435,0,29.4043364,70.5956636,0,80.66168478,19.33822167,0,57.33386851,42.66613149,0,0.870058999,0.023369601,0.853785933,0.035875796,0.854214875,0.045510296,0.860774276,0.027137073,70.4640522875817,5.70864055997729,58,0,69.4782608695652,7.20549045017753,63.8591549295775,7.55318377913239
24,TUB1-12,1.08482698,109.879445,0,0,433.444444444444,3.68513865595083,471.945859872612,39.9565081876982,453.704761904762,18.9977060317065,,,0.658136579725477,1.91655091232362,16.0951304654027,10.7248963828545,11.8473829076404,16.566470921941,25.7467811158798,18.6248322959108,38.91666667,0.996521729,27.3892215568862,17.4629977670156,39.0862068965517,0.996277256082365,2.8488379,0.3161242,0.9106776,0.6828266,2.40718492217686,0.045915563066577,2.01155181880637,0.48949562239692,1.91288852620268,0.761686356856424,2.18256835599916,0.227115758417651,0.0346,0.0039,0.0481,7e-04,0.0249,0.005,0.0423,0.0022,73.7712419,26.22863693,0,4.317841099,95.6821589,0,78.43102703,21.56887762,0,46.82023403,53.17976597,0,0.86013477,0.033762102,0.859491395,0.050047291,0.859119734,0.042507254,0.870050651,0.020861105,67.6942675159236,8.88616072828668,60.5714285714286,1.98976975388346,68.6902654867257,7.88813340417637,60.6153846153846,10.5541713338556
25,TUB1-13,1.08483796,109.878541,0,0,436.052631578947,5.11420811599836,461.052117263844,39.3070749830827,458.673076923077,18.0801858757528,,,0.636898260367544,1.68409773601644,15.5817654303697,10.7312080533713,12.6437933078179,14.172259627429,23.15625,19.1595196463888,38.72727273,0.962091386,26.2470588235294,17.5159798519241,38.9298245614035,0.997534664970527,2.8488379,0.1643846,1.2521816,0.4552177,2.31766772270203,0.043058883728934,1.8564310771925,0.445054140910264,1.68931286404098,0.704297707435923,2.07110959605167,0.211763146343544,0.0322,0.0031,0.0463,6e-04,0.0226,0.0038,0.0405,0.0019,72.06236447,27.93750614,0,1.773594647,98.22640535,0,76.45202953,23.54789049,0,38.8212738,61.1787262,0,0.853969841,0.040494265,0.866321242,0.041338179,0.867851968,0.029045603,0.843840881,0.033948406,64.7579617834395,9.88494401292528,63.6,1.74355957741631,68.2773109243698,7.86057535233351,61.6081081081081,12.7362194394543
26,TUA2-1,1.081345975,109.894979,0,0,616.074074074074,7.66389286018006,591.292817679558,52.930553932247,600.452631578947,13.9335025415298,,,19.308891720242,6.00673388903886,24.8297442178041,8.46059592609625,23.3791260424413,11.153739811135,39.2207792207792,0.561153187025186,39,0,38.9153439153439,0.402672964876794,39.2772277227723,0.772277227722909,0,0,0,0,4.13342528683799,0.0543097321676,4.43417404236332,0.273252877271242,4.67906889990362,0.322368205737322,4.19709064700816,0.191288000151204,0.0617,0.0024,0.0761,6e-04,0.0492,0.0022,0.0711,0.0019,100,0,0,100,0,0,99.59617465,0.403732441,0,100,0,0,0.861726737,0.016212338,0.862641839,0.009995274,0.864311449,0.010871578,0.873875716,0.008403064,73.2413793103448,4.23576864672018,73.8518518518519,1.95701404646273,72.978102189781,4.32015671735986,71.9078947368421,4.2183110600625
