OBJECTID,OBJECTID_1,Latitude,Longitude,OCCUPIED,TOTAL,Elevation_100mMEAN,Elevation_100mSTD,Elevation_1500mMEAN,Elevation_1500mSTD,Elevation_500mMEAN,Elevation_500mSTD,slope_pc_rise_1000mMEAN,slope_pc_rise_1000mSTD,slope_pc_rise_100mMEAN,slope_pc_rise_100mSTD,slope_pc_rise_1500mMEAN,slope_pc_rise_1500mSTD,slope_pc_rise_500mMEAN,slope_pc_rise_500mSTD,Canopy_Height_1000_mMEAN,Canopy_Height_1000_mSTD,Canopy_Height_100mMEAN,Canopy_Height_100mSTD,Canopy_Height_1500_mMEAN,Canopy_Height_1500_mSTD,Canopy_Height_500mMEAN,Canopy_Height_500mSTD,Disturbed_Canopy_100mPercent,Disturbed_Canopy_1500mPercent,Disturbed_Canopy_500mPercent,Disturbed_Canopy1_1000mPercent,Eucdist_Roads_km_100MEAN,Eucdist_Roads_km_100STD,Eucdist_Roads_km_1000MEAN,Eucdist_Roads_km_1000STD,Eucdist_Roads_km_1500MEAN,Eucdist_Roads_km_1500STD,Eucdist_Roads_km_500MEAN,Eucdist_Roads_km_500STD,PTCT_1000m_Kernal_DensityMEAN,PTCT_1000m_Kernal_DensitySTD,PTCT_100m_Kernal_DensityMEAN,PTCT_100m_Kernal_DensitySTD,PTCT_1500m_Kernal_DensityMEAN,PTCT_1500m_Kernal_DensitySTD,PTCT_500mb_Kernal_DensityMEAN,PTCT_500mb_Kernal_DensitySTD,PercentIntactforest20161000m,PercentNonforest1000m,PercentRegrowth197320161000m,PercentIntactforest2016100m,PercentNonforest100m,PercentRegrowth19732016100m,PercentIntactforest20161500m,PercentNonforest1500m,PercentRegrowth197320161500m,PercentIntactforest2016500m,PercentNonforest500m,PercentRegrowth19732016500m,Zonal_Stats1000mMEAN,Zonal_Stats1000mSTD,Zonal_Stats100mMEAN,Zonal_Stats100mSTD,Zonal_Stats1500mMEAN,Zonal_Stats1500mSTD,Zonal_Stats500mMEAN,Zonal_Stats500mSTD,PTCT_1000m_5m_TreeCover_PercentMEAN,PTCT_1000m_5m_TreeCover_PercentSTD,PTCT_100m_5m_TreeCover_PercentMEAN,PTCT_100m_5m_TreeCover_PercentSTD,PTCT_1500m_5m_TreeCover_PercentMEAN,PTCT_1500m_5m_TreeCover_PercentSTD,PTCT_500m_5m_TreeCover_PercentMEAN,PTCT_500m_5m_TreeCover_PercentSTD
71,TDA1-3,1.015189961,109.87501,0,0,672.52380952381,11.5082539638768,855.522435897436,114.150707890994,683.294117647059,35.2302199364483,,,25.5959830057053,7.60973873664884,35.254268828875,18.9633020760748,19.5467132587059,10.4300491265546,37.2098214285714,5.69740636200599,39,0,37.6189024390244,0.527773755337893,38.6486486486487,3.68500406113838,0,0.012645,0,0,7.99157290709646,0.040285997617271,8.50921769829484,0.425765611695756,8.76033498611918,0.63271879545739,8.20103575533087,0.211712644226427,0.0447,0.0011,0.054,2e-04,0.0363,0.0014,0.0511,6e-04,100,0,0,100,0,0,100,0,0,100.0000002,0,0,0.857876471,0.026584649,0.873244214,0.007865127,0.863450232,0.019784401,0.871225332,0.007708018,73.0487804878049,4.23276737501614,75,0,73.2857142857143,3.89211074830828,75.1935483870968,3.04185167332289
72,TDA1-4,1.014862983,109.875869,0,0,690.421052631579,7.65242162891311,913.429530201342,90.9557201092086,705.12,27.3057796079882,,,18.5015854082609,8.12030989845223,33.3003816980644,17.8573301444739,21.5950235712528,11.1888648896045,37.7452830188679,0.896127104726105,39,0,37.4394904458599,0.685031773105041,39,0,0,0,0,0.0284511,8.09950510660807,0.033851912172698,8.85407021810424,0.179987120029844,9.22987541622586,0.332629364767182,8.40444917498894,0.096117312684988,0.0441,0.0018,0.0535,3e-04,0.0356,0.0023,0.0507,0.001,100,0,0,100,0,0,100,0,0,100,0,0,0.862344932,0.015822663,0.87474581,0.011208588,0.861012969,0.019242046,0.871413943,0.006155055,73.4774193548387,4.47982644230481,74,1,72.4564315352697,5.80663254020176,75.2619047619048,3.24814616585205
73,TDA1-5,1.014301982,109.876792,0,0,705.869565217391,6.27835721954306,932.051136363636,83.7147327295582,716.753968253968,33.6953405727913,,,14.0280668683674,7.56328297809526,30.29394063997,16.0940382946964,26.2589319173306,13.3808050003354,37.6877470355731,0.898685944102523,39,0,37.2393617021277,0.707966534415607,39,0,0,0.0252899,0,0,8.21093193054199,0.038006966135197,8.95220578885546,0.184333606187654,9.31511405165695,0.289026441960067,8.50613883689598,0.112363462869779,0.0432,0.0023,0.0529,4e-04,0.0345,0.0029,0.05,0.0014,100,0,0,100,0,0,100,0,0,100,0,0,0.862094608,0.019306442,0.870463276,0.014814874,0.856393055,0.022396787,0.875236123,0.007560054,73.1472392638037,3.8614551579188,74.5,0.5,72.7214765100671,4.74797114931029,74.5555555555556,3.15445990368403
74,TDA1-6,1.014318997,109.877762,0,0,714.095238095238,6.30876006159274,952.152647975078,97.9703928868116,757.990909090909,34.0335383928442,,,17.3479690438225,8.29558147886865,34.3720447192682,20.8779951370448,35.0558258099989,9.81700167938259,37.4615384615385,0.692307692307775,39,0,37.0885714285714,0.771370368174714,38.8053097345133,0.592854308829938,0,0,0,0,8.31984279269264,0.037166461315445,9.01570818250271,0.2473642066214,9.22718613742074,0.437730651222302,8.58777444552531,0.136757857113253,0.0406,0.0016,0.0519,3e-04,0.0316,0.0021,0.0482,9e-04,100,0,0,100,0,0,100,0,0,100,0,0,0.861259423,0.016692166,0.872614938,0.010843653,0.854716095,0.021742199,0.873389857,0.006573137,72.2058823529412,4.55217731850384,,,71.9584905660377,4.10363088019064,74.0333333333333,3.40081689532909
75,TDA1-7,1.014171978,109.878662,1,1,725.21052631579,5.83617527394601,976.571428571429,92.6953560052675,787.466019417476,36.0053435985565,,,15.7846484184265,4.70834683604453,32.4766138950984,21.919698687532,31.4941113805308,10.1571838384214,37.426724137931,0.69093362107216,39,0,36.8247126436782,0.739500202576244,37.9166666666667,0.996521728591864,0,0,0,0,8.41234861720692,0.038000076942283,9.12418993830165,0.228769779647871,9.27094033815675,0.403272380155521,8.70365521887771,0.117387450608033,0.0393,0.0024,0.051,3e-04,0.0302,0.003,0.0471,0.0013,100,0,0,100,0,0,100,0,0,100,0,0,0.863703613,0.012977643,0.870247896,0.011291493,0.856126258,0.020124973,0.874194671,0.008021865,73.0530303030303,5.23148161692007,,,71.7894736842105,3.98735482599899,74.5888888888889,3.84099074153314
76,TDA1-8,1.014142977,109.879546,0,0,735.65,7.28886136512674,989.812101910828,91.8194349980038,809.223300970874,39.3712556028429,,,20.0383513212204,6.85235039484833,28.5871408809522,21.5405925561855,26.5480670940529,11.6766208283978,37.3738317757009,0.596302696857953,39,0,36.8231707317073,0.710856367861253,37.4036697247706,0.802739187311076,0,0.012645,0,0.0284511,8.50750970840454,0.036338158562239,9.18741251479748,0.273268482963535,9.23521781186445,0.452746933175589,8.7981412852252,0.12717135104072,0.0375,0.0022,0.0499,4e-04,0.0281,0.0028,0.0455,0.0011,100,0,0,100,0,0,100,0,0,99.99999994,0,0,0.86552865,0.014187015,0.863391378,0.015198886,0.855767583,0.017501212,0.878781124,0.012103427,72.8208955223881,4.37231921495255,75,2,71.6729857819905,3.8714142675613,74.4142857142857,4.44166267820276
77,TDA1-9,1.014630971,109.88026,1,1,754.263157894737,12.1301803052635,972.089552238806,109.109041903834,838.263157894737,49.1065888014212,,,31.7047956366288,11.9250633712562,33.3552775423029,21.1553474759947,41.4788119868228,14.7759079364404,37.6504854368932,0.65668685720713,39,0,36.9016949152542,0.81542159739578,37.552380952381,0.850556707114902,0,0,0,0,8.55955523536319,0.046605318403388,9.04515041590889,0.410237302968543,8.97712527813555,0.603596307465734,8.74226843635991,0.22488657064118,0.0362,0.0027,0.0489,5e-04,0.0269,0.0033,0.0446,0.0017,100,0,0,100,0,0,100,0,0,100,0,0,0.864892476,0.017098956,0.865136847,0.013865161,0.859212449,0.017935039,0.88030214,0.010615101,71.704,6.13321970909249,75.3636363636364,4.18379399963778,71.7405660377359,3.88315856414827,73.5074626865672,4.60814701753041
78,TDA1-10,1.015175963,109.88095,1,1,780.368421052632,16.2000991755103,981.219178082192,101.667096625755,854.979797979798,72.0091155562363,,,35.6737195567081,13.7267959948006,30.9520228888891,17.9295366364532,41.3333334489302,14.7541186061419,37.7452830188679,0.659635702128762,39,0,36.7672131147541,0.786092496846529,37.6698113207547,0.797658106563323,0,0,0.1138347,0.0569022,8.5998674498664,0.05088348568978,8.99546389557174,0.459094982527741,8.89063200132746,0.656357572054476,8.75723827907017,0.243707448296988,0.035,0.0033,0.048,5e-04,0.0256,0.0039,0.0435,0.002,100,0,0,100,0,0,100,0,0,100,0,0,0.857527169,0.024056505,0.862634266,0.016303268,0.857879582,0.019434275,0.875720034,0.010843961,72.1287878787879,5.54103877012016,72.9411764705882,2.95994014715508,71.8869565217391,4.34544282506798,72.2191780821918,3.91431015403558
79,TDA1-11,1.015327005,109.881883,0,0,810.904761904762,12.2936482318342,1033.46226415094,75.18235790919,911.079646017699,56.87404832897,,,31.8009213038853,10.4668313441423,32.1294650159917,27.1430073658519,36.1842837818956,17.1907329947595,37.280701754386,0.71339037232789,37.8,0.979795897,36.6363636363636,0.605229146176534,37.2905982905983,0.507378532637792,0,0.0252899,0,0,8.70602011680603,0.039960359639537,9.25653167774803,0.388592941747612,9.14917073791993,0.55372366577216,8.96536511889959,0.171902824342261,0.0323,0.0023,0.0465,5e-04,0.0229,0.0031,0.0413,0.0015,100,0,0,100,0,0,100,0,0,100,0,0,0.848157407,0.02525904,0.858578977,0.016644735,0.852748389,0.020879798,0.873010611,0.008321774,72.3954802259887,3.92321526171091,73.6,3.45543050863422,71.8014440433213,4.04223167370556,72.3137254901961,4.62512404106449
80,TDB1-1,1.01489299,109.869961,0,0,601.875,4.62162038683404,600.010291595197,21.4984916400339,603.927461139896,21.6328267702656,,,10.844680942595,6.71807192662322,10.6386790288865,8.33400075568141,13.3950907104682,10.8123574214676,26.5945626477541,20.4189551471286,39,0,27.6669316375199,20.0610642581646,32.4688995215311,14.5621991883242,0,0.1896745,0.2276694,0,7.45515967777797,0.050833260841242,6.89410525236288,0.287377059131702,6.53801808368583,0.4369617396853,7.23099911184334,0.158519994928613,0.0492,0.0013,0.0551,1e-04,0.0419,0.0018,0.0536,7e-04,100,0,0,100,0,0,99.93690888,0.062997904,0,100,0,0,0.87025039,0.011849714,0.865487148,0.019172643,0.873271134,0.013902874,0.873142982,0.00705803,73.1669316375199,5.37755332603417,75.5,2.29128784747792,73.3876889848812,3.772387407762,72.1903114186851,5.55579839003983
81,TDB1-2,1.015259027,109.869076,0,0,597.090909090909,5.1778294057778,598.368098159509,25.9050785117895,593.017699115044,9.41095417174814,,,10.7177055044608,5.10073936664383,14.0422797958178,10.4006909333096,9.90190253901271,7.47942957967316,20.0378151260504,21.4349376768284,39,0,27.3793103448276,19.4195904044961,25.8173913043478,18.8889581772207,0,0.0379349,0,0,7.32162089969801,0.034013276616743,6.64551059505608,0.245905547697676,6.25595476999448,0.362755966847069,6.98878302816617,0.114237273805464,0.0464,9e-04,0.0546,1e-04,0.0381,0.0012,0.0519,5e-04,100,0,0,100,0,0,99.63951644,0.296896882,0.063489898,100,0,0,0.874560436,0.0103068,0.86979929,0.010697323,0.873679806,0.011461022,0.865076202,0.01401539,73.7166666666667,2.98007270604812,69.6666666666667,0.942809041581956,73.7803921568628,2.47948600048587,73.1264367816092,3.75944663848444
82,TDB1-3,1.01571802,109.868225,0,0,594.894736842105,6.87401466119278,593.550151975684,31.8588939876562,591.532710280374,8.17257524359828,,,6.78749496372123,6.0944591801017,11.1961785165372,8.48939054304851,7.48978837461115,5.95676944029767,18.0207468879668,21.216616077556,39,0,31.5928961748634,16.914793015574,23.546218487395,21.1249774100261,0,0.391994,0,0.0284511,7.21023001878158,0.037041837136151,6.53545298121282,0.246690130201413,6.18104846471012,0.391093842446856,6.88252875311621,0.120605885638934,0.0449,0.001,0.0541,2e-04,0.0365,0.0014,0.0509,6e-04,100,0,0,100,0,0,98.48272805,1.442117968,0.075071068,100,0,0,0.876040106,0.008965341,0.867789903,0.0094562,0.869373309,0.022678112,0.859258553,0.017685297,73.7055555555556,3.28751378910886,,,71.4377224199288,6.00449420721801,73.9569892473118,3.42638082516008
83,TDB1-4,1.016285978,109.867471,0,0,596.590909090909,6.55507500067148,591.735384615385,36.0453237371174,590.790909090909,8.22534382210092,,,13.1238147778945,6.55017212941154,10.8128717022676,8.88812332852734,7.8577496371486,5.82021158608532,12.2587719298246,19.4126171279146,39,0,34.3079178885631,14.1299653117668,17.5739130434783,21.1384919331969,0,0.2276094,0,0,7.112868309021,0.033716464281719,6.44931320767654,0.273862508227425,6.08373732552768,0.405925559085977,6.80060616854964,0.13993701407175,0.0434,0.0012,0.0534,2e-04,0.0346,0.0016,0.0499,8e-04,100,0,0,100,0,0,96.68024135,2.859337959,0.460334562,100,0,0,0.874807437,0.008317084,0.865086205,0.009614445,0.86480522,0.037433293,0.868853597,0.005517051,74.1666666666667,2.89693324435026,74.3333333333333,1.24721912892481,69.9084249084249,7.33617426390908,74.9032258064516,1.97872836393951
84,TDB1-5,1.017131042,109.867737,0,0,592.421052631579,3.08333021386922,629.477528089888,61.9989312209604,580.950617283951,4.17784052721501,,,5.98735862029226,3.95973318764193,26.2557620814677,19.5955787394165,7.86453306822129,3.89672675511107,0,0,39,0,36.3230769230769,8.90020056064603,0,0,0,0.0252899,0,0.0284511,7.13321647189912,0.054513672528005,6.796293764501,0.38674660649663,6.52416655451981,0.535561793435626,7.0052049539306,0.237527522703368,0.0435,0.0018,0.0533,4e-04,0.0345,0.0022,0.0502,0.0014,99.98820669,0.011675909,0,100,0,0,96.45290775,3.21293352,0.334064858,100,0,0,0.871876829,0.013615897,0.87101218,0.013537924,0.874467947,0.016129984,0.872594217,0.005618992,74.8928571428571,2.14374981406563,74.05,2.47941525364346,73.3901098901099,3.91762865438247,74.4545454545455,1.91826798600082
85,TDB1-6,1.017806036,109.868345,0,0,592.142857142857,5.36554896038397,689.485074626866,67.3072410859812,578.358024691358,5.95934506712195,,,10.4417102847781,6.92029170721955,33.6952594207294,16.7993733375711,6.93812867152838,4.6179505895959,9.42452830188679,16.5335268944637,20.42857143,19.47787861,38.1904761904762,0.392676726249217,0,0,0,0,0,0.0569022,7.18520936098966,0.055305740170083,7.05441118662174,0.345323427602159,6.90872325768342,0.467143014581707,7.16400822184303,0.234196898053688,0.0435,0.0017,0.0533,4e-04,0.0345,0.002,0.0504,0.0015,99.99793947,0.001934912,0,100,0,0,97.04694085,2.852753439,0.100223809,99.99999975,0,0,0.873016893,0.010110704,0.870906009,0.016800182,0.876117472,0.015961348,0.871039835,0.007970731,74.1666666666667,2.31725227794858,73.5238095238095,2.53769763704281,74.6054421768708,2.51135603971656,74.9425287356322,2.13000632365956
86,TDB1-7,1.018497963,109.86897,0,0,585.2,3.80263066836141,730.91156462585,77.7827014301353,579.211764705882,6.70573787254053,,,6.905288246274,3.35218691703861,44.2633655330762,21.0470808381815,7.85248257763246,6.33737510007014,29.4692307692308,16.1460585624044,3.25,10.77903057,38.1666666666667,0.372677996250206,0,0,0,0,0,0,7.21421478105628,0.054131677139389,7.10903160021855,0.383908739911603,7.05544373989105,0.517030884250601,7.24145606323913,0.235882816498075,0.0426,0.0016,0.0529,4e-04,0.0337,0.0019,0.05,0.0015,100,0,0,100,0,0,97.46646179,2.46979683,0.063661977,100,0,0,0.877112184,0.00948065,0.876502254,0.012788159,0.870328806,0.017087305,0.867887183,0.009008009,75.1666666666667,2.17205806950672,74.25,1.96320316489829,74.1481481481482,2.61812821230673,74.9555555555556,1.98276524699523
87,TDB1-8,1.01846301,109.869886,0,0,584.142857142857,3.71977616180014,813.222222222222,17.073551851901,579.131578947369,4.37800154258701,,,6.50980091946466,4.2113161029784,47.0351965692308,15.1229350757759,7.83367059732738,6.55313489280398,38.6829268292683,0.465336195813219,14.18181818,18.76078202,38,0,14.625,18.8807938127612,0,0,0,0,7.33292835408991,0.036112504532598,7.55961771238418,0.200275338798975,7.57356890236459,0.183392507214313,7.50377368927002,0.119373904253828,0.0435,0.0011,0.0535,4e-04,0.0346,0.0011,0.0507,0.001,100,0,0,100,0,0,98.60391303,1.332333427,0.063661977,100,0,0,0.871834052,0.009217505,0.870602421,0.009784934,0.863177273,0.012268006,0.86524198,0.006856717,74.8285714285714,2.24862769942307,73.9545454545455,1.60898818367524,73.5128205128205,3.31949791439638,75.525,2.07349342897426
88,TDB1-9,1.018761992,109.870784,0,0,585.578947368421,6.59597795688849,829.325,25.9662160316047,582,8.67755725996666,,,12.4769055215936,8.00445855935926,42.788564324379,12.9157254737197,12.100730552276,8.67769090999184,38.5542168674699,0.497051839632125,3.25,10.77903057,38,0,21.0983606557377,19.4343830160412,0,0,0,0,7.41166116714478,0.04417902164867,7.59460649257753,0.270656807130905,7.45778577081088,0.262961328700231,7.52574284374714,0.17928839565246,0.0427,0.0012,0.0533,4e-04,0.0333,0.001,0.05,0.001,100,0,0,100,0,0,99.35912972,0.57712827,0.063661977,100,0,0,0.873354319,0.011292808,0.870994666,0.010609509,0.857488129,0.015858492,0.868072054,0.005551068,74.6933333333333,2.87969134148486,75.25,3.36959443652596,72.2222222222222,4.34897462017346,73.983606557377,2.44608622342237
89,TDB1-10,1.019374961,109.871471,0,0,587.4,4.82078831727661,852.642857142857,57.655265083397,583.9875,19.8654812111363,,,8.34507529139519,6.48886862927014,60.6449317932129,31.0250527973106,11.126121648401,12.8880363443905,38.35,0.476969600708371,0,0,38,0,21.9893617021277,19.3404518643174,0,0,0,0,7.45518359683809,0.047552938113792,7.56061575629494,0.344914122027328,7.34425065981462,0.319855056329201,7.52415015724268,0.223825821879787,0.0413,0.0011,0.0526,4e-04,0.0317,0.001,0.0489,0.0011,100,0,0,100,0,0,99.64127044,0.302289322,0.056359603,100,0,0,0.874066868,0.011606979,0.868993052,0.012288989,0.858925885,0.015476216,0.863764388,0.009880162,74.2086956521739,3.03457081608035,75.5454545454546,2.40694587179521,71.2941176470588,5.1650944514153,73.9047619047619,2.84919529555271
90,TDA2-1,1.015260033,109.882794,0,0,837.65,12.2281437675568,1057.26262626263,60.1062895567606,940.650943396227,56.0427805683027,,,33.3566268920898,8.37638229249836,29.9262099434631,23.2870073504105,32.818146507695,16.4590890757437,36.8584474885845,0.789809156031004,37,0,36.6265060240964,0.508028160055525,37.1652173913044,0.371376634853316,0,0,0,0,8.80789885313615,0.035398900117261,9.39786426736674,0.356322858834993,9.25531659601678,0.439231698605153,9.09378269499382,0.1309670046852,0.0306,0.0027,0.045,5e-04,0.0211,0.0033,0.0398,0.0018,100,0,0,100,0,0,100,0,0,100,0,0,0.851597928,0.019157751,0.853171684,0.019013313,0.846414678,0.031073763,0.871248546,0.009113431,72.2574850299401,3.64431157402588,71.375,4.24079886342184,71.6119402985075,5.05035900565374,70.3720930232558,6.24322239326871
91,TDA2-2,1.015749034,109.883567,0,0,867.55,16.8892717427382,1048.13311688312,70.6662988021099,963.51,53.8160747360856,,,42.7071364402771,9.47790381192469,34.8021035322121,24.7590899875761,28.6790243625641,13.0462886000322,37.1100917431193,0.896879908106446,37,0,36.4908536585366,0.517889010662117,37.4770642201835,0.499473672984189,0,0.0252899,0,0,8.86217830492103,0.048148440752155,9.13219806375024,0.483798824552114,8.98832580794586,0.623113307135086,9.0692986054854,0.207552327741973,0.0292,0.0034,0.0436,6e-04,0.0197,0.0039,0.0381,0.0019,100,0,0,100,0,0,100,0,0,100,0,0,0.853400313,0.025918421,0.861448724,0.014350962,0.849023669,0.036677648,0.865899705,0.008818637,71.6870229007634,4.33886038695548,77,0,71.3425605536332,4.92402011230683,70.5192307692308,7.06968170487779
92,TDA2-3,1.015878031,109.884415,0,0,921.55,18.6023520018293,1092.64285714286,46.6052864071066,992.111111111111,43.3447278466338,,,54.7654535293579,9.59774049189389,38.2870645723781,29.9279422245465,33.7221357894666,16.5835856280421,36.7323943661972,0.762213476908825,37,0,36.5365079365079,0.498665389386427,37.3428571428571,0.474664220738226,0,0,0.1138347,0.0284511,8.95601680062034,0.039255953612041,9.35235353273766,0.43201457960845,9.15691992182717,0.540846915778785,9.20609396808552,0.177422110538351,0.0267,0.0026,0.042,5e-04,0.0176,0.0036,0.0363,0.0018,100,0,0,100,0,0,100,0,0,100,0,0,0.855477573,0.017988805,0.859119715,0.014211641,0.848650935,0.025953067,0.8589646,0.007405876,71.3787878787879,3.25094462502902,,,71.2834008097166,5.32816287369134,70.6896551724138,6.22436876701251
93,TDA2-4,1.015394982,109.885135,0,0,947.8,18.1372544780064,1098.55212355212,58.3431483450375,992.23595505618,53.9192118253135,,,35.1104281544685,15.4815499118239,27.7692658348894,24.501759080376,30.6097622078456,20.8050028229565,36.5026455026455,0.499993001266828,37,0,36.6797153024911,0.466585908542517,37.03,0.170587221092422,0,0,0.1138347,0,9.05552110217866,0.034857366186937,9.58853542103487,0.19553716145626,9.32811572551727,0.315957269640244,9.36543422995262,0.094680118264476,0.0265,0.0041,0.0408,8e-04,0.0174,0.0049,0.0355,0.0025,100,0,0,100,0,0,100,0,0,100,0,0,0.850153531,0.015484803,0.854348457,0.021392364,0.842574821,0.030215637,0.856894814,0.009407517,70.936170212766,3.24684847953242,68.8,5.41848687365761,71.5714285714286,5.6669167611878,72.1184210526316,6.16647793626999
94,TDA2-5,1.015883982,109.886044,0,0,981.619047619048,10.251486259148,1119.41666666667,28.2303842343145,1016.13274336283,41.912573234399,,,26.9047832489014,7.87873169795515,28.2782239306432,29.00806780541,30.6268942514352,15.3941478401284,36.7423580786026,0.704939300671579,37,0,36.66472303207,0.472087198201303,37.3613445378151,0.631539301783285,0,0.0379349,0.1138347,0,9.11729049682617,0.047459759098407,9.30667803485321,0.421687616706215,9.14700860254271,0.532258393559922,9.30370124319325,0.208062732311553,0.023,0.0026,0.039,7e-04,0.0141,0.0032,0.0328,0.0017,100,0,0,100,0,0,100,0,0,100,0,0,0.854109634,0.016680256,0.851107226,0.029381871,0.84031032,0.028719089,0.865285931,0.012671042,71.433734939759,4.0260979078356,,,70.7904411764706,5.15104756159694,71.2636363636364,4.46130285236223
95,TDA2-6,1.016491,109.886834,1,1,1000.04761904762,7.71810604991213,1119.10736196319,43.2958591344954,1003.38317757009,56.7897655745751,,,19.620752902258,8.74862158533453,27.4119158094646,25.0384148999679,36.0143729838255,27.7175350111097,36.9324894514768,0.726008192418323,37,0,36.4827586206897,0.499702646420262,37.1583333333333,0.92191678342222,0,0,0,0,9.18117410486395,0.046317004033663,9.13791545629501,0.488449738095237,8.97602278146988,0.637583648372572,9.23524126730675,0.251206219155927,0.0223,0.0042,0.0372,7e-04,0.0136,0.0046,0.0313,0.0025,100,0,0,100,0,0,100,0,0,100,0,0,0.854789687,0.018586084,0.847751617,0.020517314,0.83711716,0.030761454,0.866790969,0.011285114,71.9116022099448,3.2659177852305,76.3636363636364,5.58036700117194,68.5864406779661,8.09928763611855,71.9391304347826,3.72135308847115
96,TDA2-7,1.017331034,109.887436,1,1,1023.16666666667,13.1011025829505,1115.93195266272,56.3310542884848,982.798319327731,80.6533801416148,,,32.851761897405,9.09985185314948,25.8802568722053,25.3007540142901,40.7434994112544,24.7772298268425,37.2113821138211,0.671753348563334,37,0,36.2837078651685,0.480944487493755,37.3934426229508,0.76348400145536,0,0.0252899,0,0,9.2140128326416,0.05448353096188,8.90416701959104,0.489441968783868,8.70654117551624,0.686636979138825,9.08550531213934,0.245122097213038,0.0222,0.0057,0.0357,9e-04,0.0143,0.0061,0.0306,0.0034,100,0,0,100,0,0,100,0,0,100,0,0,0.860640591,0.026821658,0.857797458,0.017510426,0.832468619,0.032635197,0.863645899,0.013016939,72.5660377358491,3.80793329754828,71.5714285714286,3.86771039162319,67.8284518828452,9.88087339811664,70.3333333333333,4.2382735828357
97,TDA2-8,1.018073,109.887953,0,0,1012.66666666667,18.7345703709529,1123.54817275748,49.5258767053991,972.755102040816,90.4154877946963,,,44.5375108264741,12.8337681498874,26.1526923064774,26.7922632183358,37.6156461324011,24.9881783946632,36.8914027149321,0.650073665016012,37.72727273,0.445361771,36.2067901234568,0.455233835342506,37.3805309734513,0.682506884412597,0,0,0,0,9.21171201359142,0.051571155304354,8.83800072626236,0.492431942884212,8.65348297793691,0.707905054748469,9.01595203433417,0.24376382356641,0.0207,0.0061,0.0342,9e-04,0.0134,0.0061,0.0292,0.0037,100,0,0,100,0,0,100,0,0,100,0,0,0.858462888,0.037027068,0.859446396,0.019404099,0.830868993,0.034978832,0.85559946,0.017462868,72.3775510204082,3.72803856652791,70.0909090909091,9.24863179517081,67.9461077844311,8.49251694917914,69.9,4.02367990774607
98,TDA2-9,1.017449973,109.888395,0,0,1046.76923076923,12.1791362972408,1128.40495867769,22.8359505291241,1063.0625,7.18913024989811,,,30.8602856856126,16.253456240009,13.9081898021304,10.4852650172669,14.9304266969363,5.15177327924145,36.1818181818182,0.385694607919974,37,0,36.8666666666667,0.452155332208399,36.188679245283,0.391253610440119,0,0,0,0.0284511,9.33397839864095,0.030174724593897,9.70083473468649,0.179074048554549,9.52160914976205,0.266539609035045,9.55157681231229,0.133157582823825,0.0174,0.0026,0.0334,8e-04,0.0096,0.0024,0.0268,0.002,100,0,0,100,0,0,100,0,0,100,0,0,0.823736875,0.042011516,0.842364394,0.010624879,0.8017891,0.042304224,0.862510991,0.008722074,72.40625,3.64313888528834,65.4666666666667,9.22219544842163,67.283950617284,12.0618105308246,72.0243902439025,3.01611771846054
99,TDA2-10,1.016796017,109.888996,0,0,1052.22222222222,12.3403383510068,1130.93119266055,23.9854665370421,1064.57692307692,16.1177710735284,,,25.0645342402988,21.7460542301589,19.5168481272295,21.1912986150774,20.3599283909186,13.9036430446097,36.3414634146342,0.474200538907723,37,0,36.9652173913044,0.518030295951568,36.1976744186047,0.398245204408052,0,0,0,0,9.4018174723575,0.036809301407113,9.63085781235293,0.168006871732669,9.3770634085585,0.318652087184154,9.63342656645664,0.127368310008377,0.018,0.0042,0.0327,9e-04,0.0104,0.004,0.0271,0.0029,100,0,0,100,0,0,100,0,0,100,0,0,0.833440609,0.027118049,0.849584026,0.014021997,0.810594944,0.037567666,0.84965896,0.010681101,72.0610687022901,3.50518857545193,72.5789473684211,4.06934353264788,67.377358490566,11.2413092890402,72.0172413793104,2.85567420211632
100,TDB2-1,1.011911966,109.872159,0,0,626.34375,6.47403166021761,729.557603686636,87.4198389877008,689.953271028038,23.2056564074435,,,13.6016576848924,7.36763824699724,26.5415595385336,13.3998262365934,22.9101428851903,11.5605353423903,39.0550964187328,0.466208171929737,39,0,38.0381355932203,1.95137585063156,39,0,0,0,0,0,7.80656111240387,0.052200778349305,8.07041708013629,0.337323114903409,8.23924850762269,0.441339941291165,7.88896610210468,0.210243526419082,0.0484,0.001,0.0551,1e-04,0.0408,0.0013,0.0535,5e-04,100,0,0,100,0,0,100,0,0,100,0,0,0.869943413,0.013805483,0.875073992,0.009314044,0.867482319,0.015027083,0.868024482,0.008431473,72.2344322344322,6.80685829996023,74.5277777777778,2.42081381072018,74.0516129032258,3.14754086988165,74.015873015873,4.59638250957766
