X.TTA1.1.,X.TTA1.2.,X.TTA1.3.,X.TTA1.4.,X.TTA1.5.,X.TTA1.6.,X.TTA1.7.,X.TTA2.1.,X.TTA2.2.,X.TTA2.3.,X.TTA2.4.,X.TTA2.5.,X.TTA2.6.,X.TTA3.1.,X.TTA3.2.,X.TTA3.3.,X.TTA3.4.,X.TTA3.5.,X.TTA3.6.,X.TTA3.7.,X.TTA5.1.,X.TTA5.2.,X.TTA5.3.,X.TTA5.4.,X.TTA5.5.,X.TTA5.6.,X.TTA5.7.,X.TTA5.8.,X.TTA6.1.,X.TTA6.10.,X.TTA6.2.,X.TTA6.3.,X.TTA6.4.,X.TTA6.5.,X.TTA6.6.,X.TTA6.7.,X.TTA6.8.,X.TTA6.9.,X.TTA7.1.,X.TTA7.10.,X.TTA7.2.,X.TTA7.3.,X.TTA7.4.,X.TTA7.5.,X.TTA7.6.,X.TTA7.7.,X.TTA7.8.,X.TTA7.9.,X.TTB1.1.,X.TTB1.2.,X.TTB1.3.,X.TTB1.4.,X.TTB1.5.,X.TTB2.1.,X.TTB2.2.,X.TTB2.3.,X.TTB2.4.,X.TTB2.5.,X.TTB2.6.,X.TTB2.7.,X.TTB2.8.,X.TTB3.1.,X.TTB3.2.,X.TTB3.3.,X.TTB3.4.,X.TTB3.5.,X.TTB3.6.,X.TTB3.7.,X.TTB3.8.,X.TTB4.1.,X.TTB4.2.,X.TTB4.3.,X.TTB4.4.,X.TTB4.5.,X.TTB4.6.,X.TTB4.7.,X.TTB4.8.,X.TTB4.9.,X.TTB5.1.,X.TTB5.10.,X.TTB5.2.,X.TTB5.3.,X.TTB5.4.,X.TTB5.5.,X.TTB5.6.,X.TTB5.7.,X.TTB5.8.,X.TTB5.9.,X.TTB6.1.,X.TTB6.2.,X.TTB6.3.,X.TTB6.4.,X.TTB6.5.,X.TTB6.6.,X.TTB6.7.,X.TTB6.8.,X.TTB6.9.,X.TTB7.1.,X.TTB7.2.,X.TTB7.3.,X.TTB7.4.,X.TTB7.5.,X.TTB7.6.,X.TTB7.7.,X.TTB7.8.,X.TTB7.9.,X.TTB8.1.,X.TTB8.2.,X.TTB8.3.,X.TTB8.4.,X.TTB8.5.,X.TTB8.6.,X.TTB8.7.,X.TTB8.8.,X.TTB8.9.,X.dummy1.,X.dummy2.,X.dummy3.,X.dummy4.,X.dummy5.,X.dummy6.,X.dummy7.,X.dummy8.,X.dummy9.,X.dummy10.,X.dummy11.,X.dummy12.,X.dummy13.,X.dummy14.,X.dummy15.,X.dummy16.,X.dummy17.,X.dummy18.,X.dummy19.,X.dummy20.,X.dummy21.,X.dummy22.,X.dummy23.,X.dummy24.,X.dummy25.,X.dummy26.,X.dummy27.,X.dummy28.,X.dummy29.,X.dummy30.,X.dummy31.,X.dummy32.,X.dummy33.,X.dummy34.,X.dummy35.,X.dummy36.,X.dummy37.,X.dummy38.,X.dummy39.,X.dummy40.,X.dummy41.,X.dummy42.,X.dummy43.,X.dummy44.,X.dummy45.,X.dummy46.,X.dummy47.,X.dummy48.,X.dummy49.,X.dummy50.,X.dummy51.,X.dummy52.,X.dummy53.,X.dummy54.,X.dummy55.,X.dummy56.,X.dummy57.,X.dummy58.,X.dummy59.,X.dummy60.,X.dummy61.,X.dummy62.,X.dummy63.,X.dummy64.,X.dummy65.,X.dummy66.,X.dummy67.,X.dummy68.,X.dummy69.,X.dummy70.,X.dummy71.,X.dummy72.,X.dummy73.,X.dummy74.,X.dummy75.,X.dummy76.,X.dummy77.,X.dummy78.,X.dummy79.,X.dummy80.,X.dummy81.,X.dummy82.,X.dummy83.,X.dummy84.,X.dummy85.,X.dummy86.,X.dummy87.,X.dummy88.,X.dummy89.,X.dummy90.,X.dummy91.,X.dummy92.,X.dummy93.,X.dummy94.,X.dummy95.,X.dummy96.,X.dummy97.,X.dummy98.,X.dummy99.,X.dummy100.,X.dummy101.,X.dummy102.,X.dummy103.,X.dummy104.,X.dummy105.,X.dummy106.,X.dummy107.,X.dummy108.,X.dummy109.,X.dummy110.,X.dummy111.,X.dummy112.,X.dummy113.,X.dummy114.,X.dummy115.,X.dummy116.,X.dummy117.,X.dummy118.,X.dummy119.,X.dummy120.
TTA1-1,TTA1-2,TTA1-3,TTA1-4,TTA1-5,TTA1-6,TTA1-7,TTA2-1,TTA2-2,TTA2-3,TTA2-4,TTA2-5,TTA2-6,TTA3-1,TTA3-2,TTA3-3,TTA3-4,TTA3-5,TTA3-6,TTA3-7,TTA5-1,TTA5-2,TTA5-3,TTA5-4,TTA5-5,TTA5-6,TTA5-7,TTA5-8,TTA6-1,TTA6-10,TTA6-2,TTA6-3,TTA6-4,TTA6-5,TTA6-6,TTA6-7,TTA6-8,TTA6-9,TTA7-1,TTA7-10,TTA7-2,TTA7-3,TTA7-4,TTA7-5,TTA7-6,TTA7-7,TTA7-8,TTA7-9,TTB1-1,TTB1-2,TTB1-3,TTB1-4,TTB1-5,TTB2-1,TTB2-2,TTB2-3,TTB2-4,TTB2-5,TTB2-6,TTB2-7,TTB2-8,TTB3-1,TTB3-2,TTB3-3,TTB3-4,TTB3-5,TTB3-6,TTB3-7,TTB3-8,TTB4-1,TTB4-2,TTB4-3,TTB4-4,TTB4-5,TTB4-6,TTB4-7,TTB4-8,TTB4-9,TTB5-1,TTB5-10,TTB5-2,TTB5-3,TTB5-4,TTB5-5,TTB5-6,TTB5-7,TTB5-8,TTB5-9,TTB6-1,TTB6-2,TTB6-3,TTB6-4,TTB6-5,TTB6-6,TTB6-7,TTB6-8,TTB6-9,TTB7-1,TTB7-2,TTB7-3,TTB7-4,TTB7-5,TTB7-6,TTB7-7,TTB7-8,TTB7-9,TTB8-1,TTB8-2,TTB8-3,TTB8-4,TTB8-5,TTB8-6,TTB8-7,TTB8-8,TTB8-9,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,dummy7,dummy8,dummy9,dummy10,dummy11,dummy12,dummy13,dummy14,dummy15,dummy16,dummy17,dummy18,dummy19,dummy20,dummy21,dummy22,dummy23,dummy24,dummy25,dummy26,dummy27,dummy28,dummy29,dummy30,dummy31,dummy32,dummy33,dummy34,dummy35,dummy36,dummy37,dummy38,dummy39,dummy40,dummy41,dummy42,dummy43,dummy44,dummy45,dummy46,dummy47,dummy48,dummy49,dummy50,dummy51,dummy52,dummy53,dummy54,dummy55,dummy56,dummy57,dummy58,dummy59,dummy60,dummy61,dummy62,dummy63,dummy64,dummy65,dummy66,dummy67,dummy68,dummy69,dummy70,dummy71,dummy72,dummy73,dummy74,dummy75,dummy76,dummy77,dummy78,dummy79,dummy80,dummy81,dummy82,dummy83,dummy84,dummy85,dummy86,dummy87,dummy88,dummy89,dummy90,dummy91,dummy92,dummy93,dummy94,dummy95,dummy96,dummy97,dummy98,dummy99,dummy100,dummy101,dummy102,dummy103,dummy104,dummy105,dummy106,dummy107,dummy108,dummy109,dummy110,dummy111,dummy112,dummy113,dummy114,dummy115,dummy116,dummy117,dummy118,dummy119,dummy120
