Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(start P cloudCover)psi(),0,0.3733,4,5.66,0,1
p(start)psi(),1.17,0.2082,3,8.9,0,0
p(observer1 P start P cloudCover)psi(),1.3,0.1944,6,2.77,2.3,1
p(cloudCover)psi(),3.16,0.0767,3,10.9,2.75,0
p()psi(),4.88,0.0325,2,14.66,5.05,0
p(observer1 P start)psi(),4.9,0.0322,5,8.48,1.25,1
p(SURVEY P start P cloudCover)psi(),5.57,0.023,8,2.77,3.59,1
p(SURVEY P start)psi(),6.06,0.018,7,5.41,0,1
p(observer1 P cloudCover)psi(),6.66,0.0133,5,10.24,4.37,0
p(SURVEY P observer1 P start P cloudCover)psi(),7.15,0.0105,10,0,0,1
p(observer1)psi(),7.48,0.0089,4,13.14,2.68,1
p(SURVEY P cloudCover)psi(),9.91,0.0026,7,9.25,3.52,1
p(SURVEY)psi(),9.92,0.0026,6,11.39,2.06,0
p(SURVEY P observer1 P start)psi(),9.97,0.0026,9,5,0.42,1
p(SURVEY P observer1)psi(),12.52,7e-04,8,9.72,1.89,1
p(SURVEY P observer1 P cloudCover)psi(),13.8,4e-04,9,8.84,5.63,1
