covnames,sum.wgt,ER
und,1.6432,-2.5547263681592
water,1.6432,-2.5547263681592
ele,1.6432,-2.5547263681592
height100,0.1786,0.217433649866082
height500,1.4646,-3.15238915195867
disturb100,0,0
disturb500,1.6432,-2.5547263681592
distRoad,0.3566,0.554243083618278
forest100,0,0
forest1500,1.6432,-2.5547263681592
forest500,0,0
forest1000,0,0
ndvi100,1.6432,-2.5547263681592
ndvi500,0,0
