Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(observer1 P start)psi(),0,0.547,5,514.28,0,0
p(observer1 P start P cloudCover)psi(),1.54,0.2527,6,513.72,5.29,0
p(start)psi(),3.48,0.0961,3,521.92,0,0
p(SURVEY P observer1 P start)psi(),5.34,0.0379,9,511.09,0,0
p(start P cloudCover)psi(),5.53,0.0345,4,521.9,0,0
p(SURVEY P observer1 P start P cloudCover)psi(),6.29,0.0236,10,509.85,4.86,0
p(SURVEY P start)psi(),9.05,0.0059,7,519.1,0,0
p(SURVEY P start P cloudCover)psi(),11.13,0.0021,8,519.04,0,0
p(observer1)psi(),18.31,1e-04,4,534.68,4.99,0
p()psi(),20.13,0,2,540.62,0,0
p(observer1 P cloudCover)psi(),20.33,0,5,534.61,5.98,0
p(cloudCover)psi(),22.09,0,3,540.53,0,0
p(SURVEY P observer1)psi(),24.41,0,8,532.32,4.74,0
p(SURVEY P observer1 P cloudCover)psi(),26.19,0,9,531.94,0,0
p(SURVEY)psi(),26.54,0,6,538.72,0,0
p(SURVEY P cloudCover)psi(),28.64,0,7,538.7,0,0
