covnames,sum.wgt,ER
und,1,Inf
water,1,Inf
ele,1,Inf
height100,0.5,1
height500,0.5,1
disturb100,0,0
disturb500,1,Inf
distRoad,1,Inf
forest100,0,0
forest1500,1,Inf
forest500,0,0
forest1000,0,0
ndvi100,0,0
ndvi500,1,Inf
