Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P start)psi(disturb500 P forest500 P ndvi500 P und P water P ele P height100 P distRoad),0,1,15,204.44,4.67,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi500 P und P water P ele P height500 P distRoad),24.54,0,15,228.98,0,1
