covnames,sum.wgt,ER
und,0.438,0.779359430604982
water,0.4439,0.798237727027513
ele,0.8586,6.07213578500707
height100,0.4668,0.875468867216804
height500,0,0
disturb100,0.577,1.36406619385343
disturb500,0,0
distRoad,0.3687,0.584032947885316
forest100,0,0
forest1500,0.6714,2.04321363359708
forest500,0,0
forest1000,0,0
ndvi100,0,0
ndvi500,0.4607,0.854255516410161
