Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(start)psi(disturb100 P forest1500 P ndvi500 P und P ele P height500 P distRoad),0,0.1305,10,366.67,4.08,1
p(start)psi(disturb100 P forest1500 P ndvi500 P und P distRoad),1.05,0.0772,8,372.06,3.91,1
p(start)psi(disturb100 P forest1500 P ndvi500 P und P water P ele P height500 P distRoad),1.11,0.075,11,365.57,5.55,1
p(start)psi(forest1500 P und P distRoad),1.52,0.0611,6,376.8,3.84,1
p(start)psi(forest1500 P und P ele),1.77,0.054,6,377.05,3.42,1
p(start)psi(disturb100 P forest1500 P ndvi500 P und P ele P distRoad),1.81,0.0527,9,370.67,3.22,1
p(start)psi(disturb100 P forest1500 P ndvi500 P und P water P distRoad),2.36,0.0402,9,371.21,0,1
p(start)psi(disturb100 P forest1500 P und P distRoad),2.55,0.0365,7,375.7,0,1
p(start)psi(disturb100 P forest1500 P und P ele P distRoad),2.86,0.0312,8,373.87,1.7,1
p(start)psi(disturb100 P ndvi500 P und P height500 P distRoad),3.15,0.0271,8,374.16,2.95,1
p(start)psi(forest1500 P ndvi500 P und),3.15,0.027,6,378.43,0,0
p(start)psi(forest1500 P und P ele P distRoad),3.23,0.0259,7,376.39,0,1
p(start)psi(disturb100 P ndvi500 P und P water P height500 P distRoad),3.25,0.0257,9,372.1,1.01,1
p(start)psi(forest1500 P ndvi500 P und P distRoad),3.45,0.0232,7,376.61,5.71,1
p(start)psi(disturb100 P forest1500 P ndvi500 P und P water P ele P distRoad),3.85,0.019,10,370.52,3.05,1
p(start)psi(disturb100 P forest1500 P und P ele),3.89,0.0187,7,377.05,5.08,1
p(start)psi(forest1500 P und P water P ele),3.89,0.0187,7,377.05,1.73,0
p(start)psi(disturb100 P forest1500 P ndvi500 P und P height500 P distRoad),4.11,0.0167,9,372.96,0,1
p(start)psi(disturb100 P forest1500 P ndvi500 P und P ele),4.17,0.0162,8,375.18,4.36,1
p(start)psi(forest1500 P ndvi500 P und P water),4.44,0.0142,7,377.6,5.31,1
p(start)psi(forest1500 P und P water P distRoad),4.57,0.0133,7,377.73,3.85,1
