Rowid,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1,TUA1-1,1,818,788521.980865624267608,0.000000000000000,62.643665313720703,62.643665313720703,19.871135731270961,12.565920511287551,16254.589028179645538
2,TUA1-2,2,78,75189.137539753908641,1.138740420341492,65.724662780761719,64.585922360420227,23.018734870812832,14.841253744429959,1795.461319923400879
3,TUA1-3,3,103,99288.220084546817816,0.000000000000000,60.377410888671875,60.377410888671875,19.745956015239642,12.506303205337568,2033.833469569683075
4,TUA1-4,4,104,100252.183386338540004,0.000000000000000,49.929580688476563,49.929580688476563,17.534796565771103,9.484062033792510,1823.618842840194702
5,TUA1-5,5,117,112783.706309630855685,0.000000000000000,53.532913208007813,53.532913208007813,18.348515617541779,12.287729437032887,2146.776327252388000
6,TUA1-6,6,116,111819.743007839133497,0.000000000000000,62.423339843750000,62.423339843750000,19.518666093719418,13.477608784291686,2264.165266871452332
7,TUA1-7,7,103,99288.220084546817816,0.000000000000000,46.353870391845703,46.353870391845703,15.572630357395099,11.934797782106919,1603.980926811695099
8,TUA1-8,8,105,101216.146688130262191,0.000000000000000,36.189739227294922,36.189739227294922,11.997995525314694,10.428617036224910,1259.789530158042908
9,TUA1-9,9,94,90612.550368421376334,0.000000000000000,50.220909118652344,50.220909118652344,16.932900890390922,10.975759124299818,1591.692683696746826
10,TUA1-10,10,107,103144.073291713692015,0.000000000000000,60.473979949951172,60.473979949951172,16.531826379700242,14.321987316560383,1768.905422627925873
11,TUA1-11,11,107,103144.073291713692015,0.000000000000000,63.975025177001953,63.975025177001953,22.476721054482685,14.513454651781673,2405.009152829647064
12,TUA1-12,12,103,99288.220084546817816,0.000000000000000,63.456050872802734,63.456050872802734,25.733842820218467,15.095067949574371,2650.585810482501984
13,TUB1-1,13,24,23135.119243001201539,1.708110690116882,78.105476379394531,76.397365689277649,22.724599873026211,18.564703027942620,545.390396952629089
14,TUB1-2,14,161,155198.091588466399116,0.569370210170746,86.172637939453125,85.603267729282379,24.012640495848210,17.917371320685792,3866.035119831562042
15,TUB1-3,15,110,106035.963197088844026,2.903229951858521,55.084915161132813,52.181685209274292,26.463660578294235,11.229218356670767,2911.002663612365723
16,TUB1-4,16,96,92540.476972004806157,3.985591650009155,49.246410369873047,45.260818719863892,24.459462252755959,8.988077210528928,2348.108376264572144
17,TUB1-5,17,101,97360.293480963387992,0.000000000000000,61.621013641357422,61.621013641357422,26.607639759483902,12.839074431640066,2687.371615707874298
18,TUB1-6,18,106,102180.109989921969827,0.000000000000000,52.394439697265625,52.394439697265625,19.596574025334053,14.446527654849984,2077.236846685409546
19,TUB1-7,19,102,98324.256782755110180,0.000000000000000,51.674858093261719,51.674858093261719,13.373168674169802,13.627002079746999,1364.063204765319824
20,TUB1-8,20,105,101216.146688130262191,0.000000000000000,38.300464630126953,38.300464630126953,10.306108005273909,11.432264874570020,1082.141340553760529
21,TUB1-9,21,100,96396.330179171665804,0.000000000000000,45.734291076660156,45.734291076660156,6.193099182844162,10.532866293827045,619.309918284416199
22,TUB1-10,22,100,96396.330179171665804,0.000000000000000,51.558666229248047,51.558666229248047,8.039001672863961,12.706408613958516,803.900167286396027
23,TUB1-11,23,105,101216.146688130262191,0.000000000000000,62.935375213623047,62.935375213623047,9.816986224197207,14.916601712710081,1030.783553540706635
24,TUB1-12,24,105,101216.146688130262191,0.000000000000000,53.150032043457031,53.150032043457031,11.847382907640366,16.566470921940997,1243.975205302238464
25,TUB1-13,25,104,100252.183386338540004,0.000000000000000,49.981498718261719,49.981498718261719,12.643793307817900,14.172259627429039,1314.954504013061523
