Rowid,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
168,TSA3-4,168,20,19279.266035834305512,22.774808883666992,61.518341064453125,38.743532180786133,46.724280929565431,11.642880483544205,934.485618591308594
169,TSA3-5,169,21,20243.229337626024062,38.096782684326172,73.669113159179688,35.572330474853516,54.129971822102867,9.204321351237143,1136.729408264160156
170,TSA3-6,170,20,19279.266035834305512,35.983116149902344,79.420516967773438,43.437400817871094,59.311983489990233,11.587212247299068,1186.239669799804688
171,TSA3-7,171,19,18315.302734042590600,15.383536338806152,78.155265808105469,62.771729469299316,48.101184794777318,17.599664554450307,913.922511100769043
172,TSB3-1,172,31,29882.862355543176818,0.805211126804352,17.166299819946289,16.361088693141937,8.274002469355061,4.448787996645732,256.494076550006866
173,TSB3-2,173,18,17351.339432250875689,0.805211126804352,11.737868309020996,10.932657182216644,6.333412875731786,2.839894239698884,114.001431763172150
174,TSB3-3,174,19,18315.302734042590600,0.569370210170746,13.664885520935059,13.095515310764313,4.915107294132835,4.015676419646279,93.387038588523865
175,TSB3-4,175,20,19279.266035834305512,0.000000000000000,5.124331951141357,5.124331951141357,2.202168184518814,1.542635449880719,44.043363690376282
176,TSB3-5,176,22,21207.192639417738974,1.800506830215454,20.639181137084961,18.838674306869507,9.971967512911016,4.964682117786171,219.383285284042358
177,TSB3-6,177,22,21207.192639417738974,12.795004844665527,64.429466247558594,51.634461402893066,31.594658374786377,12.276386737590736,695.082484245300293
178,TSB3-7,178,20,19279.266035834305512,3.066152572631836,58.785926818847656,55.719774246215820,25.506483376026154,15.105115436270800,510.129667520523071
179,TSB3-8,179,20,19279.266035834305512,15.042585372924805,49.035308837890625,33.992723464965820,31.727707862854004,9.627447199480557,634.554157257080078
180,TSB3-9,180,19,18315.302734042590600,20.122224807739258,47.010124206542969,26.887899398803711,32.898605848613535,6.487142040693171,625.073511123657227
181,TSB3-10,181,22,21207.192639417738974,23.681968688964844,51.135662078857422,27.453693389892578,40.763217926025391,7.806906773470804,896.790794372558594
182,TDB4-7,182,32,30846.825657334891730,10.467744827270508,39.647960662841797,29.180215835571289,23.511702597141266,8.589747495507005,752.374483108520508
183,TDB4-6,183,21,20243.229337626024062,6.365752696990967,41.109161376953125,34.743408679962158,23.453363305046445,8.246292044425021,492.520629405975342
184,TDB4-5,184,20,19279.266035834305512,7.202027320861816,106.915847778320313,99.713820457458496,38.362506675720212,31.256708182522488,767.250133514404297
185,TDB4-4,185,23,22171.155941209453886,4.336194515228271,111.857704162597656,107.521509647369385,60.210855794989541,27.736740499793665,1384.849683284759521
186,TDB4-3,186,19,18315.302734042590600,29.037881851196289,157.052291870117188,128.014410018920898,95.973401320608033,42.159914348490581,1823.494625091552734
187,TDB4-2,187,19,18315.302734042590600,8.152141571044922,97.470466613769531,89.318325042724609,32.806097632960267,18.813575104788907,623.315855026245117
188,TDB4-1,188,17,16387.376130459160777,4.446923732757568,57.574001312255859,53.127077579498291,29.156561374664307,14.050079735134698,495.661543369293213
189,TDA4-11,189,33,31810.788959126606642,6.365752696990967,38.570369720458984,32.204617023468018,23.855236804846562,10.407297891007250,787.222814559936523
190,TDA4-12,190,17,16387.376130459160777,8.406650543212891,36.010135650634766,27.603485107421875,23.040328867295209,8.701017188706953,391.685590744018555
191,TDA4-13,191,20,19279.266035834305512,17.288616180419922,33.857189178466797,16.568572998046875,26.400079917907714,5.119163683140957,528.001598358154297
192,TDA4-14,192,18,17351.339432250875689,8.540553092956543,34.128986358642578,25.588433265686035,23.652491304609512,8.712248410034576,425.744843482971191
193,TDA4-15,193,21,20243.229337626024062,15.860819816589355,32.608566284179688,16.747746467590332,21.170150166466122,3.905291642357723,444.573153495788574
194,TD5-1,194,32,30846.825657334891730,6.441689014434814,75.074874877929688,68.633185863494873,31.730285897850990,17.514452780093553,1015.369148731231689
195,TD5-2,195,28,26990.972450168032083,13.900098800659180,56.367652893066406,42.467554092407227,38.289054087230134,10.559415885207519,1072.093514442443848
196,TD5-3,196,22,21207.192639417738974,32.949764251708984,50.677150726318359,17.727386474609375,41.250106117942117,4.392313177415041,907.502334594726563
