Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY)psi(forest500 P ndvi500 P und),0,0.1814,9,60.33,0.59,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und),2.18,0.0609,10,60.33,-0.1,1
p(SURVEY)psi(forest500 P ndvi500 P und P distRoad),2.18,0.0609,10,60.33,-1.16,1
p(SURVEY)psi(forest500 P ndvi500 P und P ele),2.71,0.0469,10,60.85,4.82,1
p(SURVEY)psi(forest500 P ndvi500 P und P water),2.92,0.0422,10,61.06,-0.76,1
p(SURVEY)psi(forest500 P ndvi500 P und P water P height100),3.62,0.0297,11,59.56,-0.4,1
p(SURVEY)psi(forest500 P ndvi500 P und P height100),3.62,0.0296,10,61.77,3.95,1
p(SURVEY)psi(forest500 P ele),3.63,0.0295,8,66.12,0.28,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P ele),3.71,0.0284,11,59.65,1.62,1
p(SURVEY)psi(forest500 P und P water P ele),4.06,0.0238,10,62.21,-0.42,1
p(SURVEY)psi(forest500 P ndvi500 P und P water P distRoad),4.38,0.0203,11,60.33,4.39,1
p(SURVEY)psi(forest500 P ndvi500 P und P ele P distRoad),4.76,0.0168,11,60.7,4.16,1
p(SURVEY)psi(forest500 P ndvi500 P und P ele P height100),4.84,0.0161,11,60.78,3.98,1
p(SURVEY)psi(disturb100 P forest500 P und P water P ele),4.86,0.016,11,60.8,-0.15,1
p(SURVEY)psi(forest500 P ndvi500 P und P water P ele),4.89,0.0157,11,60.84,5.3,1
p(SURVEY)psi(forest500 P ndvi500 P und P water P height100 P distRoad),5.05,0.0145,12,58.77,-0.28,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P height100),5.12,0.014,11,61.06,0.11,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P distRoad),5.12,0.014,11,61.06,0.92,1
p(SURVEY)psi(forest500 P ndvi500 P und P height100 P distRoad),5.12,0.014,11,61.06,0.58,0
p(SURVEY)psi(forest500 P ndvi500 P distRoad),5.23,0.0133,9,65.56,0.53,1
p(SURVEY)psi(forest500 P distRoad),5.24,0.0132,8,67.73,-0.26,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P ele P distRoad),5.64,0.0108,12,59.36,1.78,1
p(SURVEY)psi(forest500 P ndvi500 P water),5.8,0.01,9,66.12,-0.25,1
p(SURVEY)psi(disturb100 P forest500 P ele),5.8,0.01,9,66.12,-1.03,1
p(SURVEY)psi(forest500 P ndvi500 P ele),5.8,0.01,9,66.12,1.17,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water),5.83,0.0099,11,61.77,-0.92,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water P height100),5.84,0.0098,12,59.56,0.61,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P ele P height100),5.85,0.0097,12,59.57,1.78,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water P ele),5.91,0.0094,12,59.63,1.46,1
p(SURVEY)psi(forest500 P und P water P ele P height100),6.26,0.0079,11,62.21,-0.88,1
p(SURVEY)psi(disturb100 P forest500 P distRoad),6.35,0.0076,9,66.67,0.45,0
p(SURVEY)psi(forest500 P ele P height100),6.35,0.0076,9,66.68,-2.22,1
p(SURVEY)psi(forest500 P water P distRoad),6.52,0.007,9,66.85,-0.02,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water P distRoad),6.61,0.0067,12,60.33,-0.87,0
p(SURVEY)psi(forest500 P ndvi500 P und P ele P height100 P distRoad),6.87,0.0059,12,60.59,1.4,1
p(SURVEY)psi(forest500 P und P distRoad),6.89,0.0058,9,67.21,-0.34,1
p(SURVEY)psi(forest500 P water P ele),6.89,0.0058,9,67.21,-0.85,1
p(SURVEY)psi(forest500 P ndvi500 P und P water P ele P distRoad),6.98,0.0055,12,60.7,4.22,1
p(SURVEY)psi(forest500 P ndvi500 P und P water P ele P height100),7.04,0.0054,12,60.77,3.8,1
p(SURVEY)psi(disturb100 P forest500 P und P water P ele P height100),7.08,0.0053,12,60.8,0.74,1
p(SURVEY)psi(disturb100 P forest500 P und P ele),7.29,0.0047,10,65.43,0.57,0
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water P height100 P distRoad),7.29,0.0047,13,58.77,0.6,1
p(SURVEY)psi(forest500 P und P ele),7.32,0.0047,9,67.64,4.73,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P height100 P distRoad),7.34,0.0046,12,61.06,0.64,1
p(SURVEY)psi(disturb100 P forest500 P water P ele),7.41,0.0045,10,65.56,-0.73,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P distRoad),7.41,0.0045,10,65.56,-1.21,1
p(SURVEY)psi(forest500 P ndvi500 P water P distRoad),7.41,0.0045,10,65.56,0.67,1
p(SURVEY)psi(forest500 P ndvi500 P height100 P distRoad),7.41,0.0045,10,65.56,-0.12,1
p(SURVEY)psi(disturb100 P forest500 P water P distRoad),7.59,0.0041,10,65.74,-0.76,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P ele P height100 P distRoad),7.71,0.0038,13,59.19,1.14,1
p(SURVEY)psi(forest500 P und P water P distRoad),7.77,0.0037,10,65.92,-0.7,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water P ele P distRoad),7.88,0.0035,13,59.36,1.68,1
p(SURVEY)psi(forest500 P ndvi500 P water P height100),7.98,0.0034,10,66.12,0.26,1
p(SURVEY)psi(disturb100 P forest500 P und P distRoad),7.98,0.0034,10,66.12,-0.42,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water P ele P height100),8.07,0.0032,13,59.55,1.8,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P water),8.16,0.0031,10,66.3,1.52,1
p(SURVEY)psi(disturb100 P forest500 P und P water P distRoad),8.2,0.003,11,64.15,0.14,1
p(SURVEY)psi(forest500 P height100 P distRoad),8.41,0.0027,9,68.74,-0.3,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P water P height100),8.43,0.0027,11,64.37,4.74,1
p(SURVEY)psi(forest500 P ndvi500 P ele P height100),8.53,0.0025,10,66.67,0.78,0
p(SURVEY)psi(disturb100 P forest500 P ele P height100),8.53,0.0025,10,66.68,0.01,1
p(SURVEY)psi(forest500 P ele P distRoad),8.9,0.0021,9,69.22,0.1,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P ele P height100),9.03,0.002,11,64.97,0.19,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P water P distRoad),9.03,0.002,11,64.97,2.77,1
p(SURVEY)psi(disturb100 P forest500 P und P ele P distRoad),9.03,0.002,11,64.97,2.03,1
p(SURVEY)psi(forest500 P ndvi500 P water P height100 P distRoad),9.03,0.002,11,64.97,4.52,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P ele),9.07,0.0019,10,67.21,-0.88,1
p(SURVEY)psi(forest500 P ndvi500 P ele P distRoad),9.07,0.0019,10,67.21,-0.17,1
p(SURVEY)psi(disturb100 P forest500 P height100 P distRoad),9.07,0.0019,10,67.21,-0.13,1
p(SURVEY)psi(forest500 P ndvi500 P und P water P ele P height100 P distRoad),9.11,0.0019,13,60.59,1.28,1
p(SURVEY)psi(disturb100 P forest500 P und P ele P height100),9.36,0.0017,11,65.3,2.05,1
p(SURVEY)psi(forest500 P und P ele P height100),9.4,0.0017,10,67.54,1.5,1
p(SURVEY)psi(forest500 P und P water P height100 P distRoad),9.4,0.0016,11,65.34,-1.22,1
p(SURVEY)psi(forest500 P water P ele P height100),9.59,0.0015,10,67.73,-0.68,1
p(SURVEY)psi(forest500 P und P ele P distRoad),9.59,0.0015,10,67.73,-0.41,1
p(SURVEY)psi(forest500 P und P height100 P distRoad),9.59,0.0015,10,67.73,-0.38,0
p(SURVEY)psi(forest500 P ndvi500 P water P ele P height100),9.61,0.0015,11,65.56,0.54,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P height100 P distRoad),9.61,0.0015,11,65.56,0.57,1
p(SURVEY)psi(forest500 P water P ele P distRoad),9.75,0.0014,10,67.9,-0.3,1
p(SURVEY)psi(forest500 P water P height100 P distRoad),9.75,0.0014,10,67.9,-0.08,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water P ele P height100 P distRoad),9.97,0.0012,14,59.19,1.05,1
p(SURVEY)psi(disturb100 P forest500 P und P ele P height100 P distRoad),10.03,0.0012,12,63.75,-1.51,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P water P ele),10.18,0.0011,11,66.12,-0.72,1
p(SURVEY)psi(disturb100 P forest500 P und P height100 P distRoad),10.18,0.0011,11,66.12,-0.51,1
p(SURVEY)psi(disturb100 P forest500 P water P height100 P distRoad),10.36,0.001,11,66.3,-1.38,1
p(SURVEY)psi(disturb100 P forest500 P und P water P height100 P distRoad),10.43,0.001,12,64.15,2.04,1
p(SURVEY)psi(forest500 P ndvi500 P water P ele),10.5,0.001,10,68.64,0.26,1
p(SURVEY)psi(forest500 P und P water P ele P distRoad),10.53,9e-04,11,66.47,-0.95,1
p(SURVEY)psi(disturb100 P forest500 P ele P distRoad),10.6,9e-04,10,68.74,1.33,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P water P height100 P distRoad),10.65,9e-04,12,64.37,0.86,1
p(SURVEY)psi(disturb100 P forest500 P water P ele P distRoad),10.9,8e-04,11,66.85,-0.65,1
p(SURVEY)psi(ndvi500 P und P ele P height100 P distRoad),10.9,8e-04,11,66.85,0.45,1
p(SURVEY)psi(ndvi500 P und P ele P distRoad),11.23,7e-04,10,69.37,-0.46,1
