Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(observer1 P start P cloudCover)psi(),0,0.607,6,337.39,3.11,1
p(observer1 P cloudCover)psi(),1.73,0.255,5,341.23,0,0
p(SURVEY P observer1 P start P cloudCover)psi(),3.8,0.0909,10,332.57,2.75,1
p(SURVEY P observer1 P cloudCover)psi(),5.63,0.0365,9,336.58,1.91,0
p(observer1 P start)psi(),9.34,0.0057,5,348.84,1.81,0
p(observer1)psi(),10.31,0.0035,4,351.89,-0.57,0
p(SURVEY P observer1 P start)psi(),12.93,9e-04,9,343.88,5.15,0
p(SURVEY P observer1)psi(),14.21,5e-04,8,347.33,4.22,0
p(SURVEY P cloudCover)psi(),87.89,0,7,423.16,0,0
p(SURVEY P start P cloudCover)psi(),89.37,0,8,422.49,0,0
p(cloudCover)psi(),95.88,0,3,439.53,0,0
p(start P cloudCover)psi(),97.73,0,4,439.31,0,0
p(SURVEY)psi(),122.05,0,6,459.44,0,0
p(SURVEY P start)psi(),122.08,0,7,457.34,0,0
p()psi(),123.34,0,2,469.04,0,0
p(start)psi(),123.79,0,3,467.45,0,0
