covnames,sum.wgt,ER
und,0.8457,5.48088139987038
water,0.5441,1.19346347883308
ele,0.7624,3.20875420875421
height100,0.8461,5.49772579597141
height500,0,0
disturb100,1.1685,-6.93471810089021
disturb500,0,0
distRoad,0.5887,1.43131534159981
forest100,0.5844,1.40615976900866
forest1500,0,0
forest500,0,0
forest1000,0.5844,1.40615976900866
ndvi100,0,0
ndvi500,0.9961,255.410256410255
