Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(cloudCover)psi(),0,0.531,3,128.15,0,0
p(start P cloudCover)psi(),1.3,0.2765,4,127.38,0,0
p(observer1 P cloudCover)psi(),3.68,0.0845,5,127.67,0,1
p(observer1 P start P cloudCover)psi(),5.28,0.0379,6,127.16,0,1
p(SURVEY P cloudCover)psi(),5.52,0.0336,7,125.28,0,0
p(SURVEY P start P cloudCover)psi(),6.3,0.0228,8,123.92,5.92,0
p(SURVEY P observer1 P cloudCover)psi(),8.23,0.0086,9,123.69,0,1
p(SURVEY P observer1 P start P cloudCover)psi(),9.62,0.0043,10,122.89,0,1
p()psi(),15.27,3e-04,2,145.47,0,0
p(observer1)psi(),16.11,2e-04,4,142.19,0,1
p(SURVEY P observer1)psi(),17.21,1e-04,8,134.83,0,1
p(start)psi(),17.27,1e-04,3,145.42,0,0
p(SURVEY)psi(),17.54,1e-04,6,139.42,0,0
p(observer1 P start)psi(),18.16,1e-04,5,142.16,0,1
p(SURVEY P observer1 P start)psi(),19.23,0,9,134.68,0,1
p(SURVEY P start)psi(),19.49,0,7,139.25,0,0
