Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P ele),0,0.2145,7,108.45,2.45,0
p(cloudCover)psi(disturb100 P forest1000 P ele),0.64,0.1556,6,111.21,2.93,1
p(cloudCover)psi(disturb100 P forest1000 P ele P distRoad),0.86,0.1398,7,109.3,2.28,1
p(cloudCover)psi(disturb100 P forest1000 P water P ele),2.35,0.0661,7,110.8,0,0
p(cloudCover)psi(disturb100 P forest1000 P und P ele),2.91,0.0501,7,111.35,2.18,1
p(cloudCover)psi(disturb100 P forest1000 P water P ele P distRoad),3.31,0.041,8,109.61,4.46,1
p(cloudCover)psi(disturb100 P forest1000 P water P ele P height100),4.6,0.0215,8,110.9,1.19,1
p(cloudCover)psi(disturb100 P forest1000 P und P water P ele),5.2,0.0159,8,111.5,4.68,1
p(cloudCover)psi(disturb100 P ndvi500 P water P ele),5.96,0.0109,7,114.41,5.43,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500),6.25,0.0094,6,116.82,4.1,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P ele),6.51,0.0083,8,112.81,0,1
p(cloudCover)psi(disturb100 P ndvi500 P ele P distRoad),6.52,0.0082,7,114.97,4.55,0
p(cloudCover)psi(forest1000 P water P ele),6.53,0.0082,6,117.11,3.51,1
p(cloudCover)psi(disturb100 P ndvi500),6.55,0.0081,5,119.23,1.98,0
p(cloudCover)psi(disturb100 P ndvi500 P und P height100 P distRoad),6.57,0.008,8,112.87,0,1
p(cloudCover)psi(disturb100 P forest1000 P und P water P ele P height100),6.63,0.0078,9,110.77,0,1
p(cloudCover)psi(disturb100 P ndvi500 P distRoad),6.65,0.0077,6,117.22,0,0
p(cloudCover)psi(disturb100 P forest1000 P water),6.67,0.0076,6,117.24,-0.73,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P height100 P distRoad),6.82,0.0071,9,110.96,0,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P water P ele P distRoad),7.13,0.0061,9,111.27,4.79,1
p(cloudCover)psi(disturb100 P ndvi500 P water P ele P height100 P distRoad),7.16,0.006,9,111.3,2.67,0
p(cloudCover)psi(disturb100 P forest1000 P ele P height100),7.4,0.0053,7,115.85,4.46,1
p(cloudCover)psi(disturb100 P distRoad),7.67,0.0046,5,120.35,4.15,0
p(cloudCover)psi(disturb100),7.75,0.0044,4,122.52,4.18,1
p(cloudCover)psi(disturb100 P forest1000 P water P ele P height100 P distRoad),7.79,0.0044,9,111.93,2.45,1
p(cloudCover)psi(forest1000 P ndvi500 P und P ele),7.79,0.0044,7,116.24,0.54,0
p(cloudCover)psi(disturb100 P forest1000 P und P water P ele P distRoad),7.83,0.0043,9,111.98,2.29,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P water P ele),7.89,0.0042,8,114.19,0.53,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P distRoad),7.89,0.0041,7,116.34,4.74,0
p(cloudCover)psi(disturb100 P ndvi500 P und P ele P distRoad),8.22,0.0035,8,114.53,5.18,0
p(cloudCover)psi(disturb100 P ndvi500 P und P distRoad),8.36,0.0033,7,116.81,4.82,0
p(cloudCover)psi(disturb100 P ndvi500 P height100 P distRoad),8.38,0.0032,7,116.83,0,0
p(cloudCover)psi(disturb100 P ndvi500 P water P distRoad),8.53,0.003,7,116.97,0,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P ele P distRoad),8.56,0.003,10,110.51,5.85,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P ele P distRoad),8.58,0.0029,8,114.89,5.21,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und),8.58,0.0029,7,117.03,1.68,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P distRoad),8.62,0.0029,9,112.76,0,1
p(cloudCover)psi(disturb100 P ndvi500 P und),8.63,0.0029,6,119.2,4.04,1
p(cloudCover)psi(disturb100 P ndvi500 P water P ele P distRoad),8.63,0.0029,8,114.94,4.55,0
p(cloudCover)psi(disturb100 P ndvi500 P ele P height100 P distRoad),8.66,0.0028,8,114.96,5.37,0
p(cloudCover)psi(disturb100 P ndvi500 P und P water P ele P height100 P distRoad),8.67,0.0028,10,110.63,5.64,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P water P height100),8.67,0.0028,8,114.98,4.34,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P water),8.86,0.0026,7,117.3,5.95,1
p(cloudCover)psi(disturb100 P ndvi500 P height100),8.86,0.0025,6,119.44,3.74,1
p(cloudCover)psi(disturb100 P ndvi500 P ele),8.89,0.0025,6,119.46,0,1
p(cloudCover)psi(disturb100 P forest1000 P und P water P ele P height100 P distRoad),8.91,0.0025,10,110.87,4.75,1
p(cloudCover)psi(disturb100 P ndvi500 P water P height100),8.92,0.0025,7,117.36,3.63,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P water P ele P height100 P distRoad),9.01,0.0024,10,110.97,0,1
p(cloudCover)psi(disturb100 P ndvi500 P water P ele P height100),9.03,0.0023,8,115.33,2.45,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P water P ele P height100),9.23,0.0021,9,113.37,5.19,1
p(cloudCover)psi(disturb100 P water P height100 P distRoad),9.28,0.0021,7,117.73,2.51,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P height100 P distRoad),9.35,0.002,10,111.3,5.65,1
p(cloudCover)psi(disturb100 P water P distRoad),9.4,0.0019,6,119.97,5.4,0
p(cloudCover)psi(disturb100 P ele P distRoad),9.42,0.0019,6,120,4.99,0
p(cloudCover)psi(disturb100 P height100 P distRoad),9.45,0.0019,6,120.02,3.22,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P distRoad),9.49,0.0019,8,115.8,4.25,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P water P distRoad),9.62,0.0017,8,115.92,0,0
p(cloudCover)psi(disturb100 P ndvi500 P water),9.65,0.0017,6,120.22,5.89,0
p(cloudCover)psi(disturb100 P ndvi500 P und P height100),9.66,0.0017,7,118.1,5.84,1
p(cloudCover)psi(disturb100 P und P distRoad),9.74,0.0016,6,120.32,0,0
p(cloudCover)psi(disturb100 P forest1000 P distRoad),9.77,0.0016,6,120.35,3.29,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P ele),9.8,0.0016,9,113.94,5.41,1
p(cloudCover)psi(disturb100 P und),9.83,0.0016,5,122.51,2.5,1
p(cloudCover)psi(disturb100 P forest1000),9.84,0.0016,5,122.52,2.73,1
p(cloudCover)psi(disturb100 P water),9.84,0.0016,5,122.52,4.47,1
p(cloudCover)psi(disturb100 P ele),9.84,0.0016,5,122.52,4.94,1
p(cloudCover)psi(disturb100 P ndvi500 P ele P height100),9.88,0.0015,7,118.33,2.82,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P height100 P distRoad),9.91,0.0015,8,116.22,5.2,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P height100),9.93,0.0015,7,118.38,4.97,1
p(cloudCover)psi(disturb100 P forest1000 P und P ele P height100),10.04,0.0014,8,116.34,5.24,1
p(cloudCover)psi(disturb100 P water P ele P height100 P distRoad),10.08,0.0014,8,116.38,2.4,1
p(cloudCover)psi(disturb100 P height100),10.1,0.0014,5,122.78,5.67,1
p(cloudCover)psi(disturb100 P forest1000 P und P water),10.2,0.0013,7,118.65,1.63,1
p(cloudCover)psi(distRoad),10.23,0.0013,4,125,0,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P ele P distRoad),10.23,0.0013,9,114.38,5.61,0
p(cloudCover)psi(disturb100 P ndvi500 P water P height100 P distRoad),10.25,0.0013,8,116.55,5.13,0
p(cloudCover)psi(disturb100 P ndvi500 P und P water P distRoad),10.32,0.0012,8,116.62,5.42,0
p(cloudCover)psi(disturb100 P ndvi500 P und P ele P height100 P distRoad),10.37,0.0012,9,114.51,5.1,0
p(cloudCover)psi(disturb100 P ndvi500 P und P water P ele P distRoad),10.38,0.0012,9,114.52,3.93,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P water P height100 P distRoad),10.41,0.0012,9,114.55,5.79,1
p(cloudCover)psi(disturb100 P forest1000 P water P height100 P distRoad),10.51,0.0011,8,116.81,4.07,1
p(cloudCover)psi(ndvi500 P water P ele P distRoad),10.56,0.0011,7,119,0,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P ele P height100 P distRoad),10.74,0.001,9,114.88,4.91,0
p(cloudCover)psi(disturb100 P forest1000 P water P height100),10.77,0.001,7,119.22,0,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P ele P height100),10.81,0.001,8,117.12,1.82,1
p(cloudCover)psi(disturb100 P forest1000 P height100),10.82,0.001,6,121.39,5.58,1
p(cloudCover)psi(disturb100 P ndvi500 P und P ele),11.14,8e-04,7,119.59,0,0
p(cloudCover)psi(disturb100 P und P water P height100 P distRoad),11.26,8e-04,8,117.56,5.07,1
p(cloudCover)psi(disturb100 P ndvi500 P und P water),11.28,8e-04,7,119.73,4.12,0
p(cloudCover)psi(disturb100 P ele P height100 P distRoad),11.29,8e-04,7,119.74,0,0
p(cloudCover)psi(disturb100 P forest1000 P water P distRoad),11.31,7e-04,7,119.76,5.55,0
p(cloudCover)psi(),11.31,7e-04,3,128.15,0,0
p(cloudCover)psi(disturb100 P water P ele P distRoad),11.33,7e-04,7,119.78,5.25,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P ele P height100),11.35,7e-04,9,115.49,5.29,1
p(cloudCover)psi(disturb100 P und P water),11.35,7e-04,6,121.93,0,1
p(cloudCover)psi(disturb100 P forest1000 P und P height100),11.46,7e-04,7,119.9,4.44,1
p(cloudCover)psi(ele P distRoad),11.48,7e-04,5,124.16,0,0
p(cloudCover)psi(disturb100 P forest1000 P und),11.49,7e-04,6,122.06,4.09,1
p(cloudCover)psi(disturb100 P und P water P distRoad),11.53,7e-04,7,119.97,1.77,0
p(cloudCover)psi(disturb100 P und P ele P distRoad),11.54,7e-04,7,119.98,5.74,0
p(cloudCover)psi(disturb100 P und P height100 P distRoad),11.56,7e-04,7,120.01,5.18,0
p(cloudCover)psi(disturb100 P forest1000 P height100 P distRoad),11.57,7e-04,7,120.02,5.56,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P ele P height100 P distRoad),11.78,6e-04,11,111.53,5.14,1
p(cloudCover)psi(ndvi500 P water P ele P height100 P distRoad),11.8,6e-04,8,118.1,5.18,1
p(cloudCover)psi(disturb100 P ndvi500 P und P water P height100 P distRoad),11.81,6e-04,9,115.95,4.45,1
p(cloudCover)psi(disturb100 P und P height100),11.83,6e-04,6,122.4,3.86,1
p(cloudCover)psi(disturb100 P forest1000 P und P distRoad),11.87,6e-04,7,120.32,3.55,0
p(cloudCover)psi(ele),11.92,6e-04,4,126.68,0,0
p(cloudCover)psi(ndvi500),11.93,6e-04,4,126.69,5.57,0
p(cloudCover)psi(disturb100 P water P ele),11.95,5e-04,6,122.52,5.42,1
p(cloudCover)psi(water P distRoad),12.06,5e-04,5,124.74,0,0
p(cloudCover)psi(forest1000 P und P water P ele),12.12,5e-04,7,120.56,3.4,1
p(cloudCover)psi(height100 P distRoad),12.14,5e-04,5,124.81,0,0
p(cloudCover)psi(disturb100 P ndvi500 P und P water P ele P height100),12.14,5e-04,9,116.28,5.93,1
p(cloudCover)psi(forest1000 P distRoad),12.16,5e-04,5,124.84,0,0
p(cloudCover)psi(height100),12.18,5e-04,4,126.95,4.85,1
p(cloudCover)psi(disturb100 P ndvi500 P und P water P height100),12.19,5e-04,8,118.49,5.76,1
p(cloudCover)psi(ndvi500 P distRoad),12.2,5e-04,5,124.87,0,0
p(cloudCover)psi(und P distRoad),12.2,5e-04,5,124.88,0,0
p(cloudCover)psi(disturb100 P water P height100),12.21,5e-04,6,122.78,0,1
p(cloudCover)psi(disturb100 P ele P height100),12.21,5e-04,6,122.78,4.22,1
p(cloudCover)psi(ndvi500 P water P ele P height100),12.25,5e-04,7,120.69,1.97,1
p(cloudCover)psi(forest1000 P und P ele),12.26,5e-04,6,122.84,5.02,1
p(cloudCover)psi(disturb100 P ndvi500 P und P water P ele),12.28,5e-04,8,118.59,0,1
p(cloudCover)psi(forest1000 P ndvi500),12.33,5e-04,5,125,4.99,1
p(cloudCover)psi(ndvi500 P ele),12.35,4e-04,5,125.03,0.86,1
p(cloudCover)psi(disturb100 P und P ele),12.39,4e-04,6,122.96,0,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P ele P height100 P distRoad),12.4,4e-04,10,114.36,0,0
p(cloudCover)psi(forest1000 P ele),12.43,4e-04,5,125.11,5.24,0
p(cloudCover)psi(forest1000 P ndvi500 P water P distRoad),12.43,4e-04,7,120.88,4.96,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P ele P height100),12.46,4e-04,10,114.42,0,1
p(cloudCover)psi(forest1000 P ndvi500 P und P distRoad),12.6,4e-04,7,121.05,1.42,0
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P height100),12.62,4e-04,8,118.92,3.64,1
p(cloudCover)psi(ndvi500 P ele P distRoad),12.64,4e-04,6,123.22,0,0
p(cloudCover)psi(forest1000 P und P ele P height100),12.66,4e-04,7,121.11,4.51,1
p(cloudCover)psi(disturb100 P ndvi500 P und P ele P height100),12.72,4e-04,8,119.02,2.36,1
p(cloudCover)psi(und),12.75,4e-04,4,127.52,5.93,1
p(cloudCover)psi(forest1000 P ndvi500 P height100 P distRoad),12.8,4e-04,7,121.24,4.4,1
p(cloudCover)psi(forest1000 P ndvi500 P water P ele P distRoad),12.8,4e-04,8,119.11,2.22,0
p(cloudCover)psi(disturb100 P und P water P ele P height100 P distRoad),12.86,3e-04,9,117,4.63,1
p(cloudCover)psi(forest1000 P ndvi500 P water),12.9,3e-04,6,123.47,5.12,1
p(cloudCover)psi(ndvi500 P water P ele),12.9,3e-04,6,123.47,3.35,1
p(cloudCover)psi(disturb100 P und P ele P height100),12.94,3e-04,7,121.38,4.57,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water),12.97,3e-04,8,119.27,1.37,1
p(cloudCover)psi(ndvi500 P und P water P ele P distRoad),13,3e-04,8,119.3,2.95,1
p(cloudCover)psi(forest1000 P water),13.04,3e-04,5,125.72,4.92,1
p(cloudCover)psi(disturb100 P forest1000 P ele P height100 P distRoad),13.23,3e-04,8,119.53,5.99,0
p(cloudCover)psi(forest1000 P ndvi500 P distRoad),13.29,3e-04,6,123.86,0,0
p(cloudCover)psi(water),13.37,3e-04,4,128.14,0,0
p(cloudCover)psi(forest1000),13.37,3e-04,4,128.14,0,0
