OBJECTID,OBJECTID_1,VALUE_0,VALUE_1,Area_Km,Percentage
72,TDA1-4,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
73,TDA1-5,23239.319453443422390,0.000000000000000,0.0000000,0.0000000
74,TDA1-6,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
75,TDA1-7,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
76,TDA1-8,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
77,TDA1-9,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
78,TDA1-10,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
79,TDA1-11,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
80,TDB1-1,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
81,TDB1-2,22345.499474464832019,0.000000000000000,0.0000000,0.0000000
82,TDB1-3,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
83,TDB1-4,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
84,TDB1-5,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
85,TDB1-6,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
86,TDB1-7,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
87,TDB1-8,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
88,TDB1-9,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
89,TDB1-10,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
90,TDA2-1,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
91,TDA2-2,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
92,TDA2-3,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
93,TDA2-4,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
94,TDA2-5,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
95,TDA2-6,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
96,TDA2-7,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
97,TDA2-8,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
98,TDA2-9,13407.299684678897393,0.000000000000000,0.0000000,0.0000000
99,TDA2-10,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
100,TDB2-1,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
101,TDB2-2,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
102,TDB2-3,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
103,TDB2-4,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
104,TDB2-5,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
105,TDB2-6,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
106,TDB2-7,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
107,TDB2-8,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
108,TDB2-9,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
109,TDB2-10,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
110,TDA3-1,15194.939642636085409,893.819978978593213,0.0008938,2.8488379
111,TDA3-2,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
112,TDA3-3,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
113,TDA3-4,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
114,TDA3-5,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
115,TDA3-6,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
116,TDA3-7,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
117,TDA3-8,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
118,TDA3-9,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
119,TSA1-1,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
120,TSA1-2,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
121,TSA1-3,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
122,TSA1-4,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
123,TSA1-5,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
124,TSA1-6,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
125,TSA1-7,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
126,TSA1-8,23239.319453443422390,0.000000000000000,0.0000000,0.0000000
127,TSA1-9,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
128,TSA1-10,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
129,TSA1-11,16088.759621614677599,0.000000000000000,0.0000000,0.0000000
130,TSA1-12,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
131,TSB1-1,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
132,TSB1-2,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
133,TSB1-3,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
134,TSB1-4,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
135,TSB1-5,22345.499474464832019,0.000000000000000,0.0000000,0.0000000
136,TSB1-6,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
137,TSB1-7,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
138,TSB1-8,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
139,TSB1-9,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
140,TSB1-10,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
141,TSB1-11,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
142,TSB1-12,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
143,TSB1-13,18770.219558550455986,893.819978978593213,0.0008938,2.8488379
144,TSB1-14,17876.399579571865615,2681.459936935779751,0.0026815,8.5465136
145,TSB1-15,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
146,TSA2-1,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
147,TSA2-2,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
148,TSA2-3,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
149,TSA2-4,22345.499474464832019,0.000000000000000,0.0000000,0.0000000
150,TSA2-5,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
151,TSA2-6,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
152,TSA2-7,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
153,TSA2-8,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
154,TSA2-9,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
155,TSA2-10,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
156,TSB2-1,28602.239327314982802,0.000000000000000,0.0000000,0.0000000
157,TSB2-2,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
158,TSB2-3,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
159,TSB2-4,13407.299684678897393,0.000000000000000,0.0000000,0.0000000
160,TSB2-5,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
161,TSB2-6,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
162,TSB2-7,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
163,TSB2-8,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
164,TSB2-9,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
165,TSA3-1,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
166,TSA3-2,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
167,TSA3-3,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
168,TSA3-4,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
169,TSA3-5,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
170,TSA3-6,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
171,TSA3-7,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
172,TSB3-1,30389.879285272170819,0.000000000000000,0.0000000,0.0000000
173,TSB3-2,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
174,TSB3-3,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
175,TSB3-4,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
176,TSB3-5,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
177,TSB3-6,22345.499474464832019,0.000000000000000,0.0000000,0.0000000
178,TSB3-7,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
179,TSB3-8,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
180,TSB3-9,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
181,TSB3-10,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
182,TDB4-7,30389.879285272170819,0.000000000000000,0.0000000,0.0000000
183,TDB4-6,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
184,TDB4-5,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
185,TDB4-4,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
186,TDB4-3,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
187,TDB4-2,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
188,TDB4-1,15194.939642636085409,0.000000000000000,0.0000000,0.0000000
189,TDA4-11,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
190,TDA4-12,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
191,TDA4-13,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
192,TDA4-14,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
193,TDA4-15,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
194,TD5-1,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
195,TD5-2,26814.599369357794785,0.000000000000000,0.0000000,0.0000000
196,TD5-3,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
197,TD5-4,17876.399579571865615,1787.639957957186425,0.0017876,5.6976757
198,TD5-5,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
199,TD5-6,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
200,TD5-7,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
201,TD5-8,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
202,TD5-9,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
203,TD5-10,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
204,TD5-11,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
205,TD5-12,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
206,TD5-13,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
207,TDA4-1,13407.299684678897393,0.000000000000000,0.0000000,0.0000000
208,TDA4-2,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
209,TDA4-3,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
210,TDA4-4,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
211,TDA4-5,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
212,TDA4-6,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
213,TDA4-7,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
214,TDA4-8,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
215,TDA4-9,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
216,TDA4-10,8044.379810807338799,0.000000000000000,0.0000000,0.0000000
217,TD6-1,20557.859516507644003,1787.639957957186425,0.0017876,5.6976757
218,TD6-2,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
219,TD6-3,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
220,TD6-4,18770.219558550455986,893.819978978593213,0.0008938,2.8488379
221,TD6-5,16982.579600593271607,0.000000000000000,0.0000000,0.0000000
222,TD6-6,21451.679495486238011,0.000000000000000,0.0000000,0.0000000
223,TD6-7,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
224,TD6-8,19664.039537529049994,0.000000000000000,0.0000000,0.0000000
225,TD6-9,17876.399579571865615,0.000000000000000,0.0000000,0.0000000
226,TD6-10,18770.219558550455986,0.000000000000000,0.0000000,0.0000000
227,TTB1-1,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
228,TTB1-2,26814.599369357794785,4469.099894892966404,0.0044691,14.2441893
229,TTB1-3,28602.239327314982802,3575.279915914372850,0.0035753,11.3953514
230,TTB1-4,23239.319453443422390,9832.019768764524997,0.0098320,31.3372154
231,TTB1-5,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
232,TTB2-1,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
233,TTB2-2,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
234,TTB2-3,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
235,TTB2-4,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
236,TTB2-5,28602.239327314982802,0.000000000000000,0.0000000,0.0000000
237,TTB2-6,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
238,TTB2-7,32177.519243229355197,893.819978978593213,0.0008938,2.8488379
239,TTB2-8,21451.679495486238011,7150.559831828745700,0.0071506,22.7907028
240,TTB3-1,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
241,TTB3-2,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
242,TTB3-3,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
243,TTB3-4,30389.879285272170819,0.000000000000000,0.0000000,0.0000000
244,TTB3-5,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
245,TTB3-6,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
246,TTB3-7,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
247,TTB3-8,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
248,TTB4-1,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
249,TTB4-2,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
250,TTB4-3,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
251,TTB4-4,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
252,TTB4-5,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
253,TTB4-6,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
254,TTB4-7,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
255,TTB4-8,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
256,TTB4-9,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
257,TTB5-1,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
258,TTB5-2,30389.879285272170819,0.000000000000000,0.0000000,0.0000000
259,TTB5-3,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
260,TTB5-4,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
261,TTB5-5,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
262,TTB5-6,29496.059306293576810,0.000000000000000,0.0000000,0.0000000
263,TTB5-7,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
264,TTB5-8,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
265,TTB5-9,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
266,TTB5-10,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
267,TTB6-1,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
268,TTB6-2,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
269,TTB6-3,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
270,TTB6-4,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
271,TTB6-5,26814.599369357794785,5362.919873871559503,0.0053629,17.0930271
272,TTB6-6,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
273,TTB6-7,26814.599369357794785,6256.739852850152602,0.0062567,19.9418640
274,TTB6-8,31283.699264250761189,893.819978978593213,0.0008938,2.8488379
275,TTB6-9,24133.139432422016398,7150.559831828745700,0.0071506,22.7907028
276,TTB7-1,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
277,TTB7-2,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
278,TTB7-3,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
279,TTB7-4,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
280,TTB7-5,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
281,TTB7-6,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
282,TTB7-7,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
283,TTB7-8,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
284,TTB7-9,8044.379810807338799,20557.859516507644003,0.0205579,65.5232697
285,TTB8-1,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
286,TTB8-2,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
287,TTB8-3,28602.239327314982802,0.000000000000000,0.0000000,0.0000000
288,TTB8-4,28602.239327314982802,0.000000000000000,0.0000000,0.0000000
289,TTB8-5,33071.339222207949206,0.000000000000000,0.0000000,0.0000000
290,TTB8-6,30389.879285272170819,0.000000000000000,0.0000000,0.0000000
291,TTB8-7,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
292,TTB8-8,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
293,TTB8-9,30389.879285272170819,893.819978978593213,0.0008938,2.8488379
294,TTA1-1,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
295,TTA1-2,26814.599369357794785,4469.099894892966404,0.0044691,14.2441893
296,TTA1-3,25026.959411400610406,893.819978978593213,0.0008938,2.8488379
297,TTA1-4,27708.419348336388794,0.000000000000000,0.0000000,0.0000000
298,TTA1-5,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
299,TTA1-6,30389.879285272170819,0.000000000000000,0.0000000,0.0000000
300,TTA1-7,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
301,TTA2-1,24133.139432422016398,7150.559831828745700,0.0071506,22.7907028
302,TTA2-2,15194.939642636085409,10725.839747743119005,0.0107258,34.1860542
303,TTA2-3,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
304,TTA2-4,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
305,TTA2-5,30389.879285272170819,0.000000000000000,0.0000000,0.0000000
306,TTA2-6,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
307,TTA3-1,20557.859516507644003,0.000000000000000,0.0000000,0.0000000
308,TTA3-2,30389.879285272170819,0.000000000000000,0.0000000,0.0000000
309,TTA3-3,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
310,TTA3-4,27708.419348336388794,893.819978978593213,0.0008938,2.8488379
311,TTA3-5,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
312,TTA3-6,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
313,TTA3-7,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
314,TTA5-1,28602.239327314982802,0.000000000000000,0.0000000,0.0000000
315,TTA5-2,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
316,TTA5-3,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
317,TTA5-4,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
318,TTA5-5,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
319,TTA5-6,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
320,TTA5-7,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
321,TTA5-8,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
322,TTA6-1,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
323,TTA6-2,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
324,TTA6-3,28602.239327314982802,0.000000000000000,0.0000000,0.0000000
325,TTA6-4,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
326,TTA6-5,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
327,TTA6-6,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
328,TTA6-7,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
329,TTA6-8,29496.059306293576810,0.000000000000000,0.0000000,0.0000000
330,TTA6-9,32177.519243229355197,0.000000000000000,0.0000000,0.0000000
331,TTA6-10,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
332,TTA7-1,29496.059306293576810,1787.639957957186425,0.0017876,5.6976757
333,TTA7-2,23239.319453443422390,8938.199789785932808,0.0089382,28.4883785
334,TTA7-3,31283.699264250761189,893.819978978593213,0.0008938,2.8488379
335,TTA7-4,22345.499474464832019,8044.379810807338799,0.0080444,25.6395397
336,TTA7-5,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
337,TTA7-6,28602.239327314982802,0.000000000000000,0.0000000,0.0000000
338,TTA7-7,29496.059306293576810,0.000000000000000,0.0000000,0.0000000
339,TTA7-8,28602.239327314982802,0.000000000000000,0.0000000,0.0000000
340,TTA7-9,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
341,TTA7-10,31283.699264250761189,0.000000000000000,0.0000000,0.0000000
