covnames,sum.wgt,ER
und,1.3712,-3.69396551724138
water,1.3712,-3.69396551724138
ele,1.3712,-3.69396551724138
height100,0.6856,2.18066157760814
height500,0.6856,2.18066157760814
disturb100,0,0
disturb500,1.3712,-3.69396551724138
distRoad,0.6288,1.69396551724138
forest100,0,0
forest1500,1.3712,-3.69396551724138
forest500,0,0
forest1000,0,0
ndvi100,0,0
ndvi500,1.3712,-3.69396551724138
