Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P start)psi(),0,0.3125,7,70.19,5.63,0
p(SURVEY)psi(),1.28,0.1644,6,73.6,0,1
p(SURVEY P start P cloudCover)psi(),2.14,0.1074,8,70.18,4.1,1
p(start)psi(),2.18,0.1052,3,80.75,0,0
p()psi(),3.32,0.0594,2,83.95,5.78,0
p(SURVEY P cloudCover)psi(),3.36,0.0582,7,73.55,2.23,1
p(start P cloudCover)psi(),3.55,0.053,4,80.06,5.24,0
p(SURVEY P observer1 P start)psi(),4.12,0.0398,9,70,3.04,1
p(cloudCover)psi(),5.21,0.0231,3,83.79,5.78,0
p(SURVEY P observer1)psi(),5.47,0.0203,8,73.51,3.94,1
p(observer1 P start)psi(),5.98,0.0157,5,80.4,5.14,1
p(SURVEY P observer1 P start P cloudCover)psi(),6.29,0.0135,10,69.99,0,1
p(observer1)psi(),7.16,0.0087,4,83.67,5.25,1
p(observer1 P start P cloudCover)psi(),7.28,0.0082,6,79.59,5.49,1
p(SURVEY P observer1 P cloudCover)psi(),7.6,0.007,9,73.48,4.65,1
p(observer1 P cloudCover)psi(),8.93,0.0036,5,83.35,5.64,1
