Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P observer1)psi(),0,0.4508,8,313.96,5.22,0
p(SURVEY P observer1 P cloudCover)psi(),1.37,0.2268,9,313.17,0,1
p(SURVEY P observer1 P start)psi(),2.16,0.1534,9,313.95,0,1
p(SURVEY P observer1 P start P cloudCover)psi(),3.55,0.0764,10,313.16,0,0
p(SURVEY)psi(),4.69,0.0433,6,322.91,0,0
p(SURVEY P start)psi(),6.79,0.0152,7,322.89,0,0
p(SURVEY P cloudCover)psi(),6.8,0.015,7,322.9,0,0
p(observer1)psi(),8.76,0.0056,4,331.18,5.84,1
p(SURVEY P start P cloudCover)psi(),8.91,0.0052,8,322.87,0,0
p(observer1 P cloudCover)psi(),10.78,0.0021,5,331.11,0,1
p(observer1 P start)psi(),10.82,0.002,5,331.15,0,1
p()psi(),11.01,0.0018,2,337.55,5.22,0
p(observer1 P start P cloudCover)psi(),12.87,7e-04,6,331.09,0,1
p(cloudCover)psi(),12.88,7e-04,3,337.37,5.93,0
p(start)psi(),12.98,7e-04,3,337.47,3.5,0
p(start P cloudCover)psi(),14.81,3e-04,4,337.23,3.18,0
