Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(observer1 P start P cloudCover)psi(forest100 P water P ele),0,0.1452,9,610.21,2.1,1
p(observer1 P start P cloudCover)psi(disturb100 P forest100 P water P ele),2.18,0.0488,10,610.21,2.55,1
p(observer1 P start P cloudCover)psi(forest100 P und P water P ele),2.18,0.0488,10,610.21,5.63,1
p(observer1 P start P cloudCover)psi(forest100 P water P ele P distRoad),2.18,0.0488,10,610.21,1.81,1
p(observer1 P start P cloudCover)psi(disturb100 P forest100 P ndvi500 P und P water P ele),2.25,0.0472,12,605.85,5.84,1
p(start P cloudCover)psi(forest100 P water P ele),2.74,0.0369,7,617.25,2.22,1
p(start P cloudCover)psi(disturb100 P forest100 P ndvi500 P und P water P ele),2.89,0.0342,10,610.92,0,1
p(start P cloudCover)psi(forest100 P ndvi500 P und P water P ele P distRoad),2.89,0.0342,10,610.92,5.4,1
p(start P cloudCover)psi(forest100 P und P water P ele),3.18,0.0297,8,615.54,4.23,1
p(observer1 P start P cloudCover)psi(forest100 P water P ele P height500),3.67,0.0231,10,611.7,0,1
p(observer1 P start P cloudCover)psi(water P ele P distRoad),4.06,0.0191,9,614.27,4.63,1
p(observer1 P start P cloudCover)psi(disturb100 P forest100 P ndvi500 P water P ele),4.38,0.0162,11,610.21,2.73,1
p(observer1 P start P cloudCover)psi(disturb100 P forest100 P und P water P ele),4.38,0.0162,11,610.21,1.66,1
p(observer1 P start P cloudCover)psi(forest100 P ndvi500 P und P water P ele),4.38,0.0162,11,610.21,3.77,0
p(observer1 P start P cloudCover)psi(disturb100 P forest100 P water P ele P height500),4.38,0.0162,11,610.21,2.04,0
p(observer1 P start P cloudCover)psi(forest100 P und P water P ele P distRoad),4.38,0.0162,11,610.21,4.63,1
p(start P cloudCover)psi(und P water P ele P distRoad),4.49,0.0154,8,616.86,0,1
p(start P cloudCover)psi(forest100 P ndvi500 P water P ele),4.88,0.0126,8,617.25,0,0
p(start P cloudCover)psi(forest100 P water P ele P height500),4.88,0.0126,8,617.25,2.37,0
