Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(observer1 P start)psi(disturb500 P forest500 P ndvi500 P water P ele P height100 P distRoad),0,0.0273,12,357.3,2.43,1
p(observer1 P start)psi(water P ele P distRoad),0.84,0.0179,8,366.92,5.46,0
p(observer1 P start)psi(ele P distRoad),0.91,0.0173,7,369.13,0,0
p(start)psi(water P ele P distRoad),1.21,0.015,6,371.55,0,0
p(observer1 P start)psi(water P distRoad),1.21,0.0149,7,369.42,0,0
p(observer1 P start)psi(distRoad),1.21,0.0149,6,371.55,0,0
p(observer1 P start)psi(forest500 P water P distRoad),1.31,0.0142,8,367.39,0,0
p(start)psi(ele P distRoad),1.35,0.0139,5,373.8,0,0
p(start)psi(forest500 P water P distRoad),1.48,0.0131,6,371.82,0,0
p(start)psi(water P distRoad),1.51,0.0128,5,373.96,0,0
p(start)psi(distRoad),1.58,0.0124,4,376.12,0,0
p(observer1 P start)psi(und P ele P distRoad),1.65,0.012,8,367.72,0,0
p(observer1 P start)psi(ndvi500 P und P distRoad),1.82,0.011,8,367.89,4.39,0
p(observer1 P start)psi(und P water P ele P distRoad),1.86,0.0108,9,365.77,4.59,0
p(observer1 P start)psi(forest500 P distRoad),1.93,0.0104,7,370.15,5.81,0
p(observer1 P start)psi(und P distRoad),1.93,0.0104,7,370.15,0,0
p(observer1 P start)psi(ndvi500 P distRoad),2.02,0.01,7,370.23,5.93,0
p(observer1 P start)psi(forest500 P und P water P distRoad),2.11,0.0095,9,366.02,0,0
p(observer1 P start)psi(und P water P distRoad),2.11,0.0095,8,368.19,0,0
p(start)psi(und P ele P distRoad),2.12,0.0095,6,372.46,0,0
p(start)psi(ndvi500 P und P distRoad),2.19,0.0092,6,372.53,0.14,0
p(start)psi(forest500 P ndvi500 P water),2.19,0.0091,6,372.53,5.27,0
p(start)psi(forest500 P distRoad),2.23,0.009,5,374.67,0,0
p(start)psi(und P water P ele P distRoad),2.24,0.0089,7,370.46,0,0
p(start)psi(forest500 P und P water P distRoad),2.27,0.0088,7,370.49,0,0
p(start)psi(und P distRoad),2.32,0.0086,5,374.77,0,0
p(start)psi(und P water P distRoad),2.44,0.0081,6,372.78,0,0
p(start)psi(ndvi500 P distRoad),2.44,0.0081,5,374.89,0,0
