covnames,sum.wgt,ER
und,1.141,-8.09219858156028
water,1.141,-8.09219858156028
ele,1.141,-8.09219858156028
height100,0.5705,1.32828870779977
height500,0.5705,1.32828870779977
disturb100,0,0
disturb500,1.141,-8.09219858156028
distRoad,0.859,6.09219858156028
forest100,1.141,-8.09219858156028
forest1500,0,0
forest500,0,0
forest1000,1.141,-8.09219858156028
ndvi100,0,0
ndvi500,1.141,-8.09219858156028
