lat,lon,understoryComplexity,water,grass,shrubs,treefall,Elevation_100mMEAN,Elevation_1500mMEAN,Elevation_500mMEAN,slope_pc_rise_1000mMEAN,slope_pc_rise_100mMEAN,slope_pc_rise_1500mMEAN,slope_pc_rise_500mMEAN,Canopy_Height_1000_mMEAN,Canopy_Height_100mMEAN,Canopy_Height_1500_mMEAN,Canopy_Height_500mMEAN,Disturbed_Canopy_100mPercent,Disturbed_Canopy_1500mPercent,Disturbed_Canopy_500mPercent,Disturbed_Canopy1_1000mPercent,Eucdist_Roads_km_100MEAN,Eucdist_Roads_km_1000MEAN,Eucdist_Roads_km_1500MEAN,Eucdist_Roads_km_500MEAN,PTCT_1000m_Kernal_DensityMEAN,PTCT_100m_Kernal_DensityMEAN,PTCT_1500m_Kernal_DensityMEAN,PTCT_500mb_Kernal_DensityMEAN,PercentIntactforest20161000m,PercentNonforest1000m,PercentRegrowth197320161000m,PercentIntactforest2016100m,PercentNonforest100m,PercentRegrowth19732016100m,PercentIntactforest20161500m,PercentNonforest1500m,PercentRegrowth197320161500m,PercentIntactforest2016500m,PercentNonforest500m,PercentRegrowth19732016500m,Zonal_Stats1000mMEAN,Zonal_Stats100mMEAN,Zonal_Stats1500mMEAN,Zonal_Stats500mMEAN,PTCT_1000m_5m_TreeCover_PercentMEAN,PTCT_100m_5m_TreeCover_PercentMEAN,PTCT_1500m_5m_TreeCover_PercentMEAN,PTCT_500m_5m_TreeCover_PercentMEAN
0.853803037,110.094057,2,0,0,30,10,661,,527.460992907801,,30.3922845721245,,43.8993905791154,38,38,,38.2953020134228,0,,0,0,4.21889393670218,3.51590558267989,,3.88884832223256,0.5848,0.538,,0.552,77.14174146,0,22.85811127,73.05344772,0,26.94655228,79.95426613,0.886518574,19.15913199,61.70668267,0,38.29331733,0.870127709,0.870990785,,0.820508833,69.6862745098039,62.962962962963,,66.5
0.85121898,110.093265,2,0,0,20,10,621.548387096774,,577.277777777778,,40.0982286237901,,49.8710252973769,,38.54285714,,39,0,,0,,4.10298834906684,,,3.70906183594152,,0.5568,,0.5511,83.3816265,0,16.61823502,39.00472603,0,60.99527397,84.06480052,0.377408306,15.55770285,76.1586874,0,23.8413126,,0.869840133,,0.857825297,,71,,
0.848912029,110.091974,2,0,0,20,30,472.666666666667,,,,62.5823919122869,,,,39,,,0,,,,4.07043325560434,,,,,0.5776,,,87.65909026,0,12.34077487,100,0,0,88.02610776,0.305645105,11.66816437,87.9897506,0,12.0102494,,,,0.870889051,,,,
0.852628984,110.079176,2.5,10,0,30,10,404.15,,623.333333333333,,53.0372568130493,,81.1543142530653,,37,,37,0,,0,,5.50391705139824,,,5.90333731969198,,0.5816,,0.5123,99.99985581,0,0,100,0,0,98.33553467,0.131684433,1.532693429,100,0,0,,0.814827317,,0.875935661,,74.3333333333333,,67.8421052631579
0.853151008,110.076572,2,30,0,30,10,383.575757575758,737.084507042254,557.911111111111,,38.2168735735344,42.7467964736509,85.2843675825331,39.7741935483871,37,42,37.2886597938144,0,0,1.4798511,0,5.78482794761658,6.59136658448439,7.09039324085887,6.11730855138678,0.3983,0.5693,0.2862,0.4982,99.99987574,0,0,100,0,0,99.84695405,0.152957336,0,100,0,0,0.854398987,0.829623077,0.871127355,0.861537954,71.5866666666667,74.7666666666667,72.140625,72.3541666666667
0.853672028,110.073854,2,10,0,10,10,367,617.460207612457,429.789772727273,,34.1650153073398,58.9182599836567,65.3075264583934,40.3574144486692,37.62857143,40.7870967741936,38.6791443850267,0,0.0885148,0.5691735,0.3129622,6.06560276576451,6.84006113516514,7.31930320801274,6.40811797405811,0.3707,0.5443,0.2557,0.4768,99.89697877,0.102884997,0,100,0,0,99.59266891,0.407239401,0,100,0,0,0.857568123,0.855851608,0.857128048,0.877128221,72.9184549356223,74.2121212121212,72.0620437956205,73.241935483871
0.855341032,110.071821,2.5,0,0,30,10,373.3125,632.983361064892,449.832142857143,,50.4180965423584,60.8870420229812,65.3890103306089,40.4254473161034,39,39.2916030534351,38.9409836065574,2.8488379,0.0632248,0.9106776,0.0569022,6.35850363307529,7.05257634588852,7.54067992437177,6.63484476746106,0.3264,0.4951,0.2121,0.4336,99.9229327,0.076934144,0,100,0,0,99.8093972,0.190524588,0,100,0,0,0.866101695,0.86356618,0.861952516,0.86506251,71.9214285714286,75.5428571428572,71.5919055649241,73.5275862068966
0.856093979,110.069173,2,20,0,10,10,331.030303030303,629.042735042735,365.215231788079,,38.6109563076135,62.5918803761827,43.6595174334697,39.5231316725979,39,38.2755905511811,39.478527607362,0,0.012645,1.2521816,0.0284511,6.64600960867746,7.35646476677607,7.82681288235429,6.91630347569784,0.2829,0.4474,0.1715,0.39,99.92289621,0.07699795,0,100,0,0,99.82196306,0.177948345,0,100,0,0,0.872446243,0.865902885,0.864665885,0.867883246,71.4591194968554,73.4857142857143,71.4135802469136,73.4662162162162
0.854894025,110.066775,2,0,0,50,10,296.484848484849,469.82974137931,251.749077490775,,16.5598336855571,48.7167556106017,23.7408093878264,38.3762376237624,39,39.1178861788618,38.9152542372881,0,0.0379349,0,0,6.79879658562796,7.48078521329965,7.96479135763766,7.00696572580853,0.273,0.4278,0.1608,0.3853,99.6606796,0.339206588,0,100,0,0,99.70627705,0.293620729,0,100,0,0,0.878863943,0.877042918,0.875037562,0.877678323,71.9652173913044,73.9142857142857,69.0252525252525,73.2364341085271
0.855630962,110.06417,2,0,0,20,0,261.4375,599.157568238213,289.596721311475,,23.3407117426395,51.0806715632639,32.5208956124353,38.4108280254777,39,38.6765714285714,39.0030769230769,0,0.0379349,0.1138347,0.0569022,7.08190757036209,7.72703236473931,8.17603357487467,7.34798118214548,0.2119,0.3679,0.1131,0.3055,99.94555259,0.054340724,0,100,0,0,99.73693837,0.262986191,0,100,0,0,0.876543162,0.876620532,0.868279104,0.873832213,71.1374764595104,74.125,69.3348148148148,71.7575757575758
0.874576997,110.109938,2,0,0,40,10,267.125,,284.222222222222,,31.4771548658609,,32.2180275387234,,38,,38,0,,0,,4.13634262365453,,,3.73939269239252,,0.7739,,0.8457,96.83792767,3.161943529,0,100,0,0,92.45000865,6.763684575,0.786217979,100,0,0,,0.860270571,,0.864570579,,74.25,,74.0909090909091
0.874840021,110.10717,2,0,0,30,10,295.606060606061,,300,,34.2729101614519,,41.8317858378093,,36.125,,32,0,,0,,4.40056832134724,,,4.85354030132294,,0.6948,,0.5537,99.68875876,0.311109789,0,100,0,0,90.55109691,4.64905627,4.799763165,100,0,0,,0.879700199,,0.869710973,,74.5,,75
0.874743965,110.104452,2,0,0,40,0,331.818181818182,,321.644736842105,,42.2876730254202,,34.08485417617,,32,,33.1904761904762,0,,0,,4.64825549390581,,,5.03695497861723,,0.6133,,0.4924,96.69189054,0,3.307980496,100,0,0,87.68419977,0.995861988,11.31984596,100,0,0,,0.87407659,,0.877912641,,73.9444444444445,,72.3809523809524
0.874224035,110.101751,2,0,0,10,10,381.28125,,418.56050955414,,41.5765390321612,,45.4407022561237,0,32,,21.6787878787879,0,,0,0,4.87177703115675,5.61746040980021,,5.245254593695,0.3055,0.5353,,0.4227,87.83256242,0,12.16731191,100,0,0,77.77019572,0.016270477,22.21344127,98.77938797,0,1.220612028,0.843521416,0.876870808,,0.882659091,,73.3783783783784,,69.0121212121212
0.873079989,110.09928,2,0,0,30,10,477.875,,576.115384615385,,56.9957320094109,,58.4761261940002,0,29.40540541,,1.89473684210526,0,,0,0.0569022,5.05513946430103,5.69883040587107,,5.36471864215115,0.2877,0.4699,,0.3773,75.50262227,0,24.4972481,100,0,0,66.93442328,0.87501953,32.19045924,79.70078114,0,20.29921886,0.848813542,0.871338913,,0.876373202,67.4285714285714,68.027027027027,,67.0943396226415
0.873160036,110.096678,2,0,0,50,20,565.735294117647,,699.224832214765,,59.8472514994004,,87.5403139191186,32.0963855421687,0,,3.53605015673981,0,,1.138347,0,5.31425746749429,5.93076679764724,,5.56110452026223,0.2443,0.392,,0.3229,60.14150633,0,39.85836965,0,0,100,55.48781717,0.886518574,43.6255761,55.8532791,0,44.14672091,0.817436905,0.852401669,,0.883925271,70.7349397590361,71,,65.2191780821918
0.874986034,110.094413,2,0,0,10,10,552.484848484849,,708.089552238806,,42.8885213100549,,82.615015789051,36,0,,8.50909090909091,0,,0.1138347,0.0284511,5.6294400112049,6.1393297441078,,5.87162389883546,0.2118,0.3065,,0.249,44.79350822,0,55.20635258,59.38886719,0,40.61113281,46.49773788,1.422402619,52.079773,51.67436778,0,48.32563222,0.767448393,0.860049158,,0.891845827,69.5961538461538,54.9333333333333,,67.7697368421053
0.877460958,110.093387,2,0,0,30,10,522.666666666667,,633.25,,21.3611812591553,,74.4197966098786,,24,,33.7142857142857,0,,0,,5.85925483703613,,,6.05179414295015,,0.2522,,0.2154,39.42233042,0.134177285,60.44336362,100,0,0,45.86556745,1.857846733,52.27649749,62.21093953,0,37.78906047,,0.871191053,,0.863929353,,65.2941176470588,,74.5
0.883520991,110.119816,2,0,0,10,10,268.757575757576,295.993939393939,272.049230769231,,10.274218844645,12.6342092474302,12.5026156933491,36.8422535211268,37,37.5897435897436,36.495652173913,0,0,3.9842145,0,4.09260186553001,4.8335443553278,5.13174940251756,4.32836525996755,0.539,0.7526,0.3967,0.7086,86.76575835,13.23410706,0,100,0,0,93.10219329,6.89771752,0,82.46140895,17.53859105,0,0.856566635,0.859426423,0.866462281,0.8633768,75.2760563380282,76.34375,75.5384615384615,71.8
0.90646402,110.123175,2,30,0,50,10,267.53125,199.748987854251,253.48125,,11.1580255590379,12.8967789869439,22.9753492504358,37.8947368421053,36.75,36.7568331762488,36.9685714285714,0,0,0,0,4.45591836656843,3.77165253754203,3.36918526882297,4.17849285849209,0.0369,0.1016,0.0278,0.0687,99.99989424,0,0,100,0,0,98.36201103,0.209375214,1.428536549,100,0,0,0.866605087,0.867947411,0.868370835,0.872797952,74.3115220483642,75.4722222222222,73.5032987747408,74.8457142857143
0.88537096,110.121851,2,0,0,20,0,262.709677419355,300.56330749354,258.264705882353,,10.2714873360049,15.9464421027391,12.5653276867142,37.1069182389937,36.14285714,37.4454976303318,36.3899082568807,0,0,0,0,4.14946434232924,4.35342254862189,4.51193501650583,4.28045248657192,0.4638,0.698,0.3295,0.605,90.70952617,9.290333992,0,100,0,0,93.48941586,6.510502132,0,99.53032219,0.469677809,0,0.868302414,0.85997257,0.871323741,0.875306464,75.314465408805,75.3714285714286,75.5521327014218,74.5596330275229
0.88801302,110.122588,2,0,0,0,0,261,292.334210526316,260.387096774194,,15.5080997236073,14.8103434131334,13.6568637482582,37.4403361344538,36,37.3357664233577,36.4910714285714,0,0,0,0,4.28056267329625,4.3766833313373,4.52435758201087,4.28497838902829,0.4067,0.6164,0.2806,0.5393,96.14495539,3.854923028,0,100,0,0,94.05121979,5.948684738,0,100,0,0,0.871430798,0.855497851,0.864696815,0.867192568,75.4134453781513,75.2972972972973,74.5766423357664,74.6428571428571
0.890697995,110.122625,2,20,0,20,10,257.65625,288.643665158371,282.91,,10.8635588884354,13.6896246031803,16.1931773569187,37.5007587253414,36,36.8647798742138,37.1341463414634,0,0,0,0,4.33682102770419,4.51829416029381,4.54653000209426,4.42704161297191,0.3418,0.5338,0.2287,0.4573,99.91395082,0.085926714,0,100,0,0,96.31184066,3.688081263,0,100,0,0,0.869171164,0.870069282,0.86542128,0.833861788,75.3247344461305,74.945945945946,74.3060796645702,75.6036585365854
0.893462012,110.123209,2,0,0,10,10,296.470588235294,278.055036344756,293.75625,,9.95849154100699,16.5151142081863,15.2778063736856,37.2615606936416,37.45714286,36.6669893514037,37.4608695652174,0,0,0,0,4.35611753993564,4.4540925360623,4.25639113919171,4.40793493235042,0.2642,0.4464,0.1631,0.3741,99.99988987,0,0,100,0,0,98.61108552,1.388846661,0,100,0,0,0.866198655,0.872571349,0.862024277,0.871673685,74.7442196531792,76.3428571428571,73.8712487899322,75.5884057971015
0.895744991,110.124712,2,0,0,20,10,290.375,259.726362625139,292.148387096774,,11.5062830429524,19.025774699297,13.0432970858389,36.6161764705882,37,36.6604361370717,37.1762917933131,0,0,0,0,4.28356537553999,4.13159418350432,3.84271060824394,4.25474926747313,0.2027,0.3695,0.11,0.3021,99.99987878,0,0,100,0,0,99.98765104,0.012266056,0,100,0,0,0.865693866,0.865938233,0.861516595,0.876071279,74.2132352941177,75.6944444444445,73.3198338525441,74.9939209726444
0.898463996,110.125448,2.5,10,0,30,10,283.176470588235,235.428276573787,289.143312101911,,12.7144486623652,19.5598596874528,12.5788251087544,36.5152394775036,37,37.0771428571429,36.8563049853372,0,0,0,0,4.31908305486043,4.22295777475886,3.83322780927022,4.37095195596868,0.1278,0.2847,0.0646,0.219,99.99990111,0,0,100,0,0,99.99992807,0,0,100,0,0,0.858660984,0.866728883,0.863426776,0.86396977,73.8301886792453,74.8857142857143,73.1971428571429,75.0967741935484
0.901086023,110.124759,2,0,0,20,30,288.625,225.215316315205,287.803225806452,,10.5815927889198,17.1455948065706,15.4124901450449,36.6656534954407,36.69444444,37.661899897855,36.5375375375375,0,0,0,0,4.50700726774004,4.28359246722869,3.87808812529123,4.62682519986958,0.0979,0.217,0.0553,0.1638,99.9998785,0,0,100,0,0,99.99993056,0,0,100,0,0,0.864853814,0.869786653,0.867439426,0.861064999,74.3343465045593,75.3333333333333,74.2134831460674,74.5435435435436
0.903637977,110.123661,2,20,0,10,0,280.8125,220.24126984127,273.888888888889,,13.5622419510037,17.0441427369597,19.2521654501794,37.4594202898551,36.42857143,37.4965719882468,36.6231454005935,0,0,0,0,4.70855009233629,4.10882053563469,3.73468146104654,4.48388498069267,0.0756,0.1584,0.0534,0.1187,99.99991072,0,0,100,0,0,99.87120448,0,0.128715777,100,0,0,0.862893744,0.862988595,0.864154939,0.870465987,74.295652173913,75.2571428571429,74.3780607247796,74.2967359050445
0.878449017,110.118743,2,0,0,30,30,260.454545454545,,254.088235294118,,10.412692722046,,14.8687968762482,,37,,37,5.6976757,,1.138347,,3.71950222386254,,,4.00029550961086,,0.8694,,0.8168,85.0343464,14.96553218,0,31.98884047,68.01115953,0,93.10214825,6.897762155,0,53.5917087,46.4082913,0,,0.859641936,,0.846214847,,62.0285714285714,,68.0140845070423
0.894473959,110.104403,2,0,0,40,10,293.875,394.567430025445,288.987012987013,,16.4699999019504,23.0377164727252,11.1052626675213,12.5594936708861,34,17.7890995260664,33.669696969697,0,0,0.1138347,0,5.79038149601704,5.27363649319999,4.80818432315266,5.68161951307084,0.203,0.3179,0.1564,0.2876,99.96064475,0.039229331,0,100,0,0,98.60063517,0.347978329,1.051314734,99.84304131,0.156958689,0,0.865950563,0.847760543,0.874516887,0.852406718,72.7265193370166,74.4864864864865,71.3756218905473,73.4818181818182
0.881631961,110.117916,1.5,0,20,50,0,261,,254.617021276596,,10.5690276692895,,12.2892023122057,38,37,,36.9705882352941,28.4883785,,0.2276694,0,4.04647298157215,5.02988010644913,,4.38536494912453,0.5522,0.7931,,0.7278,85.33800194,14.66186373,0,21.99756585,78.00243415,0,93.10215395,6.897762155,0,68.1547439,31.8452561,0,0.853844598,0.857450231,,0.802832056,76.25,61.25,,74.1470588235294
0.883397022,110.115771,1.5,0,0,50,60,267.75,301.192307692308,263.813765182186,,14.1348620671779,11.0374169120422,14.4835395171092,38,37,37,37.2201492537313,2.8488379,0,1.0245123,0,4.35141363408831,5.20733583869273,5.71277330471919,4.666518072064,0.5035,0.727,0.3701,0.6477,88.37906793,11.62080452,0,91.03776812,8.962231878,0,93.3083063,6.691608065,0,82.39584188,17.60415812,0,0.858483844,0.841035764,0.858427249,0.863659584,76.0632183908046,74.2,75.3076923076923,74.7537313432836
0.885898015,110.114706,2,0,0,30,10,282.875,309.726618705036,283.537671232877,,13.3429990187287,13.1155988128065,11.0392255091096,37.6529209621993,37.75,36.6078431372549,37.4153354632588,25.6395397,0,0,0,4.64428788423538,5.46872586093537,5.52093439787821,4.92973253902155,0.4352,0.6467,0.3223,0.5674,92.29136041,7.708513432,0,70.62844554,29.37155446,0,93.59743326,6.402478731,0,93.47488355,6.525116453,0,0.856076248,0.862442867,0.8492053,0.857507922,75.2164948453608,76,74.7712418300654,75.4249201277955
0.888558012,110.114138,2.5,0,0,30,10,293.5625,295.939516129032,289.315254237288,,7.13856647536159,9.49357352237548,10.1433188779879,36.5911602209945,38,35.6641509433962,37.39375,0,0,0,0,4.91350094931466,5.60597188981286,5.30528404127877,5.1776472106576,0.3713,0.5684,0.2727,0.4932,96.2407371,3.759155269,0,100,0,0,95.26343162,4.736478844,0,96.50577109,3.49422891,0,0.855840865,0.862970716,0.847839957,0.850695852,74.8508287292818,75.5833333333333,74.3056603773585,75.940625
0.891295038,110.113917,2,0,0,20,10,286.0625,292.686411149826,290.58064516129,,10.4969974905252,11.3105249890882,11.577814395197,36.4230769230769,38,35.408945686901,37.2917933130699,0,0,0,0,5.17952229082584,5.41092342038235,5.09945462903669,5.34775460057142,0.3125,0.4912,0.2306,0.4238,98.66772624,1.332148399,0,100,0,0,96.83460986,3.165298854,0,99.5345905,0.465409503,0,0.858195089,0.86327541,0.862561972,0.859938603,74.5961538461538,75.1875,73.6741214057508,75.0759878419453
0.893520014,110.112375,2,0,0,10,10,285.15625,297.962877030162,301.837748344371,,3.57984374836087,23.5662501759983,14.7415243758271,35.6047794117647,37.11428571,35.8790496760259,37.178247734139,0,0,0,0,5.47438038417271,5.294722815573,4.91518171782135,5.52621346783925,0.2718,0.4225,0.1967,0.3614,99.23700023,0.762859029,0,100,0,0,98.7885171,1.211387604,0,100,0,0,0.84987911,0.859200773,0.869776068,0.853350496,74.2683823529412,74.0285714285714,73.07343412527,75.2809667673716
0.894564986,110.109898,2,0,0,30,30,296.69696969697,306.585416666667,299.390879478827,,10.5881235274402,23.0182093511025,13.4314278284579,34.8645038167939,37,31.240234375,36.2987804878049,0,0,0,0.0284511,5.68362939357758,5.28814391272409,4.77845019589138,5.55712010670293,0.2468,0.3761,0.1732,0.333,99.48979345,0.510088597,0,100,0,0,99.42696571,0.57295596,0,100,0,0,0.85805407,0.846864192,0.871726764,0.856459539,73.6851145038168,75.3125,72.6565656565657,74.6463414634146
0.894584013,110.107101,2,0,0,20,10,271.34375,355.950617283951,289.097791798107,,12.4894716590643,23.3359118031867,7.82046883245372,32.8149882903981,35.83333333,21.2224770642202,33.997084548105,0,0,0,0,5.74409914016724,5.31910820410285,4.78734390417002,5.66532046573107,0.2277,0.3478,0.1647,0.3191,99.71761241,0.282226654,0,100,0,0,99.47220473,0.527710244,0,100,0,0,0.863395221,0.839649983,0.872215935,0.864169685,72.6,74.6111111111111,71.8309178743961,73.9941690962099
0.857965993,110.088399,2,0,0,10,10,605.40625,664.520736698499,627.276752767528,,55.3845107555389,48.6030490898094,56.9485322141706,38.1289129197496,39,36.7755875663381,38.5296127562642,0,2.2255137,8.5376024,3.5279379,4.99604931142595,5.01720325063852,5.04264513676641,5.02129893508358,0.4775,0.4719,0.4803,0.4722,68.70269158,1.994666791,29.30250445,100,0,0,71.77126817,0.886518574,27.34211856,77.74392319,0,22.25607681,0.849061513,0.841183077,0.848086827,0.834671772,68.3570102135562,73.8888888888889,68.0401275079693,72.356401384083
0.860758005,110.087234,2.5,0,0,10,10,662.393939393939,974.121647509579,844.854227405248,,86.9084469188343,49.5306621073991,74.0187176615434,35.8295302013423,38,29.3065953654189,38.0517711171662,14.2441893,0.379349,1.3660164,0.7112777,5.29526587894985,5.89030048617705,6.22728693835563,5.53419056616194,0.3223,0.4144,0.2735,0.3748,62.61167918,1.994666791,35.39352003,92.30289592,0,7.697104078,65.13282532,0.886518574,33.98056785,63.67693873,1.257217986,35.06584328,0.81280405,0.848374766,0.824154382,0.807297436,64.5792253521127,75.5,65.7819732034105,70.2382671480144
0.860088039,110.089797,2,10,0,10,10,817.21875,451.466666666667,899.520958083832,,76.8233903646469,33.7846100018138,50.8403949716134,36.3217665615142,38.2,30.1330376940133,38,11.3953514,0.012645,0.3415041,0.0853533,5.0363059588841,4.73752443548999,4.48092481302316,4.92878309796365,0.4903,0.4357,0.5566,0.4391,57.28870546,1.994666791,40.71649841,0.191401246,0,99.80859875,65.7707755,0.886518574,33.34261609,44.12857729,2.905736488,52.96568622,0.875709179,0.850771482,0.869023658,0.872096532,68.9423076923077,73.9285714285714,71.0091743119266,62.876404494382
0.858488018,110.092087,2,10,0,30,10,829.53125,396.097393689986,689.705223880597,,86.2087116241455,32.3668010440874,58.1755116804322,38.1245353159851,38,38.0190597204574,38,31.3372154,0,0,0.0284511,4.73196600543128,4.1055222160311,3.7021857706545,4.50017458424226,0.5603,0.4772,0.5999,0.5084,60.8679538,1.994666791,37.13724813,45.82371669,0,54.17628331,70.12886718,0.886518574,28.98452415,46.4739029,0,53.5260971,0.873330498,0.864306433,0.871375838,0.790652139,69.0314960629921,,71.3118421052632,62.3064516129032
0.861200988,110.092839,2,0,0,0,10,901.96875,484.159052453469,784.073275862069,,67.3737280368805,41.4590854913047,72.7056400323736,24.5066079295154,38,23.2377952755906,38,0,0.0252899,0.1138347,0.0569022,4.88764374964946,4.90124962498656,4.77396560766566,4.96138584710718,0.4791,0.4478,0.5227,0.4444,51.26766369,1.994666791,46.73754103,0,0,100,64.00984904,0.886518574,35.10355277,19.73627684,5.068755619,75.19496754,0.849879022,0.86990723,0.87291064,0.849895545,67.9954751131222,62.53125,71.3990147783251,65.8729508196721
0.851950971,110.085665,2,0,0,10,10,433.3125,271.226459510358,403.779883381924,,41.2633090019226,25.5960859055236,32.0669900032939,37.2387096774194,38.77777778,37.231744643638,38,0,0.0632248,0.2276694,0.1707066,4.83799968447004,4.7953063062578,4.75929027488121,4.85645677732385,0.6111,0.5828,0.6097,0.5857,96.90273251,0,3.09713227,100,0,0,87.82967977,0.360848634,11.80938035,100,0,0,0.869162973,0.869814218,0.867972483,0.837227624,71.3601252609603,71.4545454545455,71.7762955361724,70.0371819960861
