und,water,ele,height100,height500,disturb100,disturb500,distRoad,forest1000,forest100,forest1500,forest500,ndvi100,ndvi500
2,0,552.484848484849,0,8.50909090909091,0,0.1138347,5.6294400112049,44.79350822,59.38886719,46.49773788,51.67436778,0.860049158,0.891845827
2,0,522.666666666667,24,33.7142857142857,0,0,5.85925483703613,39.42233042,100,45.86556745,62.21093953,0.871191053,0.863929353
2,0,268.757575757576,37,36.495652173913,0,3.9842145,4.09260186553001,86.76575835,100,93.10219329,82.46140895,0.859426423,0.8633768
2,30,267.53125,36.75,36.9685714285714,0,0,4.45591836656843,99.99989424,100,98.36201103,100,0.867947411,0.872797952
2,0,262.709677419355,36.14285714,36.3899082568807,0,0,4.14946434232924,90.70952617,100,93.48941586,99.53032219,0.85997257,0.875306464
2,0,261,36,36.4910714285714,0,0,4.28056267329625,96.14495539,100,94.05121979,100,0.855497851,0.867192568
2,20,257.65625,36,37.1341463414634,0,0,4.33682102770419,99.91395082,100,96.31184066,100,0.870069282,0.833861788
2,0,296.470588235294,37.45714286,37.4608695652174,0,0,4.35611753993564,99.99988987,100,98.61108552,100,0.872571349,0.871673685
2,0,290.375,37,37.1762917933131,0,0,4.28356537553999,99.99987878,100,99.98765104,100,0.865938233,0.876071279
2.5,10,283.176470588235,37,36.8563049853372,0,0,4.31908305486043,99.99990111,100,99.99992807,100,0.866728883,0.86396977
2,0,288.625,36.69444444,36.5375375375375,0,0,4.50700726774004,99.9998785,100,99.99993056,100,0.869786653,0.861064999
2,20,280.8125,36.42857143,36.6231454005935,0,0,4.70855009233629,99.99991072,100,99.87120448,100,0.862988595,0.870465987
2,0,260.454545454545,37,37,5.6976757,1.138347,3.71950222386254,85.0343464,31.98884047,93.10214825,53.5917087,0.859641936,0.846214847
2,0,293.875,34,33.669696969697,0,0.1138347,5.79038149601704,99.96064475,100,98.60063517,99.84304131,0.847760543,0.852406718
1.5,0,261,37,36.9705882352941,28.4883785,0.2276694,4.04647298157215,85.33800194,21.99756585,93.10215395,68.1547439,0.857450231,0.802832056
1.5,0,267.75,37,37.2201492537313,2.8488379,1.0245123,4.35141363408831,88.37906793,91.03776812,93.3083063,82.39584188,0.841035764,0.863659584
2,0,282.875,37.75,37.4153354632588,25.6395397,0,4.64428788423538,92.29136041,70.62844554,93.59743326,93.47488355,0.862442867,0.857507922
2.5,0,293.5625,38,37.39375,0,0,4.91350094931466,96.2407371,100,95.26343162,96.50577109,0.862970716,0.850695852
2,0,286.0625,38,37.2917933130699,0,0,5.17952229082584,98.66772624,100,96.83460986,99.5345905,0.86327541,0.859938603
2,0,285.15625,37.11428571,37.178247734139,0,0,5.47438038417271,99.23700023,100,98.7885171,100,0.859200773,0.853350496
2,0,296.69696969697,37,36.2987804878049,0,0,5.68362939357758,99.48979345,100,99.42696571,100,0.846864192,0.856459539
2,0,271.34375,35.83333333,33.997084548105,0,0,5.74409914016724,99.71761241,100,99.47220473,100,0.839649983,0.864169685
2,0,605.40625,39,38.5296127562642,0,8.5376024,4.99604931142595,68.70269158,100,71.77126817,77.74392319,0.841183077,0.834671772
2.5,0,662.393939393939,38,38.0517711171662,14.2441893,1.3660164,5.29526587894985,62.61167918,92.30289592,65.13282532,63.67693873,0.848374766,0.807297436
2,10,817.21875,38.2,38,11.3953514,0.3415041,5.0363059588841,57.28870546,0.191401246,65.7707755,44.12857729,0.850771482,0.872096532
2,10,829.53125,38,38,31.3372154,0,4.73196600543128,60.8679538,45.82371669,70.12886718,46.4739029,0.864306433,0.790652139
2,0,901.96875,38,38,0,0.1138347,4.88764374964946,51.26766369,0,64.00984904,19.73627684,0.86990723,0.849895545
2,0,433.3125,38.77777778,38,0,0.2276694,4.83799968447004,96.90273251,100,87.82967977,100,0.869814218,0.837227624
2,0,352.75,37,37,0,0,4.87321078777313,99.99987337,100,93.5913578,100,0.875098289,0.881404226
2,0,295.03125,37,36.9889807162534,0,0,4.77437871032291,99.99987633,100,97.9470498,100,0.870583978,0.876636402
2,0,252.96875,37,36.3295774647887,0,0,4.87161424997691,99.99986239,100,98.78147057,100,0.864785475,0.869441794
2,10,223.657142857143,37,35.9171270718232,0,0,5.06504291806902,98.56739938,100,98.32156125,100,0.86100691,0.861326592
2,0,195.21875,35,35.6747311827957,0,1.0245123,5.14530636923654,97.68290113,100,97.370839,97.5198335,0.854294944,0.85856303
2,10,163.705882352941,35.33333333,35.8,2.8488379,2.8458674,5.2157312801906,96.95978627,85.04029968,97.21058452,92.59382231,0.843303444,0.858972239
2,40,151.606060606061,36,30.2666666666667,22.7907028,0.6830082,5.19419754252714,96.80687385,72.34548119,96.60368929,92.0471396,0.857816882,0.826289929
2,0,341.59375,37.16216216,37.0588235294118,0,0.2276694,5.19083054860433,99.9998732,100,96.369124,100,0.867332768,0.87550965
2,0,365.125,37,37,0,0.6830082,5.47837454932077,99.99986752,100,99.17148864,100,0.849809666,0.87348564
2,20,309.3125,37,37.6965317919075,0,0.2276694,5.73926064774797,99.92262411,100,99.17327027,100,0.865995193,0.872356217
2,0,277.393939393939,37.62857143,38.1746031746032,0,0.1138347,5.88891106181675,99.69371054,100,98.84612831,100,0.867881596,0.865061308
2,0,237.3125,38,38.1139601139601,0,0,6.05725462734699,98.81857497,100,98.75328687,98.77848018,0.865842476,0.863748739
2,0,190.3125,38,37.8139534883721,0,0,6.06235055665712,97.88601887,100,98.73304014,98.4559661,0.862468908,0.861813064
2,0,144.666666666667,38,36.1984732824428,0,0.5691735,6.00565808159964,97.27893994,100,97.66454524,95.27532641,0.864211196,0.851309867
1,40,148.121212121212,36,36,0,0,5.6892154284886,97.21400195,59.87497661,97.95060093,92.94125237,0.86676621,0.837591994
2,30,457.878787878788,39,38.1420118343195,0,0,4.6585001150767,85.01002052,100,83.95668199,100,0.867089238,0.870601429
2,30,436.90625,38,38.4492753623188,0,0.1138347,4.32496108114719,86.93782805,100,86.916104,93.98871176,0.860340147,0.874470387
2,0,403.875,39,38.7590361445783,0,0.3415041,3.84088162332773,91.13967097,100,87.58580142,98.68603657,0.866960968,0.857801395
2,20,410.588235294118,39,38.7703488372093,0,0,3.53367777128477,88.79190111,100,82.17913395,93.58574555,0.864838273,0.875075846
2,0,390.90625,39,38.2507042253521,0,0,3.2110374041966,77.56362232,100,74.58570549,94.12337593,0.869545157,0.864462657
2,30,301.75,38.05882353,38.1928783382789,0,0.6830082,2.92470960319042,67.24489844,99.87880816,65.67195967,81.71033342,0.869131448,0.86944663
2,20,230.142857142857,38,38.0027247956403,0,1.9351898,2.60408832686288,51.6608169,42.90075158,54.3166311,48.4716898,0.859978952,0.86387143
2,0,103.774193548387,38,35.8222222222222,0,5.8055696,2.34135743089624,36.85867166,11.87528376,43.42035039,19.37032158,0.848426073,0.867783804
2,0,180.064516129032,36.22222222,32.5706521739131,0,4.211884,2.02186926773616,19.18906822,0,31.32638712,5.330796129,0.868406676,0.862761733
2.5,0,236.375,37,37.2699316628702,0,0,4.30216518044472,92.64006319,100,93.1668431,100,0.857269349,0.851030752
2,50,517.617647058824,36,17.4431137724551,0,4.0980492,6.72537287543802,29.28326908,0,52.8228142,0,0.872758221,0.853701083
2,0,249.5625,37,36.6317280453258,0,0,4.61618873051235,98.03100782,100,92.42527472,100,0.864206248,0.859330472
2,0,263.78125,37,36.6910112359551,0,0,4.91245433446523,99.59034384,100,90.54850627,100,0.866206415,0.865902761
2,0,300.9375,37,36.0731707317073,0,0,5.21126044763101,96.55166706,100,87.37956617,100,0.86385235,0.864242515
2,0,337.935483870968,37,29.3094555873926,0,0,5.52657908863491,90.73438887,100,81.77785853,96.40593169,0.859315662,0.871787575
2,10,353.393939393939,25.625,26.5815384615385,0,0,5.80362245440483,80.90722789,79.10318258,74.24313316,80.46222733,0.86963785,0.852168666
2,0,420.057142857143,24,24.875,0,0,5.98331639426095,64.11321123,9.749389121,62.22753765,58.41124802,0.871459018,0.874172136
2,0,493.15625,24,29.1487603305785,0,0.2276694,6.16806107097202,43.48162288,44.91184454,52.60490607,34.32526985,0.874337178,0.885305451
2,10,501.727272727273,35,33.1707317073171,0,1.2521816,6.42455491754744,27.64653206,0,48.50442802,13.50259956,0.878565497,0.87207417
2,60,230.5,38,38.0728862973761,0,0.6830082,3.98912948199681,88.25811094,100,93.10214693,97.81888526,0.859087409,0.855792575
2,0,245.727272727273,38.59459459,38.3626373626374,0,3.1873715,3.70161350353344,85.43262398,100,93.10214856,85.59949813,0.85494665,0.84227798
2,50,215.71875,39,38.6353591160221,0,3.5288756,3.4179053372807,85.71990918,93.59038984,93.05530994,73.20320141,0.848311429,0.869501046
2,30,200.78125,39,38.3732590529248,0,4.3257184,3.13049182376346,86.47591024,82.51876391,92.8391762,75.72452529,0.849709252,0.872207232
2,0,296.757575757576,39,38.2354497354497,17.0930271,0.5691735,2.80316795905431,91.05143592,65.27906804,91.67732616,92.16506893,0.861423623,0.869087905
2,0,313.15625,37.52777778,37.1748633879781,0,3.8703797,2.48759038107736,94.05755803,100,90.24830756,95.2850238,0.847318197,0.855563584
2,0,288.53125,36,36.7098591549296,19.941864,0.4553388,2.19370843342372,94.59466904,92.7351551,87.67157872,96.668829,0.855221406,0.814773762
2,0,282.03125,36.42857143,24.9369863013699,2.8488379,2.2766941,2.066881275177,87.65909476,94.79031852,83.33469626,92.15218615,0.865777277,0.8314848
2,0,273.085714285714,11.16666667,1.60623229461756,22.7907028,3.7565451,1.91447749071651,76.08451015,61.72264817,78.31032986,81.25926761,0.860142477,0.869368896
2,0,250.75,37,36.5800227014756,0,2.8458674,3.83075969749027,86.12621824,100,93.09685465,90.22834378,0.855785309,0.859510281
2,0,233.75,36,36.0840336134454,0,0.6830082,3.58727873696221,88.32750825,100,92.87715333,98.68445234,0.856341825,0.857940659
2,0,224.9375,36,36.2760563380282,0,0,3.47123418535505,96.17826506,100,92.91380138,100,0.858602173,0.848754907
2,0,219.181818181818,36,36.9267605633803,0,0,3.15194960435232,97.28277481,100,92.35306947,100,0.868882833,0.862813312
2,0,190.272727272727,36.97142857,36.5071633237822,0,0.9106776,2.9967887197222,97.84960294,100,93.54741204,96.98684751,0.86633621,0.863257434
2,0,177.878787878788,37,36.5158501440922,0,0.5691735,2.7805761066643,94.97007265,100,94.55107041,96.29035745,0.865965564,0.865128777
2,0,175.0625,37,35.6086956521739,0,1.5936857,2.50059492886066,91.64257805,100,91.56891359,91.87458778,0.862304755,0.866430053
2.5,0,181.529411764706,35,35.0112676056338,0,6.7162471,2.33766808509827,87.60579618,81.19399217,88.33948266,77.97297192,0.857837288,0.855846882
2,20,158.6875,35,35.0960960960961,65.5232697,3.5288756,2.13094860798604,82.63205118,7.375502296,85.24163455,69.30583757,0.859650994,0.807727174
2,0,343.25,35.77142857,33.9242424242424,0,0,4.23282621928624,99.72304728,100,90.84586667,100,0.872194966,0.871960088
2,0,396.818181818182,32,33.2,0,0,4.45527038058719,93.50236095,100,86.62160863,100,0.872776876,0.872532727
2,30,434.03125,32,28.8152492668622,0,0,4.64463679492474,81.24180849,100,78.49645586,98.89930122,0.873404612,0.865674386
2,10,429.03125,36.125,32.6352941176471,0,0,4.34475782513618,89.71101091,100,82.72685984,100,0.874769593,0.872047309
2,0,369.1875,33.77777778,10.1892744479495,0,0,4.00593096017838,99.23479459,100,89.03414726,100,0.869583824,0.871970157
2,10,330.484848484849,0,3.87755102040816,0,0,3.70335181554159,99.06500277,100,92.40315539,100,0.86992469,0.867228551
2,0,296.84375,0,0.532786885245902,0,0,3.37016365868705,95.92001671,100,91.55420475,100,0.869468865,0.865964414
2,0,270.058823529412,0,14.8369565217391,0,1.4798511,3.03784686989254,88.73985034,100,84.77301026,91.5135528,0.863192392,0.874601376
2,0,222.484848484849,3.162162162,8.98250728862974,2.8488379,1.138347,2.71532406033696,78.94576803,49.6939072,77.87319535,74.60852115,0.860386784,0.871393205
