OBJECTID,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
284,TTB8-1,284,660,589987.5818,0.5730,0.8324,0.2594,0.6988,0.0659,461.2094
285,TTB8-2,285,344,307508.6790,0.4978,0.7268,0.2289,0.5790,0.0520,199.1835
286,TTB8-3,286,341,304826.9172,0.4342,0.6729,0.2386,0.5210,0.0574,177.6606
287,TTB8-4,287,252,225267.9858,0.5451,0.7618,0.2168,0.6741,0.0516,169.8648
288,TTB8-5,288,316,282478.9028,0.6452,0.8248,0.1796,0.7580,0.0430,239.5143
289,TTB8-6,289,347,310190.4407,0.6791,0.8594,0.1802,0.7886,0.0474,273.6372
290,TTB8-7,290,362,323599.2494,0.7192,0.8906,0.1714,0.8198,0.0467,296.7837
291,TTB8-8,291,369,329856.6934,0.7327,0.9049,0.1721,0.8199,0.0506,302.5324
292,TTB8-9,292,341,304826.9172,0.7214,0.9069,0.1855,0.8043,0.0544,274.2665
293,TTA1-1,293,26,23241.9350,0.4821,0.5273,0.0452,0.5061,0.0114,13.1575
294,TTA1-2,294,63,56316.9964,0.4350,0.5283,0.0933,0.4819,0.0234,30.3567
295,TTA1-3,295,87,77771.0903,0.3188,0.4671,0.1483,0.3865,0.0392,33.6283
296,TTA1-4,296,136,121573.1987,0.3189,0.5025,0.1836,0.4108,0.0512,55.8665
297,TTA1-5,297,145,129618.4839,0.4067,0.5256,0.1189,0.4829,0.0308,70.0159
298,TTA1-6,298,4,3575.6823,0.5081,0.5141,0.0059,0.5111,0.0028,2.0444
299,TTA1-7,299,2,1787.8412,0.5131,0.5185,0.0054,0.5158,0.0027,1.0316
300,TTA2-1,300,3,2681.7617,0.5334,0.5363,0.0029,0.5345,0.0013,1.6036
301,TTA2-2,301,7,6257.4440,0.5321,0.5367,0.0046,0.5340,0.0015,3.7377
302,TTA2-3,302,204,182359.7980,0.5239,0.5530,0.0291,0.5413,0.0061,110.4349
303,TTA2-4,303,150,134088.0868,0.5478,0.5566,0.0089,0.5520,0.0021,82.8012
304,TTA2-5,304,19,16984.4910,0.5500,0.5532,0.0032,0.5511,0.0008,10.4708
305,TTA3-1,305,21,18772.3321,0.5021,0.5208,0.0187,0.5123,0.0055,10.7575
306,TTA3-2,306,95,84922.4549,0.4823,0.5134,0.0311,0.4982,0.0081,47.3313
307,TTA3-3,307,188,168057.0687,0.4481,0.5107,0.0627,0.4768,0.0151,89.6444
308,TTA3-4,308,305,272645.7764,0.3872,0.4931,0.1059,0.4336,0.0239,132.2488
309,TTA3-5,309,324,289630.2674,0.3332,0.4824,0.1492,0.3900,0.0360,126.3704
310,TTA3-6,310,296,264600.4912,0.3113,0.4804,0.1691,0.3853,0.0479,114.0416
311,TTA3-7,311,324,289630.2674,0.2494,0.4160,0.1666,0.3055,0.0350,98.9723
312,TTA5-1,312,11,9833.1264,0.8352,0.8597,0.0245,0.8457,0.0077,9.3022
313,TTA5-2,313,4,3575.6823,0.5449,0.5652,0.0203,0.5537,0.0079,2.2149
314,TTA5-3,314,82,73301.4874,0.4565,0.5430,0.0864,0.4924,0.0220,40.3744
315,TTA5-4,315,167,149284.7366,0.3803,0.4706,0.0903,0.4227,0.0213,70.5871
316,TTA5-5,316,228,203813.8919,0.3241,0.4491,0.1250,0.3773,0.0304,86.0209
317,TTA5-6,317,317,283372.8234,0.2557,0.4520,0.1962,0.3229,0.0428,102.3728
318,TTA5-7,318,223,199344.2890,0.1898,0.3748,0.1850,0.2490,0.0383,55.5314
319,TTA5-8,319,21,18772.3321,0.1718,0.3610,0.1892,0.2154,0.0655,4.5229
320,TTA6-1,320,347,310190.4407,0.6180,0.8530,0.2349,0.7086,0.0618,245.8965
321,TTA6-2,321,218,194874.6861,0.5589,0.6584,0.0995,0.6050,0.0243,131.8966
322,TTA6-3,322,335,299463.3938,0.4741,0.6477,0.1736,0.5393,0.0356,180.6697
323,TTA6-4,323,330,294993.7909,0.3924,0.5591,0.1667,0.4573,0.0347,150.9110
324,TTA6-5,324,346,309296.5201,0.3083,0.4794,0.1711,0.3741,0.0352,129.4223
325,TTA6-6,325,327,292312.0291,0.2352,0.4419,0.2067,0.3021,0.0414,98.8005
326,TTA6-7,326,341,304826.9172,0.1600,0.3146,0.1547,0.2190,0.0318,74.6730
327,TTA6-8,327,334,298569.4732,0.1069,0.2908,0.1839,0.1638,0.0390,54.6929
328,TTA6-9,328,338,302145.1555,0.0669,0.2353,0.1684,0.1187,0.0382,40.1364
329,TTA6-10,329,348,311084.3613,0.0330,0.1511,0.1180,0.0687,0.0255,23.9232
330,TTA7-1,330,70,62574.4405,0.7705,0.8914,0.1208,0.8168,0.0310,57.1790
331,TTA7-2,331,103,92073.8196,0.6657,0.7849,0.1192,0.7278,0.0295,74.9661
332,TTA7-3,332,267,238676.7944,0.5911,0.7434,0.1524,0.6477,0.0342,172.9335
333,TTA7-4,333,313,279797.1410,0.5127,0.6541,0.1414,0.5674,0.0288,177.5864
334,TTA7-5,334,320,286054.5851,0.4401,0.5753,0.1351,0.4932,0.0291,157.8386
335,TTA7-6,335,328,293205.9497,0.3700,0.5181,0.1481,0.4238,0.0303,139.0122
336,TTA7-7,336,332,296781.6320,0.3099,0.4607,0.1507,0.3614,0.0310,119.9689
337,TTA7-8,337,326,291418.1086,0.2747,0.4568,0.1822,0.3330,0.0426,108.5733
338,TTA7-9,338,344,307508.6790,0.2569,0.4450,0.1881,0.3191,0.0463,109.7653
339,TTA7-10,339,331,295887.7115,0.2358,0.4018,0.1661,0.2876,0.0406,95.2029
