OBJECTID,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
284,TTB8-2,284,276,246722.0796,0.3667,0.7470,0.3802,0.5104,0.1178,140.8719
285,TTB8-3,285,142,126936.7221,0.3088,0.7216,0.4128,0.4710,0.1536,66.8857
286,TTB8-4,286,332,296781.632,0.6090,0.8397,0.2307,0.7137,0.0571,236.9469
287,TTB8-5,287,503,449642.0509,0.6082,0.9027,0.2945,0.7753,0.0771,389.9532
288,TTB8-6,288,439,392431.1339,0.6073,0.9022,0.2949,0.7409,0.0692,325.2505
289,TTB8-7,289,270,241358.5562,0.6405,0.8013,0.1607,0.7084,0.0386,191.2799
290,TTB8-8,290,245,219010.5417,0.6366,0.7360,0.0994,0.6726,0.0245,164.7819
291,TTB8-9,291,215,192192.9244,0.6028,0.6851,0.0824,0.6349,0.0182,136.5128
292,TTA1-2,292,1,893.9205784,0.4180,0.4180,0.0000,0.4180,0.0000,0.4180
293,TTA1-3,293,130,116209.6752,0.2267,0.4225,0.1958,0.3255,0.0555,42.3121
294,TTA1-4,294,160,143027.2925,0.2254,0.4217,0.1963,0.3219,0.0579,51.5023
295,TTA1-5,295,39,34862.90256,0.3411,0.4163,0.0752,0.3863,0.0209,15.0645
296,TTA2-3,296,155,138557.6897,0.5638,0.6156,0.0517,0.5873,0.0136,91.0349
297,TTA2-4,297,53,47377.79066,0.5661,0.6107,0.0447,0.5848,0.0122,30.9947
298,TTA3-2,298,91,81346.77264,0.3794,0.4145,0.0352,0.3983,0.0092,36.2461
299,TTA3-3,299,263,235101.1121,0.3416,0.4062,0.0645,0.3707,0.0150,97.5052
300,TTA3-4,300,506,452323.8127,0.2778,0.3799,0.1021,0.3264,0.0238,165.1764
301,TTA3-5,301,561,501489.4445,0.2225,0.3766,0.1541,0.2829,0.0371,158.7154
302,TTA3-6,302,402,359356.0725,0.2045,0.3665,0.1621,0.2730,0.0465,109.7400
303,TTA3-7,303,630,563169.9644,0.1442,0.3600,0.2159,0.2119,0.0483,133.4715
304,TTA5-4,304,3,2681.761735,0.3021,0.3090,0.0069,0.3055,0.0028,0.9166
305,TTA5-5,305,72,64362.28165,0.2494,0.3230,0.0735,0.2877,0.0167,20.7147
306,TTA5-6,306,82,73301.48743,0.2100,0.2801,0.0700,0.2443,0.0163,20.0305
307,TTA5-7,307,66,58998.75818,0.1774,0.2455,0.0681,0.2118,0.0169,13.9769
308,TTA6-1,308,354,316447.8848,0.4813,0.6350,0.1537,0.5390,0.0366,190.8173
309,TTA6-2,309,320,286054.5851,0.4208,0.5111,0.0903,0.4638,0.0202,148.4133
310,TTA6-3,310,595,531882.7442,0.3385,0.5104,0.1719,0.4067,0.0360,241.9608
311,TTA6-4,311,660,589987.5818,0.2604,0.5152,0.2548,0.3418,0.0513,225.5863
312,TTA6-5,312,691,617699.1197,0.1835,0.4397,0.2561,0.2642,0.0512,182.5613
313,TTA6-6,313,683,610547.7551,0.1197,0.4470,0.3273,0.2027,0.0646,138.4459
314,TTA6-7,314,689,615911.2785,0.0646,0.2765,0.2119,0.1278,0.0441,88.0402
315,TTA6-8,315,661,590881.5023,0.0330,0.2904,0.2574,0.0979,0.0589,64.7194
316,TTA6-9,316,684,611441.6756,0.0143,0.2903,0.2760,0.0756,0.0606,51.6935
317,TTA6-10,317,705,630214.0078,0.0035,0.1804,0.1769,0.0369,0.0371,26.0388
318,TTA7-2,318,8,7151.364627,0.5431,0.5595,0.0164,0.5522,0.0051,4.4174
319,TTA7-3,319,173,154648.2601,0.4675,0.5514,0.0839,0.5035,0.0208,87.1057
320,TTA7-4,320,292,261024.8089,0.3952,0.4818,0.0866,0.4352,0.0212,127.0856
321,TTA7-5,321,361,322705.3288,0.3284,0.4248,0.0964,0.3713,0.0222,134.0488
322,TTA7-6,322,417,372764.8812,0.2661,0.3924,0.1263,0.3125,0.0263,130.3119
323,TTA7-7,323,546,488080.6358,0.2145,0.3789,0.1644,0.2718,0.0368,148.4233
324,TTA7-8,324,525,469308.3037,0.1943,0.3484,0.1541,0.2468,0.0362,129.5811
325,TTA7-9,325,426,380810.1664,0.1876,0.3027,0.1150,0.2277,0.0263,96.9824
326,TTA7-10,326,395,353098.6285,0.1787,0.2517,0.0730,0.2030,0.0164,80.1690
