OBJECTID,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
41,TUB2-4,41,200,178784.1157,0.0485,0.0705,0.0220,0.0573,0.0061,11.4686
42,TUB2-5,42,224,200238.2096,0.0457,0.0713,0.0256,0.0555,0.0073,12.4274
43,TUB2-6,43,120,107270.4694,0.0504,0.0728,0.0224,0.0644,0.0061,7.7283
44,TUB2-7,44,56,50059.55239,0.0614,0.0733,0.0120,0.0691,0.0035,3.8708
45,TUB2-8,45,59,52741.31413,0.0653,0.0735,0.0082,0.0709,0.0023,4.1855
46,TUA3-1,46,223,199344.289,0.0378,0.0729,0.0351,0.0598,0.0096,13.3418
47,TUA3-2,47,277,247616.0002,0.0365,0.0727,0.0362,0.0578,0.0103,16.0150
48,TUA3-3,48,288,257449.1266,0.0367,0.0721,0.0355,0.0578,0.0100,16.6431
49,TUA3-4,49,280,250297.762,0.0367,0.0715,0.0348,0.0578,0.0099,16.1856
50,TUA3-5,50,313,279797.141,0.0364,0.0707,0.0343,0.0557,0.0103,17.4419
51,TUA3-6,51,364,325387.0905,0.0360,0.0703,0.0342,0.0554,0.0102,20.1648
52,TUA3-7,52,311,278009.2999,0.0366,0.0697,0.0331,0.0575,0.0090,17.8890
53,TUA3-8,53,312,278903.2205,0.0365,0.0685,0.0320,0.0563,0.0090,17.5808
54,TUA3-9,54,350,312872.2024,0.0349,0.0683,0.0334,0.0516,0.0103,18.0646
55,TUA3-10,55,347,310190.4407,0.0339,0.0678,0.0338,0.0523,0.0104,18.1352
56,TUA3-11,56,356,318235.7259,0.0328,0.0662,0.0334,0.0521,0.0104,18.5340
57,TUB3-3,57,20,17878.41157,0.0657,0.0681,0.0024,0.0669,0.0006,1.3388
58,TUB3-4,58,50,44696.02892,0.0631,0.0666,0.0035,0.0651,0.0008,3.2539
59,TUB3-5,59,79,70619.72569,0.0609,0.0650,0.0041,0.0632,0.0010,4.9908
60,TUB3-6,60,82,73301.48743,0.0600,0.0639,0.0039,0.0617,0.0009,5.0573
61,TUB3-7,61,38,33968.98198,0.0600,0.0621,0.0021,0.0611,0.0006,2.3219
62,TUB3-8,62,150,134088.0868,0.0579,0.0617,0.0037,0.0595,0.0009,8.9257
63,TUB3-9,63,96,85816.37553,0.0568,0.0609,0.0041,0.0585,0.0012,5.6147
64,TUB3-10,64,164,146602.9749,0.0549,0.0612,0.0063,0.0574,0.0017,9.4177
65,TUB3-11,65,135,120679.2781,0.0537,0.0615,0.0078,0.0573,0.0026,7.7375
66,TUB3-12,66,136,121573.1987,0.0527,0.0617,0.0090,0.0576,0.0031,7.8326
67,TDA1-1,67,7907,7068230.014,0.0380,0.0554,0.0174,0.0482,0.0043,381.2486
68,TDA1-2,68,352,314660.0436,0.0362,0.0415,0.0053,0.0380,0.0011,13.3788
69,TDA1-3,69,326,291418.1086,0.0342,0.0409,0.0066,0.0363,0.0014,11.8442
70,TDA1-4,70,315,281584.9822,0.0327,0.0417,0.0091,0.0356,0.0023,11.2273
71,TDA1-5,71,377,337008.0581,0.0308,0.0423,0.0115,0.0345,0.0029,13.0093
72,TDA1-6,72,349,311978.2819,0.0288,0.0390,0.0103,0.0316,0.0021,11.0451
73,TDA1-7,73,347,310190.4407,0.0266,0.0408,0.0141,0.0302,0.0030,10.4947
74,TDA1-8,74,327,292312.0291,0.0247,0.0373,0.0126,0.0281,0.0028,9.1991
75,TDA1-9,75,294,262812.6501,0.0229,0.0363,0.0133,0.0269,0.0033,7.8957
76,TDA1-10,76,309,276221.4587,0.0212,0.0365,0.0153,0.0256,0.0039,7.9104
77,TDA1-11,77,343,306614.7584,0.0191,0.0333,0.0142,0.0229,0.0031,7.8606
78,TDB1-1,78,1261,1127233.849,0.0382,0.0454,0.0071,0.0419,0.0018,52.7854
79,TDB1-2,79,346,309296.5201,0.0363,0.0422,0.0059,0.0381,0.0012,13.1938
80,TDB1-3,80,367,328068.8523,0.0342,0.0414,0.0072,0.0365,0.0014,13.3822
81,TDB1-4,81,339,303039.0761,0.0321,0.0393,0.0072,0.0346,0.0016,11.7306
82,TDB1-5,82,194,173420.5922,0.0315,0.0388,0.0073,0.0345,0.0022,6.6909
83,TDB1-6,83,148,132300.2456,0.0313,0.0382,0.0069,0.0345,0.0020,5.1086
84,TDB1-7,84,160,143027.2925,0.0308,0.0374,0.0066,0.0337,0.0019,5.3898
85,TDB1-8,85,41,36650.74372,0.0326,0.0365,0.0039,0.0346,0.0011,1.4206
86,TDB1-9,86,87,77771.09032,0.0315,0.0355,0.0040,0.0333,0.0010,2.8953
87,TDB1-10,87,149,133194.1662,0.0302,0.0342,0.0040,0.0317,0.0010,4.7264
88,TDA2-1,88,331,295887.7115,0.0171,0.0315,0.0144,0.0211,0.0033,6.9774
89,TDA2-2,89,326,291418.1086,0.0153,0.0322,0.0169,0.0197,0.0039,6.4182
90,TDA2-3,90,319,285160.6645,0.0135,0.0293,0.0158,0.0176,0.0036,5.6080
91,TDA2-4,91,280,250297.762,0.0122,0.0310,0.0189,0.0174,0.0049,4.8832
92,TDA2-5,92,343,306614.7584,0.0104,0.0258,0.0153,0.0141,0.0032,4.8397
93,TDA2-6,93,351,313766.123,0.0092,0.0300,0.0208,0.0136,0.0046,4.7877
94,TDA2-7,94,351,313766.123,0.0083,0.0325,0.0242,0.0143,0.0061,5.0281
95,TDA2-8,95,328,293205.9497,0.0076,0.0323,0.0247,0.0134,0.0061,4.4015
96,TDA2-9,96,134,119785.3575,0.0070,0.0166,0.0096,0.0096,0.0024,1.2912
97,TDA2-10,97,231,206495.6536,0.0060,0.0215,0.0155,0.0104,0.0040,2.4058
98,TDB2-1,98,473,422824.4336,0.0382,0.0437,0.0055,0.0408,0.0013,19.2774
99,TDB2-2,99,211,188617.242,0.0362,0.0407,0.0044,0.0379,0.0010,7.9868
100,TDB2-3,100,167,149284.7366,0.0344,0.0386,0.0042,0.0358,0.0008,5.9728
101,TDB2-4,101,197,176102.3539,0.0324,0.0381,0.0057,0.0342,0.0012,6.7324
102,TDB2-5,102,304,271751.8558,0.0306,0.0399,0.0093,0.0334,0.0023,10.1676
103,TDB2-6,103,299,267282.2529,0.0285,0.0399,0.0115,0.0313,0.0023,9.3495
104,TDB2-7,104,353,315553.9642,0.0264,0.0403,0.0139,0.0303,0.0034,10.7071
105,TDB2-8,105,334,298569.4732,0.0245,0.0402,0.0157,0.0286,0.0036,9.5645
106,TDB2-9,106,324,289630.2674,0.0224,0.0367,0.0143,0.0257,0.0026,8.3132
107,TDB2-10,107,322,287842.4263,0.0202,0.0316,0.0114,0.0235,0.0024,7.5658
108,TDA3-1,108,155,138557.6897,0.0321,0.0402,0.0080,0.0359,0.0023,5.5624
109,TDA3-2,109,215,192192.9244,0.0309,0.0392,0.0083,0.0339,0.0023,7.2880
110,TDA3-3,110,258,230631.5092,0.0288,0.0380,0.0092,0.0310,0.0017,8.0023
111,TDA3-4,111,246,219904.4623,0.0269,0.0347,0.0078,0.0290,0.0013,7.1325
112,TDA3-5,112,264,235995.0327,0.0249,0.0313,0.0064,0.0273,0.0015,7.2024
113,TDA3-6,113,316,282478.9028,0.0229,0.0335,0.0106,0.0260,0.0023,8.2106
114,TDA3-7,114,325,290524.188,0.0208,0.0337,0.0129,0.0243,0.0027,7.8916
115,TDA3-8,115,315,281584.9822,0.0188,0.0321,0.0133,0.0225,0.0029,7.0747
116,TDA3-9,116,270,241358.5562,0.0174,0.0309,0.0135,0.0216,0.0037,5.8356
117,TSA1-1,117,7907,7068230.014,0.0383,0.0808,0.0425,0.0530,0.0090,419.3295
118,TSA1-2,118,338,302145.1555,0.0364,0.0742,0.0378,0.0411,0.0072,13.8784
119,TSA1-3,119,345,308402.5996,0.0345,0.0616,0.0271,0.0375,0.0037,12.9530
120,TSA1-4,120,342,305720.8378,0.0326,0.0419,0.0092,0.0354,0.0020,12.1062
121,TSA1-5,121,340,303932.9967,0.0307,0.0441,0.0134,0.0335,0.0023,11.4044
122,TSA1-6,122,319,285160.6645,0.0287,0.0477,0.0190,0.0321,0.0033,10.2277
123,TSA1-7,123,353,315553.9642,0.0265,0.0488,0.0223,0.0301,0.0033,10.6177
124,TSA1-8,124,386,345053.3433,0.0242,0.0385,0.0143,0.0281,0.0031,10.8646
125,TSA1-9,125,332,296781.632,0.0224,0.0469,0.0245,0.0269,0.0047,8.9175
126,TSA1-10,126,332,296781.632,0.0203,0.0381,0.0178,0.0240,0.0032,7.9823
127,TSA1-11,127,302,269964.0147,0.0184,0.0336,0.0152,0.0223,0.0033,6.7255
128,TSA1-12,128,330,294993.7909,0.0165,0.0334,0.0169,0.0206,0.0036,6.8125
129,TSB1-1,129,1505,1345350.471,0.0382,0.0851,0.0469,0.0557,0.0153,83.8826
130,TSB1-2,130,327,292312.0291,0.0364,0.0801,0.0437,0.0430,0.0090,14.0748
131,TSB1-3,131,346,309296.5201,0.0343,0.0823,0.0481,0.0432,0.0114,14.9467
132,TSB1-4,132,329,294099.8703,0.0324,0.0753,0.0429,0.0387,0.0079,12.7286
133,TSB1-5,133,338,302145.1555,0.0305,0.0776,0.0471,0.0396,0.0114,13.3916
134,TSB1-6,134,355,317341.8053,0.0283,0.0803,0.0520,0.0374,0.0116,13.2816
135,TSB1-7,135,338,302145.1555,0.0264,0.0812,0.0547,0.0397,0.0151,13.4065
136,TSB1-8,136,336,300357.3143,0.0248,0.0830,0.0582,0.0411,0.0171,13.8044
137,TSB1-9,137,321,286948.5057,0.0238,0.0846,0.0608,0.0489,0.0205,15.7023
138,TSB1-10,138,329,294099.8703,0.0222,0.0782,0.0560,0.0337,0.0134,11.0817
139,TSB1-11,139,346,309296.5201,0.0207,0.0801,0.0594,0.0339,0.0145,11.7257
140,TSB1-12,140,326,291418.1086,0.0197,0.0829,0.0632,0.0389,0.0183,12.6717
141,TSB1-13,141,354,316447.8848,0.0186,0.0834,0.0648,0.0350,0.0168,12.4052
142,TSB1-14,142,335,299463.3938,0.0177,0.0835,0.0658,0.0382,0.0185,12.8062
143,TSB1-15,143,336,300357.3143,0.0171,0.0840,0.0669,0.0394,0.0191,13.2486
144,TSA2-1,144,428,382598.0076,0.0141,0.0366,0.0224,0.0188,0.0042,8.0542
145,TSA2-2,145,349,311978.2819,0.0121,0.0310,0.0188,0.0166,0.0041,5.7873
146,TSA2-3,146,333,297675.5526,0.0106,0.0327,0.0221,0.0159,0.0052,5.2960
147,TSA2-4,147,349,311978.2819,0.0088,0.0243,0.0155,0.0127,0.0035,4.4494
148,TSA2-5,148,335,299463.3938,0.0072,0.0280,0.0208,0.0119,0.0046,3.9963
149,TSA2-6,149,331,295887.7115,0.0058,0.0230,0.0172,0.0095,0.0034,3.1559
150,TSA2-7,150,345,308402.5996,0.0044,0.0248,0.0204,0.0083,0.0039,2.8563
151,TSA2-8,151,367,328068.8523,0.0031,0.0202,0.0170,0.0066,0.0035,2.4133
152,TSA2-9,152,325,290524.188,0.0023,0.0273,0.0250,0.0078,0.0061,2.5210
153,TSA2-10,153,327,292312.0291,0.0014,0.0140,0.0126,0.0039,0.0025,1.2693
154,TSB2-1,154,667,596245.0258,0.0556,0.0926,0.0369,0.0821,0.0083,54.7282
155,TSB2-2,155,254,227055.8269,0.0512,0.0942,0.0431,0.0805,0.0127,20.4347
156,TSB2-3,156,289,258343.0472,0.0492,0.0958,0.0466,0.0818,0.0136,23.6496
157,TSB2-4,157,225,201132.1301,0.0481,0.0973,0.0493,0.0850,0.0128,19.1154
158,TSB2-5,158,286,255661.2854,0.0489,0.0987,0.0498,0.0854,0.0134,24.4239
159,TSB2-6,159,251,224374.0652,0.0586,0.1004,0.0418,0.0911,0.0088,22.8693
160,TSB2-7,160,309,276221.4587,0.0511,0.1015,0.0505,0.0870,0.0139,26.8927
161,TSB2-8,161,317,283372.8234,0.0477,0.1026,0.0549,0.0875,0.0147,27.7492
162,TSB2-9,162,330,294993.7909,0.0465,0.1035,0.0569,0.0840,0.0176,27.7043
163,TSA3-1,163,34,30393.29967,0.0390,0.0477,0.0087,0.0439,0.0022,1.4935
164,TSA3-2,164,54,48271.71123,0.0359,0.0486,0.0127,0.0419,0.0035,2.2606
165,TSA3-3,165,52,46483.87008,0.0330,0.0494,0.0165,0.0395,0.0045,2.0557
166,TSA3-4,166,87,77771.09032,0.0301,0.0522,0.0221,0.0391,0.0061,3.3988
167,TSA3-5,167,120,107270.4694,0.0280,0.0540,0.0260,0.0388,0.0075,4.6581
168,TSA3-6,168,147,131406.325,0.0260,0.0584,0.0324,0.0381,0.0092,5.5952
169,TSA3-7,169,163,145709.0543,0.0240,0.0608,0.0368,0.0360,0.0104,5.8662
170,TSB3-1,170,23,20560.1733,0.0400,0.0413,0.0013,0.0406,0.0003,0.9329
171,TSB3-2,171,62,55423.07586,0.0383,0.0401,0.0018,0.0392,0.0005,2.4309
172,TSB3-3,172,71,63468.36107,0.0368,0.0388,0.0020,0.0378,0.0005,2.6838
173,TSB3-4,173,20,17878.41157,0.0357,0.0369,0.0012,0.0363,0.0004,0.7261
174,TSB3-5,174,54,48271.71123,0.0342,0.0376,0.0034,0.0357,0.0009,1.9256
175,TSB3-6,175,168,150178.6572,0.0314,0.0385,0.0070,0.0347,0.0017,5.8229
176,TSB3-7,176,176,157330.0218,0.0301,0.0378,0.0077,0.0335,0.0021,5.8914
177,TSB3-8,177,140,125148.881,0.0281,0.0370,0.0089,0.0308,0.0020,4.3067
178,TSB3-9,178,105,93861.66073,0.0261,0.0328,0.0067,0.0284,0.0016,2.9801
179,TSB3-10,179,158,141239.4514,0.0239,0.0348,0.0109,0.0272,0.0025,4.2989
180,TDB4-7,180,1892,1691297.734,0.0458,0.0651,0.0192,0.0580,0.0050,109.8128
181,TDB4-6,181,3,2681.761735,0.0516,0.0532,0.0016,0.0525,0.0007,0.1576
182,TDB4-5,182,4,3575.682314,0.0521,0.0540,0.0020,0.0531,0.0008,0.2122
183,TDB4-4,183,2,1787.841157,0.0529,0.0544,0.0015,0.0537,0.0008,0.1073
184,TDB4-3,184,2,1787.841157,0.0533,0.0537,0.0004,0.0535,0.0002,0.1070
185,TDB4-2,185,2,1787.841157,0.0541,0.0545,0.0004,0.0543,0.0002,0.1086
186,TDA4-11,186,3169,2832834.313,0.0426,0.0659,0.0233,0.0584,0.0065,185.1198
187,TDA4-12,187,333,297675.5526,0.0423,0.0648,0.0225,0.0577,0.0066,19.1989
188,TDA4-13,188,313,279797.141,0.0428,0.0644,0.0217,0.0577,0.0060,18.0538
189,TDA4-14,189,309,276221.4587,0.0430,0.0640,0.0210,0.0576,0.0058,17.8095
190,TDA4-15,190,331,295887.7115,0.0417,0.0635,0.0218,0.0556,0.0070,18.4063
191,TD5-1,191,7366,6584618.981,0.0407,0.0630,0.0223,0.0515,0.0053,379.1936
192,TD5-2,192,224,200238.2096,0.0416,0.0595,0.0179,0.0505,0.0048,11.3089
193,TD5-3,193,143,127830.6427,0.0409,0.0579,0.0171,0.0497,0.0045,7.1106
194,TD5-4,194,132,117997.5164,0.0398,0.0571,0.0173,0.0458,0.0047,6.0446
195,TD5-5,195,101,90285.97842,0.0394,0.0568,0.0174,0.0475,0.0051,4.7966
196,TD5-6,196,89,79558.93148,0.0403,0.0562,0.0159,0.0488,0.0042,4.3426
197,TD5-7,197,84,75089.32859,0.0410,0.0558,0.0148,0.0494,0.0035,4.1537
198,TD5-8,198,73,65256.20222,0.0398,0.0547,0.0149,0.0468,0.0042,3.4158
199,TD5-9,199,61,54529.15528,0.0396,0.0543,0.0148,0.0453,0.0040,2.7649
200,TD5-10,200,57,50953.47297,0.0419,0.0540,0.0120,0.0494,0.0029,2.8148
201,TD5-11,201,76,67937.96396,0.0393,0.0478,0.0085,0.0430,0.0024,3.2698
202,TD5-12,202,46,41120.34661,0.0394,0.0531,0.0137,0.0444,0.0039,2.0440
203,TD5-13,203,40,35756.82314,0.0392,0.0527,0.0134,0.0437,0.0037,1.7480
204,TDA4-2,204,5,4469.602892,0.0456,0.0464,0.0007,0.0459,0.0003,0.2297
205,TDA4-3,205,32,28605.45851,0.0441,0.0495,0.0054,0.0457,0.0013,1.4626
206,TDA4-4,206,28,25029.7762,0.0432,0.0500,0.0068,0.0447,0.0018,1.2528
207,TDA4-5,207,66,58998.75818,0.0418,0.0505,0.0086,0.0439,0.0021,2.8985
208,TDA4-6,208,112,100119.1048,0.0400,0.0513,0.0113,0.0431,0.0027,4.8218
209,TDA4-7,209,2,1787.841157,0.0448,0.0456,0.0008,0.0452,0.0004,0.0903
210,TDA4-8,210,9,8045.285206,0.0427,0.0459,0.0032,0.0445,0.0010,0.4002
211,TDA4-9,211,10,8939.205784,0.0429,0.0470,0.0041,0.0453,0.0012,0.4530
212,TD6-1,212,400,357568.2314,0.0399,0.0433,0.0034,0.0416,0.0009,16.6351
213,TD6-2,213,340,303932.9967,0.0388,0.0432,0.0043,0.0406,0.0011,13.8010
214,TD6-3,214,328,293205.9497,0.0373,0.0430,0.0057,0.0391,0.0013,12.8364
215,TD6-4,215,317,283372.8234,0.0354,0.0399,0.0045,0.0373,0.0011,11.8176
216,TD6-5,216,331,295887.7115,0.0335,0.0408,0.0073,0.0359,0.0016,11.8721
217,TD6-6,217,347,310190.4407,0.0315,0.0401,0.0086,0.0341,0.0018,11.8459
218,TD6-7,218,289,258343.0472,0.0303,0.0414,0.0111,0.0341,0.0031,9.8621
219,TD6-8,219,203,181465.8774,0.0304,0.0429,0.0126,0.0364,0.0035,7.3918
220,TD6-9,220,272,243146.3973,0.0284,0.0406,0.0122,0.0315,0.0028,8.5741
221,TD6-10,221,332,296781.632,0.0264,0.0415,0.0152,0.0299,0.0031,9.9358
222,TTB1-1,222,7912,7072699.616,0.1989,0.6478,0.4489,0.4803,0.1111,3800.3721
223,TTB1-2,223,1123,1003872.81,0.1509,0.5674,0.4165,0.2735,0.0984,307.1209
224,TTB1-3,224,451,403158.1809,0.2724,0.6446,0.3722,0.5566,0.0822,251.0128
225,TTB1-4,225,791,707091.1775,0.5051,0.6894,0.1843,0.5999,0.0476,474.5087
226,TTB1-5,226,635,567639.5673,0.1980,0.7154,0.5174,0.5227,0.1462,331.9076
227,TTB2-1,227,2286,2043502.442,0.4583,0.6569,0.1986,0.6097,0.0399,1393.8278
228,TTB2-2,228,1050,938616.6073,0.4525,0.6461,0.1935,0.5969,0.0379,626.7626
229,TTB2-3,229,1106,988676.1597,0.5108,0.6223,0.1115,0.5736,0.0302,634.4489
230,TTB2-4,230,1056,943980.1308,0.5059,0.5887,0.0828,0.5513,0.0184,582.1763
231,TTB2-5,231,1102,985100.4774,0.4812,0.5417,0.0605,0.5089,0.0149,560.8071
232,TTB2-6,232,1134,1013705.936,0.4138,0.5111,0.0972,0.4580,0.0207,519.3821
233,TTB2-7,233,1066,952919.3366,0.3445,0.4868,0.1423,0.3980,0.0275,424.2776
234,TTB2-8,234,873,780392.665,0.2891,0.4937,0.2046,0.3468,0.0387,302.7854
235,TTB3-1,235,285,254767.3648,0.3710,0.4903,0.1193,0.4430,0.0289,126.2592
236,TTB3-2,236,494,441596.7657,0.3216,0.4833,0.1617,0.4026,0.0411,198.8634
237,TTB3-3,237,598,534564.5059,0.3030,0.4617,0.1587,0.3685,0.0408,220.3774
238,TTB3-4,238,450,402264.2603,0.2922,0.4234,0.1312,0.3482,0.0346,156.6855
239,TTB3-5,239,533,476459.6683,0.2635,0.3885,0.1251,0.3138,0.0311,167.2616
240,TTB3-6,240,349,311978.2819,0.2505,0.3530,0.1025,0.2926,0.0256,102.1214
241,TTB3-7,241,353,315553.9642,0.2329,0.3215,0.0886,0.2702,0.0223,95.3786
242,TTB3-8,242,24,21454.09388,0.2746,0.2967,0.0222,0.2880,0.0059,6.9111
243,TTB4-1,243,127,113527.9135,0.5203,0.5378,0.0175,0.5293,0.0042,67.2232
244,TTB4-2,244,558,498807.6828,0.4794,0.5698,0.0904,0.5109,0.0172,285.0665
245,TTB4-3,245,1418,1267579.38,0.3838,0.5952,0.2114,0.4643,0.0417,658.3092
246,TTB4-4,246,974,870678.6434,0.3340,0.6204,0.2864,0.4388,0.0791,427.4151
247,TTB4-5,247,1078,963646.3835,0.2800,0.6292,0.3492,0.3958,0.0934,426.7003
248,TTB4-6,248,1027,918056.434,0.2235,0.5840,0.3604,0.3230,0.0760,331.7437
249,TTB4-7,249,1108,990464.0009,0.1773,0.5939,0.4166,0.2921,0.0985,323.6918
250,TTB4-8,250,1097,980630.8745,0.1351,0.4366,0.3015,0.2167,0.0651,237.7384
251,TTB4-9,251,1123,1003872.81,0.1112,0.4561,0.3449,0.1900,0.0747,213.3692
252,TTB5-1,252,7562,6759827.414,0.3267,0.9724,0.6456,0.6922,0.1750,5234.4364
253,TTB5-2,253,939,839391.4231,0.2513,0.5381,0.2868,0.3407,0.0559,319.8858
254,TTB5-3,254,862,770559.5386,0.1867,0.4199,0.2332,0.2601,0.0455,224.2112
255,TTB5-4,255,945,844754.9466,0.1438,0.4408,0.2970,0.2271,0.0616,214.6087
256,TTB5-5,256,1014,906435.4665,0.1108,0.3873,0.2765,0.1834,0.0539,185.9337
257,TTB5-6,257,926,827770.4556,0.0890,0.2592,0.1702,0.1391,0.0363,128.7664
258,TTB5-7,258,747,667758.6721,0.0723,0.1792,0.1069,0.1065,0.0244,79.5844
259,TTB5-8,259,705,630214.0078,0.0612,0.1522,0.0910,0.0930,0.0238,65.5733
260,TTB5-9,260,852,761620.3328,0.0481,0.1677,0.1196,0.0865,0.0286,73.6555
261,TTB5-10,261,934,834921.8202,0.0374,0.1614,0.1240,0.0858,0.0326,80.1581
262,TTB6-1,262,1011,903753.7048,0.6871,0.9724,0.2853,0.8958,0.0706,905.7006
263,TTB6-2,263,1087,971691.6687,0.6197,0.9631,0.3434,0.8704,0.0837,946.1014
264,TTB6-3,264,1112,994039.6832,0.6381,0.9364,0.2983,0.8455,0.0739,940.1885
265,TTB6-4,265,1078,963646.3835,0.6567,0.8981,0.2414,0.8011,0.0672,863.5351
266,TTB6-5,266,1104,986888.3186,0.7007,0.8662,0.1655,0.7957,0.0436,878.4116
267,TTB6-6,267,1112,994039.6832,0.6465,0.8224,0.1759,0.7309,0.0463,812.7473
268,TTB6-7,268,1090,974373.4305,0.5618,0.8136,0.2518,0.6606,0.0589,720.0250
269,TTB6-8,269,1062,949343.6543,0.5069,0.8125,0.3056,0.6334,0.0817,672.6438
270,TTB6-9,270,1076,961858.5424,0.4295,0.7795,0.3501,0.5427,0.0803,583.9087
271,TTB7-1,271,2550,2279497.475,0.3717,0.6992,0.3275,0.5253,0.0794,1339.4606
272,TTB7-2,272,669,598032.867,0.3695,0.6982,0.3288,0.5146,0.0940,344.2881
273,TTB7-3,273,933,834027.8997,0.3161,0.6810,0.3648,0.4402,0.0967,410.6905
274,TTB7-4,274,519,463944.7802,0.3343,0.6641,0.3298,0.4876,0.0924,253.0772
275,TTB7-5,275,892,797377.1559,0.2727,0.6338,0.3611,0.3871,0.0932,345.3233
276,TTB7-6,276,1022,913586.8311,0.2010,0.6050,0.4040,0.3047,0.0906,311.4254
277,TTB7-7,277,978,874254.3257,0.1516,0.5967,0.4452,0.2714,0.1132,265.4491
278,TTB7-8,278,707,632001.8489,0.1455,0.5900,0.4446,0.3223,0.1304,227.8525
279,TTB7-9,279,946,845648.8672,0.1017,0.5709,0.4692,0.1976,0.1054,186.9238
280,TTB8-1,280,257,229737.5887,0.6869,0.7974,0.1105,0.7406,0.0248,190.3394
281,TTB8-2,281,17,15196.64983,0.6739,0.7183,0.0444,0.6936,0.0128,11.7918
282,TTB8-3,282,14,12514.8881,0.6637,0.7066,0.0429,0.6824,0.0123,9.5538
283,TTB8-4,283,213,190405.0832,0.6300,0.7497,0.1197,0.6876,0.0307,146.4677
