covnames,sum.wgt,ER
und,1.2854,-4.50385423966363
water,1.2854,-4.50385423966363
ele,1.2854,-4.50385423966363
height100,0.6427,1.79876854184159
height500,0.6427,1.79876854184159
disturb100,1.2854,-4.50385423966363
disturb500,0,0
distRoad,0.7146,2.50385423966363
forest100,0,0
forest1500,1.2854,-4.50385423966363
forest500,0,0
forest1000,0,0
ndvi100,1.2854,-4.50385423966363
ndvi500,0,0
