covnames,sum.wgt,ER
und,0.2838,0.396258028483664
water,1.0212,-48.169811320755
ele,1.0848,-12.7924528301887
height100,0.2173,0.27762872109365
height500,0,0
disturb100,0,0
disturb500,0.2468,0.327668613913967
distRoad,1.6138,-2.62919517758228
forest100,0,0
forest1500,0.8888,7.99280575539568
forest500,0,0
forest1000,0,0
ndvi100,0.7031,2.36813742000674
ndvi500,0,0
