Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(observer1 P start)psi(disturb100 P und P ele P height100),0,0.0731,9,218.42,0.34,1
p(observer1 P start)psi(disturb100 P forest100 P ndvi500 P und P water P ele),0.39,0.0601,11,214.42,1.76,1
p(observer1 P start)psi(ndvi500 P und P water P ele P distRoad),0.6,0.0542,10,216.83,2.34,1
p(observer1 P start)psi(und P ele P height100),0.63,0.0535,8,221.21,0,0
p(observer1 P start)psi(und P water P ele P height100),0.87,0.0474,9,219.28,0,0
p(observer1 P start)psi(forest100 P und P height100),1.31,0.038,8,221.89,4.1,1
p(observer1 P start)psi(disturb100 P und P water P ele P height100),1.73,0.0308,10,217.97,0,1
p(observer1 P start)psi(ndvi500 P und P ele P height100),1.87,0.0288,9,220.28,5.37,1
p(observer1 P start)psi(und P ele),2.41,0.0219,7,225.13,0.24,1
p(observer1 P start)psi(ndvi500 P und P ele P height100 P distRoad),2.42,0.0218,10,218.65,5.39,1
p(observer1 P start)psi(und),2.53,0.0206,6,227.38,0.02,1
p(observer1 P start)psi(und P ele P distRoad),2.72,0.0187,8,223.3,0.31,1
p(observer1 P start)psi(forest100 P und P water P height100),2.98,0.0165,9,221.4,5.83,1
p(observer1 P start)psi(ndvi500 P und P water P ele P height100 P distRoad),3.08,0.0157,11,217.11,0,1
p(observer1 P start)psi(und P ele P height100 P distRoad),3.33,0.0139,9,221.74,2.18,0
p(observer1 P start)psi(ndvi500 P und),3.35,0.0137,7,226.07,5.84,1
p(observer1 P start)psi(forest100 P und P ele),3.61,0.0121,8,224.19,-0.26,1
p(observer1 P start)psi(disturb100 P ndvi500 P und P water P ele P height100 P distRoad),3.79,0.011,12,215.61,0,1
p(observer1 P start)psi(disturb100 P und P water P height100 P distRoad),4,0.0099,10,220.23,4.17,1
p(observer1 P start)psi(ndvi500 P und P water P ele P height100),4.05,0.0097,10,220.28,1.88,1
p(observer1 P start)psi(ndvi500 P und P ele),4.08,0.0095,8,224.66,0.56,0
p(observer1 P start)psi(und P water),4.1,0.0094,7,226.83,-0.48,1
p(observer1 P start)psi(und P water P ele P distRoad),4.22,0.0089,9,222.64,0.14,1
p(observer1 P start)psi(forest100 P ndvi500 P und P ele P height100 P distRoad),4.25,0.0087,11,218.28,3.72,1
p(observer1 P start)psi(disturb100 P ndvi500 P und),4.35,0.0083,8,224.93,0,1
p(observer1 P start)psi(und P water P ele),4.5,0.0077,8,225.08,-1.03,0
p(observer1 P start)psi(forest100 P und P water P ele),4.52,0.0076,9,222.94,0.8,0
p(observer1 P start)psi(und P water P height100 P distRoad),4.53,0.0076,9,222.95,0,1
p(observer1 P start)psi(disturb100 P und P ele),4.55,0.0075,8,225.13,2.16,1
p(observer1 P start)psi(forest100 P und),4.59,0.0074,7,227.32,0.28,1
p(observer1 P start)psi(ndvi500 P und P ele P distRoad),4.6,0.0073,9,223.01,-0.51,1
p(observer1 P start)psi(und P distRoad),4.6,0.0073,7,227.32,2.82,1
p(observer1 P start)psi(und P height100),4.61,0.0073,7,227.34,1.62,1
p(observer1 P start)psi(disturb100 P und),4.65,0.0071,7,227.38,4.84,1
p(observer1 P start)psi(forest100 P und P ele P distRoad),4.72,0.0069,9,223.14,0.05,1
p(observer1 P start)psi(disturb100 P und P ele P distRoad),4.75,0.0068,9,223.16,0.01,1
p(observer1 P start)psi(disturb100 P ndvi500 P und P ele P height100 P distRoad),4.86,0.0064,11,218.9,5.92,1
p(observer1 P start)psi(disturb100 P und P ele P height100 P distRoad),5.03,0.0059,10,221.26,0,1
p(observer1 P start)psi(height100),5.07,0.0058,6,229.92,0,0
p(observer1 P start)psi(forest100 P und P ele P height100),5.18,0.0055,9,223.6,0.63,1
p(observer1 P start)psi(forest100 P und P water P ele P distRoad),5.19,0.0055,10,221.43,2.41,1
p(observer1 P start)psi(forest100 P ndvi500 P und P water P ele),5.22,0.0054,10,221.45,0.05,0
p(observer1 P start)psi(disturb100 P forest100 P und P water P height100),5.22,0.0054,10,221.46,4.18,1
p(observer1 P start)psi(ndvi500 P und P height100),5.25,0.0053,8,225.83,0.85,1
p(observer1 P start)psi(forest100 P ndvi500 P und P ele),5.32,0.0051,9,223.74,-0.04,1
p(observer1 P start)psi(forest100 P und P ele P height100 P distRoad),5.36,0.005,10,221.6,1.96,1
p(observer1 P start)psi(disturb100 P forest100 P ndvi500 P und P ele),5.37,0.005,10,221.61,0,1
p(observer1 P start)psi(ndvi500 P und P distRoad),5.45,0.0048,8,226.03,1.54,1
