Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p()psi(ndvi500 P und P ele P height500),0,0.0715,6,143.44,5.26,1
p(observer1)psi(ndvi500 P ele P height500),1.09,0.0414,7,142.41,-1,0
p()psi(ndvi500 P ele P height500),1.27,0.0379,5,146.82,0.15,0
p(observer1)psi(forest1000 P und P distRoad),2.15,0.0244,7,143.46,0.59,1
p(observer1)psi(ndvi500 P und P ele P height500),2.34,0.0222,8,141.51,-0.53,1
p()psi(ndvi500 P ele P height500 P distRoad),2.91,0.0167,6,146.35,0,0
p(observer1)psi(ndvi500 P und P water P ele P height500),3,0.0159,9,140.01,0.63,0
p(observer1)psi(ndvi500 P water P ele P height500),3.23,0.0142,8,142.41,1.34,1
p()psi(disturb500 P water P ele P height500 P distRoad),3.42,0.0129,7,144.73,3.35,1
p()psi(ndvi500 P und P ele P height500 P distRoad),3.61,0.0117,7,144.93,2.3,1
p(observer1)psi(disturb500 P water P height500 P distRoad),3.63,0.0116,8,142.8,0.55,1
p()psi(disturb500 P und P water P height500 P distRoad),3.8,0.0107,7,145.12,0,1
p()psi(ndvi500 P height500 P distRoad),3.85,0.0104,5,149.39,4.89,1
p(observer1)psi(water P height500 P distRoad),3.9,0.0102,7,145.21,-0.49,0
p(observer1)psi(disturb500 P water P ele P height500 P distRoad),3.95,0.0099,9,140.96,0.02,1
p()psi(ndvi500 P und P water P ele P height500),4.09,0.0092,7,145.41,5.44,0
p()psi(disturb500 P forest1000 P water P height500 P distRoad),4.09,0.0092,7,145.41,1.37,1
p(observer1)psi(height500),4.2,0.0088,5,149.75,0,1
p(observer1)psi(disturb500 P height500),4.28,0.0084,6,147.72,0,0
p()psi(ndvi500 P water P ele P height500),4.29,0.0084,6,147.73,0,1
p(observer1)psi(disturb500 P ndvi500 P water P height500 P distRoad),4.36,0.0081,9,141.36,0.82,1
p()psi(height500),4.36,0.0081,3,154.06,0,0
p()psi(disturb500 P ndvi500 P water P height500 P distRoad),4.38,0.008,7,145.69,5.64,1
p(observer1)psi(disturb500 P ndvi500 P ele P height500 P distRoad),4.41,0.0079,9,141.42,-0.29,1
p(observer1)psi(disturb500 P forest1000 P ndvi500 P distRoad),4.43,0.0078,8,143.6,1.02,1
p()psi(disturb500 P height500),4.51,0.0075,4,152.15,0,0
p()psi(disturb500 P ndvi500 P ele P height500 P distRoad),4.57,0.0073,7,145.88,2.86,1
p()psi(disturb500 P und P water P ele P height500 P distRoad),4.57,0.0073,8,143.74,1.66,1
p(observer1)psi(ndvi500 P height500 P distRoad),4.71,0.0068,7,146.03,0.26,1
p(observer1)psi(disturb500 P height500 P distRoad),4.74,0.0067,7,146.06,5.11,0
p(observer1)psi(forest1000 P height500),4.77,0.0066,6,148.21,5.92,0
p(observer1)psi(disturb500 P forest1000 P distRoad),4.78,0.0066,7,146.09,-1.38,1
p(observer1)psi(und P ele P distRoad),4.87,0.0063,7,146.18,0,1
p()psi(disturb500 P height500 P distRoad),4.99,0.0059,5,150.54,5.95,0
p(observer1)psi(disturb500 P forest1000 P water P height500 P distRoad),5.08,0.0056,9,142.09,4.46,1
p(observer1)psi(und P ele P height500 P distRoad),5.17,0.0054,8,144.34,0.66,1
p(observer1)psi(disturb500 P und P water P height500 P distRoad),5.22,0.0053,9,142.22,4.82,1
p(observer1)psi(forest1000 P und P water P distRoad),5.23,0.0052,8,144.4,4.33,1
p(observer1)psi(disturb500 P forest1000 P ndvi500 P water),5.25,0.0052,8,144.42,-1.15,1
p()psi(forest1000 P height500),5.25,0.0052,4,152.89,0,0
p()psi(disturb500 P forest1000 P ndvi500 P water P height500 P distRoad),5.27,0.0051,8,144.44,3.86,1
p()psi(disturb500 P forest1000 P ndvi500 P ele P height500 P distRoad),5.27,0.0051,8,144.44,5.51,1
p()psi(und P ele P distRoad),5.44,0.0047,5,150.99,2.6,0
p(observer1)psi(forest1000),5.46,0.0047,5,151,0,0
p(observer1)psi(disturb500 P forest1000),5.46,0.0047,6,148.9,0,0
p(observer1)psi(ndvi500 P ele P height500 P distRoad),5.46,0.0047,8,144.63,-1.99,0
p(observer1)psi(water P ele P height500 P distRoad),5.5,0.0046,8,144.67,-1.33,1
p(observer1)psi(disturb500 P forest1000 P water P ele),5.51,0.0046,8,144.68,0.3,1
p(observer1)psi(disturb500 P forest1000 P ndvi500 P ele P height500 P distRoad),5.58,0.0044,10,140.4,1.48,1
p(observer1)psi(ndvi500 P und P height500 P distRoad),5.59,0.0044,8,144.77,-1.37,1
p(observer1)psi(disturb500 P forest1000 P water),5.61,0.0043,7,146.92,3.91,1
p()psi(disturb500 P forest1000 P und P water P height500 P distRoad),5.66,0.0042,8,144.83,3.09,1
p()psi(disturb500 P forest1000 P distRoad),5.68,0.0042,5,151.23,0.31,1
p(observer1)psi(ndvi500 P water P ele P height500 P distRoad),5.75,0.004,9,142.76,-1.51,1
p(observer1)psi(ele P height500),5.84,0.0039,6,149.28,0,1
p(observer1)psi(disturb500 P forest1000 P ndvi500 P water P height500 P distRoad),5.9,0.0037,10,140.73,1.64,1
p(observer1)psi(disturb500 P forest1000 P ndvi500 P water P ele),5.92,0.0037,9,142.93,0.17,1
p()psi(ele P height500),5.92,0.0037,4,153.56,0,0
p()psi(disturb500 P ndvi500 P und P water P height500 P distRoad),5.95,0.0037,8,145.12,0,1
p()psi(ndvi500 P water P ele P height500 P distRoad),5.96,0.0036,7,147.27,0.12,1
p(observer1)psi(disturb500 P forest1000 P ndvi500 P ele),5.98,0.0036,8,145.15,0,1
p(observer1)psi(water P height500),6.03,0.0035,6,149.47,0,1
p(observer1)psi(disturb500 P forest1000 P height500),6.04,0.0035,7,147.35,0,0
p()psi(disturb500 P forest1000),6.05,0.0035,4,153.68,0,0
p()psi(forest1000),6.06,0.0034,3,155.77,0,0
p(observer1)psi(ndvi500 P water P height500 P distRoad),6.09,0.0034,8,145.26,-0.97,1
p()psi(disturb500 P forest1000 P water),6.1,0.0034,5,151.64,3.47,1
p(observer1)psi(disturb500 P forest1000 P und P water P ele P height500 P distRoad),6.15,0.0033,11,138.77,2.37,1
p(observer1)psi(),6.15,0.0033,4,153.79,5.83,0
p()psi(water P height500),6.18,0.0032,4,153.82,0,0
p(observer1)psi(ndvi500 P height500),6.19,0.0032,6,149.63,0,1
p(observer1)psi(height500 P distRoad),6.22,0.0032,6,149.66,0,1
p(observer1)psi(und P height500),6.22,0.0032,6,149.66,0,1
p(observer1)psi(forest1000 P und P water P ele P distRoad),6.22,0.0032,9,143.23,2.9,1
p(observer1)psi(disturb500 P ndvi500 P water P ele P height500 P distRoad),6.22,0.0032,10,141.05,-0.82,1
p(observer1)psi(forest1000 P und P ele P distRoad),6.32,0.003,8,145.49,4.5,1
p(observer1)psi(disturb500 P ele P height500),6.32,0.003,7,147.63,0,0
p(observer1)psi(disturb500 P ndvi500 P height500),6.33,0.003,7,147.65,5.6,0
p()psi(und P height500),6.33,0.003,4,153.97,0,0
p()psi(ndvi500 P height500),6.34,0.003,4,153.97,0,0
p()psi(disturb500 P forest1000 P height500),6.35,0.003,5,151.9,0,0
p(observer1)psi(disturb500 P water P height500),6.36,0.003,7,147.67,0,0
p(observer1)psi(und P water P ele P distRoad),6.36,0.003,8,145.53,5.37,1
p()psi(height500 P distRoad),6.39,0.0029,4,154.03,0,0
p(observer1)psi(disturb500 P und P height500),6.4,0.0029,7,147.72,0,0
p(observer1)psi(disturb500 P forest1000 P water P ele P height500 P distRoad),6.41,0.0029,10,141.23,1.48,1
p(observer1)psi(forest1000 P height500 P distRoad),6.42,0.0029,7,147.73,4.64,0
p()psi(disturb500 P ele P height500),6.54,0.0027,5,152.08,5.75,0
p(observer1)psi(disturb500 P forest1000 P und P distRoad),6.55,0.0027,8,145.72,3.25,1
p()psi(disturb500 P ndvi500 P height500),6.56,0.0027,5,152.1,0,0
p()psi(disturb500 P water P height500),6.56,0.0027,5,152.1,0,0
p()psi(disturb500 P und P height500),6.59,0.0026,5,152.14,0,0
p(observer1)psi(disturb500 P forest1000 P und P water P height500 P distRoad),6.63,0.0026,10,141.46,0,1
p(observer1)psi(forest1000 P ndvi500 P height500),6.65,0.0026,7,147.97,0,0
p(observer1)psi(forest1000 P und P height500),6.66,0.0026,7,147.98,0,0
p(observer1)psi(forest1000 P ele P height500),6.69,0.0025,7,148,0,0
p(observer1)psi(disturb500 P forest1000 P height500 P distRoad),6.69,0.0025,8,145.86,5.15,0
p(observer1)psi(disturb500 P forest1000 P water P ele P distRoad),6.7,0.0025,9,143.71,0.31,1
p()psi(ndvi500 P und P water P ele P height500 P distRoad),6.71,0.0025,8,145.88,1.99,1
p(observer1)psi(disturb500 P forest1000 P ndvi500 P water P distRoad),6.82,0.0024,9,143.83,0.06,1
p(observer1)psi(forest1000 P water P height500),6.83,0.0024,7,148.14,0,0
p(observer1)psi(disturb500 P ele P height500 P distRoad),6.83,0.0023,8,146,5.96,0
p()psi(disturb500 P forest1000 P ndvi500 P und P water P height500 P distRoad),6.86,0.0023,9,143.86,2.01,1
p()psi(),6.86,0.0023,2,158.62,0,0
p(observer1)psi(und P water P ele P height500 P distRoad),6.86,0.0023,9,143.87,0.16,1
p(observer1)psi(disturb500 P und P height500 P distRoad),6.87,0.0023,8,146.04,5.28,0
p()psi(disturb500 P ndvi500 P ele P distRoad),6.88,0.0023,6,150.32,0,1
p(observer1)psi(disturb500 P ndvi500 P height500 P distRoad),6.89,0.0023,8,146.06,4.01,0
p(observer1)psi(forest1000 P ndvi500),6.9,0.0023,6,150.34,0,0
p()psi(forest1000 P height500 P distRoad),6.92,0.0022,5,152.47,0,0
