Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p()psi(disturb500 P forest1000 P ndvi500 P ele),0,0.0863,6,96.19,4.32,1
p()psi(disturb500 P forest1000 P ndvi500 P und P ele),0.17,0.0792,7,94.24,1.49,1
p()psi(disturb500 P ndvi500 P ele),1.04,0.0514,5,99.34,2.74,0
p()psi(disturb500 P forest1000 P ndvi500 P water P ele),1.73,0.0364,7,95.79,1.91,1
p()psi(disturb500 P forest1000 P ndvi500 P und P water P ele),1.77,0.0356,8,93.7,0,1
p()psi(disturb500 P forest1000 P ndvi500 P water P ele P distRoad),1.77,0.0356,8,93.7,0,1
p()psi(disturb500 P ndvi500),2.11,0.03,4,102.5,3.48,1
p()psi(disturb500 P forest1000 P ndvi500 P ele P distRoad),2.12,0.0298,7,96.19,4.51,1
p()psi(disturb500 P ndvi500 P und),2.22,0.0284,5,100.52,0,1
p()psi(disturb500 P ndvi500 P und P ele),2.26,0.0279,6,98.45,1.36,1
p()psi(disturb500 P ndvi500 P water P ele),2.26,0.0279,6,98.45,2.87,1
p()psi(disturb500 P forest1000 P ndvi500 P und P ele P distRoad),2.31,0.0271,8,94.24,1.91,1
p()psi(ndvi500 P ele P distRoad),2.63,0.0232,5,100.93,0,0
p()psi(disturb500 P ndvi500 P ele P distRoad),2.71,0.0223,6,98.9,4.8,0
p()psi(disturb500 P ndvi500 P und P ele P distRoad),2.86,0.0206,7,96.93,-0.98,1
p()psi(disturb500 P forest1000 P ndvi500),2.87,0.0205,5,101.17,4.88,1
p()psi(disturb500 P ndvi500 P und P water P ele),3,0.0193,7,97.07,1.19,0
p()psi(disturb500 P ele),3.15,0.0178,4,103.54,4.87,1
p()psi(disturb500 P water P ele),3.19,0.0175,5,101.49,3.51,1
p()psi(disturb500 P ndvi500 P distRoad),3.19,0.0175,5,101.49,5.92,1
p()psi(disturb500 P forest1000 P ndvi500 P und),3.32,0.0164,6,99.51,5.08,1
p()psi(disturb500 P ndvi500 P water P ele P distRoad),3.38,0.0159,7,97.44,5.03,1
p()psi(disturb500 P forest1000 P ndvi500 P distRoad),3.4,0.0157,6,99.6,4.51,1
p()psi(ndvi500 P ele),3.44,0.0154,4,103.83,0,0
