Rowid,OBJECTID_1,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
147,TSA2-3,147,225,201148.404202011646703,38,43,5,41.191111111111113,2.051321765997272,9268.000000000000000,3,43,38,43
148,TSA2-4,148,228,203830.382924705132609,38,43,5,40.171052631578945,2.052308229142344,9159.000000000000000,3,39,38,39
149,TSA2-5,149,228,203830.382924705132609,38,43,5,39.526315789473685,1.748234830646035,9012.000000000000000,3,39,43,39
150,TSA2-6,150,224,200254.411294447170803,37,43,6,39.741071428571431,2.066940180359240,8902.000000000000000,4,39,37,39
151,TSA2-7,151,228,203830.382924705132609,37,43,6,39.394736842105260,1.894675924946703,8982.000000000000000,4,38,37,39
152,TSA2-8,152,242,216346.283630608086241,37,43,6,39.165289256198349,1.794606738559386,9478.000000000000000,4,38,37,38
153,TSA2-9,153,220,196678.439664189179894,37,43,6,38.522727272727273,0.709949945855190,8475.000000000000000,4,39,43,39
154,TSA2-10,154,212,189526.496403673198074,38,43,5,38.466981132075475,0.902744421312030,8155.000000000000000,3,38,43,38
155,TSB2-1,155,534,477392.212639441015199,0,40,40,37.112359550561798,9.408265792325276,19818.000000000000000,4,40,39,40
156,TSB2-2,156,188,168070.666622125281719,0,40,40,35.984042553191486,10.636886874512115,6765.000000000000000,4,40,39,39
157,TSB2-3,157,227,202936.390017140656710,0,40,40,34.629955947136565,12.488746705381892,7861.000000000000000,4,40,39,39
158,TSB2-4,158,167,149296.815563270880375,0,40,40,32.844311377245511,14.451229584427981,5485.000000000000000,4,40,39,39
159,TSB2-5,159,221,197572.432571753684897,0,40,40,18.316742081447963,19.262162292258289,4048.000000000000000,3,0,40,0
160,TSB2-6,160,203,181480.560235592740355,0,43,43,7.546798029556650,15.505331264734677,1532.000000000000000,3,0,43,0
161,TSB2-7,161,213,190420.489311237703077,0,43,43,15.464788732394366,19.410440285874923,3294.000000000000000,3,0,43,0
162,TSB2-8,162,220,196678.439664189179894,0,43,43,13.759090909090910,19.379256930376709,3027.000000000000000,3,0,38,0
163,TSB2-9,163,224,200254.411294447170803,0,43,43,23.165178571428573,20.150426306290768,5189.000000000000000,3,0,38,38
164,TSA3-1,164,101,90293.283664014117676,38,39,1,38.821782178217823,0.382696001783956,3921.000000000000000,2,39,38,39
165,TSA3-2,165,74,66155.475159772715415,38,39,1,38.648648648648646,0.477392479260993,2860.000000000000000,2,39,38,39
166,TSA3-3,166,62,55427.560268998764514,38,39,1,38.725806451612904,0.446106989869096,2401.000000000000000,2,39,38,39
167,TSA3-4,167,94,84035.333311062640860,38,39,1,38.723404255319146,0.447314809396472,3640.000000000000000,2,39,38,39
168,TSA3-5,168,121,108173.141815304043121,38,39,1,38.661157024793390,0.473316398785815,4678.000000000000000,2,39,38,39
169,TSA3-6,169,145,129628.971596851959475,38,39,1,38.758620689655174,0.427919780896091,5620.000000000000000,2,39,38,39
170,TSA3-7,170,154,137674.907764932431746,38,39,1,38.863636363636367,0.343174292512207,5985.000000000000000,2,39,38,39
171,TSB3-1,171,35,31289.751764757369529,38,40,2,39.000000000000000,0.338061701891407,1365.000000000000000,3,39,38,39
172,TSB3-2,172,59,52745.581546305278607,38,40,2,38.593220338983052,0.783703594691216,2277.000000000000000,3,38,40,38
173,TSB3-3,173,64,57215.546084127759968,38,40,2,38.218750000000000,0.624218261107443,2446.000000000000000,2,38,40,38
174,TSB3-4,174,23,20561.836873983414989,38,38,0,38.000000000000000,0.000000000000000,874.000000000000000,1,38,38,38
175,TSB3-5,175,45,40229.680840402332251,38,38,0,38.000000000000000,0.000000000000000,1710.000000000000000,1,38,38,38
176,TSB3-6,176,139,124265.014151464973111,38,40,2,38.129496402877699,0.376170257910705,5300.000000000000000,3,38,40,38
177,TSB3-7,177,152,135886.921949803421739,38,40,2,38.296052631578945,0.667268743593896,5821.000000000000000,3,38,39,38
178,TSB3-8,178,122,109067.134722868548124,38,39,1,38.270491803278688,0.444213898519416,4669.000000000000000,2,38,39,38
179,TSB3-9,179,92,82247.347495933659957,38,39,1,38.413043478260867,0.492380506648023,3534.000000000000000,2,38,39,38
180,TSB3-10,180,129,115325.085075820010388,38,39,1,38.387596899224803,0.487201747673653,4952.000000000000000,2,38,39,38
181,TDB4-7,181,1331,1189904.559968344401568,38,38,0,38.000000000000000,0.000000000000000,50578.000000000000000,1,38,38,38
182,TDB4-6,182,7,6257.950352951474088,38,38,0,38.000000000000000,0.000000000000000,266.000000000000000,1,38,38,38
183,TDB4-5,183,6,5363.957445386977270,38,38,0,38.000000000000000,0.000000000000000,228.000000000000000,1,38,38,38
184,TDB4-4,184,3,2681.978722693488635,38,38,0,38.000000000000000,0.000000000000000,114.000000000000000,1,38,38,38
185,TDB4-3,185,4,3575.971630257984998,38,38,0,38.000000000000000,0.000000000000000,152.000000000000000,1,38,38,38
186,TDB4-2,186,2,1787.985815128992499,38,38,0,38.000000000000000,0.000000000000000,76.000000000000000,1,38,38,38
187,TDA4-11,187,2062,1843413.375397991156206,35,38,3,37.823957322987390,0.583102054479467,77993.000000000000000,3,38,35,38
188,TDA4-12,188,226,202042.397109576151706,36,38,2,37.292035398230091,0.956407510520740,8428.000000000000000,2,38,36,38
189,TDA4-13,189,205,183268.546050721721258,36,38,2,37.102439024390243,0.994739285582981,7606.000000000000000,2,38,36,38
190,TDA4-14,190,212,189526.496403673198074,36,38,2,37.018867924528301,0.999821984867259,7848.000000000000000,2,38,36,38
191,TDA4-15,191,221,197572.432571753684897,36,38,2,37.104072398190048,0.994569724018753,8200.000000000000000,2,38,36,38
192,TD5-1,192,3511,3138809.098458946216851,35,38,3,36.427798348048988,1.000348398612952,127898.000000000000000,3,37,38,37
193,TD5-2,193,330,295017.659496283740737,35,38,3,36.451515151515153,1.416059665777951,12029.000000000000000,4,35,36,37
194,TD5-3,194,257,229756.177244075544877,35,38,3,36.439688715953309,1.396654110600976,9365.000000000000000,4,35,37,36
195,TD5-4,195,216,193102.468033931188984,35,38,3,36.657407407407405,1.372089762187837,7918.000000000000000,3,38,36,36
196,TD5-5,196,217,193996.460941495693987,35,38,3,36.580645161290320,1.317795096198305,7938.000000000000000,3,38,36,36
197,TD5-6,197,227,202936.390017140656710,35,38,3,36.462555066079297,1.231795577149084,8277.000000000000000,3,36,35,36
198,TD5-7,198,194,173434.624067512282636,35,38,3,36.396907216494846,1.281184504144235,7061.000000000000000,3,38,36,36
199,TD5-8,199,133,118901.056706078001298,35,38,3,36.879699248120303,1.297989156117231,4905.000000000000000,3,38,36,38
200,TD5-9,200,113,101021.198554788075853,35,38,3,36.920353982300888,1.317960296717248,4172.000000000000000,3,38,36,38
201,TD5-10,201,102,91187.276571578622679,35,38,3,36.382352941176471,1.306425430265491,3711.000000000000000,3,38,36,36
202,TD5-11,202,94,84035.333311062640860,35,38,3,37.627659574468083,0.945133589040009,3537.000000000000000,3,38,36,38
203,TD5-12,203,78,69731.446790030706325,35,38,3,37.192307692307693,1.144190367741759,2901.000000000000000,3,38,35,38
204,TD5-13,204,61,54533.567361434274062,35,38,3,37.442622950819676,1.000403036222348,2284.000000000000000,3,38,35,38
205,TDA4-1,205,14,12515.900705902948175,38,38,0,38.000000000000000,0.000000000000000,532.000000000000000,1,38,38,38
206,TDA4-2,206,20,17879.858151289925445,38,38,0,38.000000000000000,0.000000000000000,760.000000000000000,1,38,38,38
207,TDA4-3,207,34,30395.758857192871801,38,38,0,38.000000000000000,0.000000000000000,1292.000000000000000,1,38,38,38
208,TDA4-4,208,26,23243.815596676900896,38,38,0,38.000000000000000,0.000000000000000,988.000000000000000,1,38,38,38
209,TDA4-5,209,57,50957.595731176283152,38,38,0,38.000000000000000,0.000000000000000,2166.000000000000000,1,38,38,38
210,TDA4-6,210,89,79565.368773240159499,35,38,3,37.359550561797754,1.229297698571495,3325.000000000000000,2,38,35,38
211,TDA4-7,211,2,1787.985815128992499,35,35,0,35.000000000000000,0.000000000000000,70.000000000000000,1,35,35,35
212,TDA4-8,212,9,8045.936168080465904,35,38,3,36.000000000000000,1.414213562373095,324.000000000000000,2,35,38,35
213,TDA4-9,213,10,8939.929075644962722,35,38,3,37.100000000000001,1.374772708486739,371.000000000000000,2,38,35,38
214,TDA4-10,214,2,1787.985815128992499,38,38,0,38.000000000000000,0.000000000000000,76.000000000000000,1,38,38,38
215,TD6-1,215,257,229756.177244075544877,35,37,2,36.688715953307394,0.725031265298125,9429.000000000000000,2,37,35,37
216,TD6-2,216,235,210088.333277656609425,37,37,0,37.000000000000000,0.000000000000000,8695.000000000000000,1,37,37,37
217,TD6-3,217,219,195784.446756624674890,37,38,1,37.146118721461185,0.353225198279766,8135.000000000000000,2,37,38,37
218,TD6-4,218,214,191314.482218802208081,35,38,3,37.154205607476634,0.398074894055188,7951.000000000000000,3,37,35,37
219,TD6-5,219,224,200254.411294447170803,37,38,1,37.325892857142854,0.468707481064853,8361.000000000000000,2,37,38,37
220,TD6-6,220,224,200254.411294447170803,36,38,2,37.343750000000000,0.502366053576189,8365.000000000000000,3,37,36,37
221,TD6-7,221,194,173434.624067512282636,36,38,2,37.432989690721648,0.616060254364059,7262.000000000000000,3,38,36,37
222,TD6-8,222,144,128734.978689287454472,37,38,1,37.298611111111114,0.457648899738737,5371.000000000000000,2,37,38,37
223,TD6-9,223,183,163600.702084302814910,36,38,2,37.409836065573771,0.725274755105488,6846.000000000000000,3,38,36,38
224,TD6-10,224,224,200254.411294447170803,36,38,2,37.299107142857146,0.758757858951184,8355.000000000000000,3,38,36,37
