Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY)psi(disturb100 P forest100 P ndvi500 P und P water P ele P distRoad),0,0.1281,13,81.45,4.08,1
p(SURVEY)psi(disturb100 P forest100 P ndvi500 P und P water P ele P height100 P distRoad),0.28,0.1116,14,79.47,3.56,1
p(SURVEY P start)psi(disturb100 P und P water P ele P distRoad),2.71,0.033,12,86.41,5.63,1
p(SURVEY P start)psi(disturb100 P und P water P ele P height100 P distRoad),2.79,0.0317,13,84.24,0.63,1
p(SURVEY)psi(disturb100 P forest100 P ndvi500 P und P water P ele),2.92,0.0298,12,86.61,0,1
p(SURVEY)psi(forest100 P ndvi500 P und P water P ele P distRoad),2.92,0.0298,12,86.61,0,1
p(SURVEY)psi(und P water P ele P distRoad),3.07,0.0276,10,91.19,0,0
p(SURVEY)psi(disturb100 P ndvi500 P und P water P ele P distRoad),3.09,0.0274,12,86.78,5.15,1
p(SURVEY)psi(disturb100 P forest100 P ndvi500 P und P ele P height100 P distRoad),3.64,0.0207,13,85.1,-2.27,0
p(SURVEY)psi(disturb100 P ndvi500 P und P water P ele P height100 P distRoad),3.64,0.0207,13,85.1,4.79,1
p(SURVEY)psi(forest100 P und P water P ele P distRoad),3.77,0.0194,11,89.69,0,1
p(SURVEY)psi(disturb100 P ndvi500 P und P water P ele),3.84,0.0188,11,89.75,5.18,1
p(SURVEY)psi(disturb100 P forest100 P ndvi500 P ele P distRoad),3.84,0.0188,11,89.75,3.46,1
p(SURVEY P start)psi(ndvi500 P und P water P ele P height100 P distRoad),4.05,0.0169,13,85.5,4.51,1
p(SURVEY)psi(disturb100 P und P ele),4.27,0.0151,9,94.57,0.79,0
p(SURVEY)psi(und P ele P distRoad),4.43,0.014,9,94.73,1.9,0
p(SURVEY)psi(disturb100 P ndvi500 P water P ele),4.51,0.0135,10,92.62,5.29,1
p(SURVEY)psi(disturb100 P forest100 P ndvi500 P ele P height100 P distRoad),4.52,0.0133,12,88.22,5.15,1
p(SURVEY P start)psi(und P water P ele P distRoad),4.66,0.0124,11,90.58,0,0
