Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P start)psi(disturb500 P forest1500 P ndvi500 P ele P distRoad),0,0.2122,12,41.89,2.08,1
p(SURVEY P start)psi(disturb500 P ndvi500 P ele P distRoad),0.18,0.1936,11,44.3,0,1
p(SURVEY P start)psi(disturb500 P ndvi500 P water P ele P distRoad),1.47,0.1019,12,43.36,0,0
p(SURVEY P start)psi(disturb500 P ndvi500 P ele P height100 P distRoad),2.73,0.0542,12,44.62,1.34,1
p(SURVEY P start)psi(disturb500 P forest1500 P ndvi500 P water P ele P distRoad),2.92,0.0494,13,42.57,1.56,1
p(SURVEY P start)psi(disturb500 P forest1500 P ndvi500 P und P ele P distRoad),3.37,0.0393,13,43.02,-0.37,1
p(SURVEY)psi(disturb500 P forest1500 P ndvi500 P und P ele P distRoad),3.39,0.039,12,45.28,3.59,1
p(SURVEY P start)psi(disturb500 P ndvi500 P und P water P ele P distRoad),4.27,0.0251,13,43.92,3.62,1
p(SURVEY P start)psi(disturb500 P ndvi500 P water P ele P height100 P distRoad),4.56,0.0217,13,44.21,0,1
p(SURVEY P start)psi(disturb500 P ndvi500 P und P ele P distRoad),4.84,0.0189,12,46.73,1.74,1
p(SURVEY)psi(disturb500 P forest1500 P ndvi500 P ele P distRoad),4.94,0.0179,11,49.06,5.46,1
p(SURVEY)psi(disturb500 P forest1500 P ndvi500 P ele P height100 P distRoad),5.01,0.0173,12,46.9,4.48,1
p(SURVEY P start)psi(disturb500 P forest1500 P ndvi500 P und P ele P height100 P distRoad),5.19,0.0158,14,42.58,0,1
p(SURVEY P start)psi(disturb500 P ndvi500 P und P ele P height100 P distRoad),5.63,0.0127,13,45.28,5.6,1
p(SURVEY)psi(disturb500 P forest1500 P ele P distRoad),5.79,0.0117,10,52.11,4.57,1
p(SURVEY P start)psi(disturb500 P ele P distRoad),6.17,0.0097,10,52.49,0,1
p(SURVEY P start)psi(disturb500 P forest1500 P und P ele P distRoad),6.95,0.0066,12,48.84,2.06,1
p(SURVEY)psi(disturb500 P forest1500 P ele P height100 P distRoad),7.21,0.0058,11,51.33,2.52,1
p(SURVEY)psi(disturb500 P forest1500 P und P ele P distRoad),7.43,0.0052,11,51.54,1.97,1
p(SURVEY P start)psi(ndvi500 P ele P distRoad),7.51,0.005,10,53.83,4.46,0
p(SURVEY)psi(disturb500 P ndvi500 P ele P distRoad),7.61,0.0047,10,53.93,5.97,1
p(SURVEY P start)psi(disturb500 P forest1500 P ele P distRoad),7.64,0.0047,11,51.75,3.46,1
p(SURVEY P start)psi(disturb500 P ele P height100 P distRoad),7.87,0.0042,11,51.98,3.8,1
p(SURVEY)psi(disturb500 P forest1500 P water P ele),7.87,0.0041,10,54.19,5.05,0
p(SURVEY P start)psi(disturb500 P und P ele P distRoad),8.23,0.0035,11,52.34,5.77,1
p(SURVEY P start)psi(disturb500 P water P ele P height100 P distRoad),8.4,0.0032,12,50.29,3.23,1
p(SURVEY P start)psi(forest1500 P ndvi500 P ele P distRoad),8.56,0.0029,11,52.67,3.41,0
p(SURVEY)psi(disturb500 P forest1500 P ndvi500 P und P water P ele),8.77,0.0026,12,50.66,1.68,1
p(SURVEY)psi(disturb500 P ndvi500 P und P ele P distRoad),8.79,0.0026,11,52.9,0,1
p(SURVEY)psi(disturb500 P forest1500 P ndvi500 P water P ele),8.81,0.0026,11,52.93,2.34,1
p(SURVEY)psi(disturb500 P forest1500 P und P ele P height100 P distRoad),8.84,0.0026,12,50.73,4.57,1
p(SURVEY P start)psi(disturb500 P forest1500 P water P ele),8.88,0.0025,11,52.99,0,1
p(SURVEY P start)psi(ndvi500 P ele P height100 P distRoad),8.93,0.0024,11,53.04,4.19,0
p(SURVEY P start)psi(disturb500 P forest1500 P und P ele P height100 P distRoad),9.04,0.0023,13,48.69,4.15,1
p(SURVEY)psi(disturb500 P forest1500 P ndvi500 P ele P height100),9.07,0.0023,11,53.18,1.29,1
p(SURVEY P start)psi(disturb500 P und P water P ele P height100 P distRoad),9.08,0.0023,13,48.73,3.54,1
p(SURVEY)psi(disturb500 P forest1500 P ele),9.18,0.0022,9,57.68,0,1
p(SURVEY P start)psi(disturb500 P forest1500 P ele P height100 P distRoad),9.21,0.0021,12,51.1,0,1
