Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(observer1 P cloudCover)psi(),0,0.159,5,99.88,5.86,1
p(observer1)psi(),0.49,0.124,4,102.47,2.3,1
p(observer1 P start)psi(),0.53,0.122,5,100.42,4.75,1
p(SURVEY P observer1)psi(),1,0.096,8,94.51,1.88,1
p(observer1 P start P cloudCover)psi(),1.4,0.079,6,99.17,5.28,1
p(SURVEY P observer1 P start)psi(),1.86,0.063,9,93.21,1.72,1
p(start)psi(),2.04,0.057,3,106.08,4.96,0
p(SURVEY P observer1 P cloudCover)psi(),2.21,0.053,9,93.55,1.87,1
p()psi(),2.27,0.051,2,108.36,0,0
p(SURVEY)psi(),2.45,0.047,6,100.23,4.15,1
p(SURVEY P start)psi(),3.07,0.034,7,98.72,0.91,1
p(cloudCover)psi(),3.51,0.028,3,107.55,5.99,0
p(SURVEY P cloudCover)psi(),3.75,0.024,7,99.4,-0.25,1
p(SURVEY P observer1 P start P cloudCover)psi(),3.76,0.024,10,92.92,1.72,1
p(start P cloudCover)psi(),3.76,0.024,4,105.73,0,0
p(SURVEY P start P cloudCover)psi(),4.83,0.014,8,98.34,0.38,1
