Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p()psi(disturb100 P forest1000 P ndvi500 P und P water P ele),0,0.1504,8,306.01,2.38,1
p()psi(disturb100 P forest100 P ndvi500 P und P water P ele),1.19,0.0829,8,307.2,2.7,1
p()psi(disturb100 P forest500 P ndvi500 P und P water P ele),1.19,0.0829,8,307.2,1.11,1
p(start)psi(disturb100 P forest500 P ndvi500 P und P water P ele),1.32,0.0776,9,305.17,4.57,1
p(observer1)psi(disturb100 P forest100 P ndvi500 P und P water P ele),1.69,0.0645,10,303.35,5.3,1
p(SURVEY)psi(disturb100 P forest100 P ndvi500 P und P water P ele),1.94,0.0571,12,299.17,4.18,1
p(SURVEY)psi(disturb100 P forest500 P ndvi500 P und P water P ele),1.94,0.0571,12,299.17,2.05,0
p(start)psi(disturb100 P forest1000 P ndvi500 P und P water P ele),2.07,0.0533,9,305.92,0.8,1
p(start)psi(disturb100 P forest100 P ndvi500 P und P water P ele),2.38,0.0458,9,306.22,0,1
p(observer1 P cloudCover)psi(disturb100 P forest500 P ndvi500 P und P water P ele),2.81,0.0368,11,302.27,1.79,1
p(observer1)psi(disturb100 P forest500 P ndvi500 P und P water P ele),2.83,0.0365,10,304.5,2.58,1
p(observer1)psi(disturb100 P forest1000 P ndvi500 P und P water P ele),3.09,0.032,10,304.76,4.15,1
p(start)psi(disturb100 P forest1500 P ndvi500 P und P water P ele),3.1,0.0319,9,306.94,5.05,1
p(SURVEY)psi(disturb100 P forest1000 P ndvi500 P und P water P ele),3.13,0.0314,12,300.37,5.87,1
p(observer1 P cloudCover)psi(disturb100 P forest1500 P ndvi500 P und P water P ele),3.83,0.0222,11,303.29,5.18,1
p(observer1 P cloudCover)psi(disturb100 P forest100 P ndvi500 P und P water P ele),3.94,0.021,11,303.4,5.52,1
p(observer1 P cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P ele),3.99,0.0205,11,303.45,4.88,1
p(cloudCover)psi(disturb100 P forest100 P ndvi500 P und P water P ele),4.24,0.018,9,308.09,5.03,1
p(SURVEY)psi(disturb100 P forest1500 P ndvi500 P und P water P ele),4.31,0.0174,12,301.55,0,1
p(cloudCover)psi(disturb100 P forest500 P ndvi500 P und P water P ele),4.38,0.0168,9,308.23,1.19,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi500 P und P water P ele),5.44,0.0099,9,309.28,0,1
p(observer1)psi(disturb100 P forest1500 P ndvi500 P und P water P ele),5.58,0.0092,10,307.25,5.06,1
p(start)psi(disturb500 P forest500 P ndvi500 P und P water P ele),6.32,0.0064,9,310.16,1.86,1
p(cloudCover)psi(disturb100 P forest500 P ndvi100 P und P water P ele),6.71,0.0052,9,310.56,0,1
p()psi(disturb100 P forest1500 P ndvi500 P und P water P ele),6.94,0.0047,8,312.94,4.49,1
p()psi(disturb500 P forest500 P ndvi500 P und P water P ele),8.93,0.0017,8,314.93,0,1
p()psi(disturb500 P forest1000 P ndvi500 P und P water P ele),10.44,8e-04,8,316.45,0,1
p(observer1 P cloudCover)psi(disturb500 P forest500 P ndvi500 P und P water P ele),10.63,7e-04,11,310.09,-0.19,1
p(cloudCover)psi(disturb100 P forest1500 P ndvi500 P und P water P ele),10.95,6e-04,9,314.79,0,1
p(cloudCover)psi(disturb100 P forest100 P ndvi100 P und P water P ele),10.99,6e-04,9,314.84,0,1
