Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P ele P distRoad),0,0.0535,13,64.29,0.29,1
p(SURVEY P observer1)psi(disturb500 P forest500 P water P height100),0.078,0.0514,12,66.61,1.67,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P water P ele P height100),0.107,0.0507,14,62.13,-0.02,0
p(SURVEY P observer1)psi(disturb500 P forest500 P water P height100 P distRoad),0.248,0.0472,13,64.53,-0.87,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P ele),0.69,0.0379,12,67.22,-2.08,1
p(SURVEY P observer1)psi(disturb500 P forest500 P water P ele P height100),0.976,0.0328,13,65.26,-1.56,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P ele P height100),1.213,0.0292,13,65.5,-0.2,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P water P height100),1.436,0.0261,13,65.72,-0.03,1
p(SURVEY P observer1)psi(disturb500 P forest500 P und P water P height100),1.436,0.0261,13,65.72,0.11,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P ele P height100 P distRoad),1.538,0.0248,14,63.56,1.03,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P height100),1.768,0.0221,12,68.3,-0.13,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P und P ele P distRoad),1.844,0.0213,14,63.87,-0.9,1
p(SURVEY P observer1)psi(disturb500 P forest500 P water P distRoad),2.083,0.0189,12,68.61,0.43,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P water P ele P distRoad),2.14,0.0183,14,64.16,1,1
p(SURVEY P observer1)psi(disturb500 P forest500 P water P ele),2.187,0.0179,12,68.72,0.61,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P und P water P ele P height100),2.39,0.0162,15,62.13,0.82,1
p(SURVEY P observer1)psi(disturb500 P forest500 P ndvi500 P und P water P height100 P distRoad),2.39,0.0162,15,62.13,-1.3,1
