Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p()psi(disturb500 P ele P height100),0,0.0214,5,84.05,5,1
p()psi(disturb500 P ele),0.068,0.0207,4,86.21,5.7,1
p()psi(disturb500 P forest500 P height100),0.402,0.0175,5,84.46,0,1
p()psi(disturb500 P distRoad),0.43,0.0172,4,86.57,0,1
p()psi(disturb500 P water P height100),1.03,0.0128,5,85.08,4.21,1
p()psi(disturb500 P ndvi500 P water P height100),1.106,0.0123,6,83.05,4.84,1
p()psi(disturb500 P height100 P distRoad),1.107,0.0123,5,85.16,5.16,0
p(observer1)psi(disturb500 P ele),1.532,0.0099,6,83.48,2.86,1
p(observer1)psi(disturb500 P ele P height100),1.536,0.0099,7,81.36,0.26,0
p(cloudCover)psi(disturb500 P water P height100),1.663,0.0093,6,83.61,2.28,1
p(observer1)psi(disturb500 P water P height100),1.722,0.009,7,81.54,-0.01,1
p()psi(disturb500 P forest500 P ele),1.788,0.0087,5,85.84,3.15,1
p(cloudCover)psi(disturb500 P ele),1.908,0.0082,5,85.96,5.71,1
p(observer1)psi(disturb500 P forest500 P height100),1.958,0.008,7,81.78,-1.03,1
p(start)psi(disturb500 P forest500 P height100),1.975,0.008,6,83.92,0,1
p(start)psi(disturb500 P ele),2.023,0.0078,5,86.08,0,1
p()psi(disturb500 P forest500 P height100 P distRoad),2.025,0.0078,6,83.97,2.41,1
p()psi(disturb500 P ele P height100 P distRoad),2.025,0.0078,6,83.97,3.23,1
p(observer1)psi(disturb500 P water P ele P height100),2.09,0.0075,8,79.77,0,1
p()psi(disturb500 P ndvi500 P ele),2.156,0.0073,5,86.21,5.52,1
p()psi(disturb500 P water P ele),2.156,0.0073,5,86.21,0,1
p()psi(disturb500 P ele P distRoad),2.156,0.0073,5,86.21,4.52,1
p(start)psi(disturb500 P forest500 P ele P height100),2.183,0.0072,7,82.01,3.77,1
p(start)psi(disturb500 P und P ele P height100),2.183,0.0072,7,82.01,0,1
p(observer1)psi(disturb500 P distRoad),2.213,0.0071,6,84.16,-0.12,1
p(observer1)psi(disturb500 P forest500 P ele P height100),2.215,0.0071,8,79.89,-0.46,0
p()psi(disturb500 P und P ele),2.229,0.007,5,86.28,3.83,1
p(cloudCover)psi(disturb500 P forest500 P height100),2.294,0.0068,6,84.24,5.62,1
p(cloudCover)psi(disturb500 P distRoad),2.298,0.0068,5,86.35,0,0
p(cloudCover)psi(disturb500 P ele P height100),2.312,0.0067,6,84.26,2.79,0
p(start)psi(disturb500 P height100 P distRoad),2.319,0.0067,6,84.27,0,1
p(start)psi(disturb500 P ndvi500 P water P height100),2.422,0.0064,7,82.24,1.82,1
p()psi(disturb500 P water P ele P height100),2.429,0.0063,6,84.38,0,1
p(start)psi(disturb500 P water P height100),2.431,0.0063,6,84.38,4.33,1
p(start)psi(disturb500 P water P ele P height100),2.432,0.0063,7,82.25,0,1
p(start)psi(disturb500 P ele P height100),2.47,0.0062,6,84.42,5.47,1
p(observer1)psi(disturb500 P height100 P distRoad),2.508,0.0061,7,82.33,-0.92,1
p()psi(disturb500 P forest500 P ndvi500 P height100),2.509,0.0061,6,84.46,3.72,0
p()psi(disturb500 P forest500 P ele P height100),2.509,0.0061,6,84.46,4.88,1
p()psi(disturb500 P ndvi500 P distRoad),2.518,0.0061,5,86.57,0,1
p()psi(disturb500 P water P distRoad),2.518,0.0061,5,86.57,0,0
p(start)psi(disturb500 P forest500 P water P height100),2.646,0.0057,7,82.47,-1.19,1
p(observer1)psi(disturb500 P ndvi500 P water P height100),2.656,0.0057,8,80.33,-0.55,1
p()psi(disturb500 P ndvi500 P und P water P height100),2.711,0.0055,7,82.53,1.3,1
p()psi(disturb500 P und P water P height100),2.747,0.0054,6,84.69,0,0
p(start)psi(disturb500 P distRoad),2.772,0.0053,5,86.83,3.49,0
p()psi(disturb500 P forest500 P und P water P height100),2.799,0.0053,7,82.62,1.25,1
p()psi(disturb500 P ndvi500 P height100),2.803,0.0053,5,86.86,0.01,1
p()psi(disturb500 P forest500 P und P height100),2.825,0.0052,6,84.77,4.85,1
p()psi(disturb500 P ndvi500 P ele P height100),2.825,0.0052,6,84.77,1.63,1
p()psi(disturb500 P forest500 P distRoad),2.873,0.0051,5,86.93,4.7,1
p()psi(disturb500 P forest500 P water P height100),2.903,0.005,6,84.85,0,1
p(cloudCover)psi(disturb500 P height100 P distRoad),2.984,0.0048,6,84.93,2.49,1
p(cloudCover)psi(disturb500 P water P ele P height100),3.008,0.0048,7,82.83,5.66,1
p()psi(disturb500 P und P distRoad),3.153,0.0044,5,87.21,0,1
p()psi(disturb500 P ndvi500 P height100 P distRoad),3.213,0.0043,6,85.16,0,0
p()psi(disturb500 P forest500 P water P ele P height100),3.231,0.0042,7,83.05,1.61,1
p()psi(disturb500 P ndvi500 P water P height100 P distRoad),3.316,0.0041,7,83.14,0.72,1
p()psi(disturb500 P ndvi500 P und P ele P height100),3.317,0.0041,7,83.14,0.88,1
p(observer1)psi(disturb500 P forest500 P ele),3.345,0.004,7,83.17,0.08,1
p(observer1)psi(disturb500 P water P ele),3.379,0.0039,7,83.2,-0.69,1
p(observer1)psi(disturb500 P forest500 P und P water P height100),3.405,0.0039,9,78.92,-0.21,1
p(cloudCover)psi(disturb500 P ndvi500 P water P height100),3.497,0.0037,7,83.32,0,1
p()psi(disturb500 P forest500 P water P ele),3.519,0.0037,6,85.47,3.79,1
p()psi(disturb500 P und P ele P height100),3.519,0.0037,6,85.47,1.59,1
p()psi(disturb500 P und P height100 P distRoad),3.519,0.0037,6,85.47,4.91,1
p()psi(disturb500 P water P height100 P distRoad),3.595,0.0035,6,85.54,0,1
p(observer1)psi(disturb500 P und P water P height100),3.616,0.0035,8,81.29,0.97,1
p()psi(disturb500 P ndvi500 P water P ele P height100),3.654,0.0034,7,83.48,0.28,1
