covnames,sum.wgt,ER
und,0.9999,9999.0000000011
water,0.9999,9999.0000000011
ele,0.9999,9999.0000000011
height100,0,0
height500,0,0
disturb100,0.0581,0.0616838305552606
disturb500,0.9418,16.1821305841925
distRoad,0,0
forest100,0.2091,0.264382349222405
forest1500,0.0198,0.0201999591920016
forest500,0.771,3.36681222707424
forest1000,0.0091,0.0091835704914724
ndvi100,0.001,0.001001001001001
ndvi500,0.9989,908.090909090917
