covnames,sum.wgt,ER
und,1.0001,-10001.0000000011
water,1.0001,-10001.0000000011
ele,1.0001,-10001.0000000011
height100,0,0
height500,0,0
disturb100,0.2395,0.314924391847469
disturb500,0.7606,3.17710944026733
distRoad,0,0
forest100,0.3849,0.625751910258495
forest1500,0.1836,0.224889759921607
forest500,0.4316,0.759324419422942
forest1000,0.2167,0.276650070215754
ndvi100,0,0
ndvi500,1.0001,-10001.0000000011
