Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P start)psi(disturb500 P forest500 P ndvi500 P und P water P ele),0,0.409,13,204.39,2.02,1
p(SURVEY P start)psi(disturb500 P forest100 P ndvi500 P und P water P ele),2.09,0.144,13,206.48,0,1
p(SURVEY P start)psi(disturb100 P forest500 P ndvi500 P und P water P ele),2.7,0.106,13,207.09,4.6,1
p(SURVEY P start)psi(disturb100 P forest100 P ndvi500 P und P water P ele),2.86,0.098,13,207.25,5.15,1
p(SURVEY P start)psi(disturb100 P forest1000 P ndvi500 P und P water P ele),3.17,0.084,13,207.56,4.98,1
p(SURVEY P start)psi(disturb500 P forest1000 P ndvi500 P und P water P ele),3.23,0.081,13,207.63,4.93,1
p(SURVEY P start)psi(disturb100 P forest1500 P ndvi500 P und P water P ele),4.52,0.043,13,208.91,1.17,1
p(SURVEY P start)psi(disturb500 P forest1500 P ndvi500 P und P water P ele),4.92,0.035,13,209.31,0,1
p(SURVEY P start)psi(disturb100 P forest1500 P ndvi100 P und P water P ele),24.87,0,13,229.27,3.86,1
p(SURVEY P start)psi(disturb100 P forest1000 P ndvi100 P und P water P ele),24.87,0,13,229.27,2.1,1
p(SURVEY P start)psi(disturb100 P forest100 P ndvi100 P und P water P ele),25.48,0,13,229.87,0,1
p(SURVEY P start)psi(disturb500 P forest100 P ndvi100 P und P water P ele),25.48,0,13,229.87,0,1
p(SURVEY P start)psi(disturb500 P forest1500 P ndvi100 P und P water P ele),25.48,0,13,229.87,2.67,1
p(SURVEY P start)psi(disturb100 P forest500 P ndvi100 P und P water P ele),25.48,0,13,229.87,0,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi100 P und P water P ele),25.48,0,13,229.87,0,1
p(SURVEY P start)psi(disturb500 P forest1000 P ndvi100 P und P water P ele),25.48,0,13,229.87,0,1
