covnames,sum.wgt,ER
und,1.0001,-10001.0000000011
water,1.0001,-10001.0000000011
ele,1.0001,-10001.0000000011
height100,0,0
height500,0,0
disturb100,0.0484,0.0508617065994115
disturb500,0.9517,19.703933747412
distRoad,0,0
forest100,0.1967,0.244864932154861
forest1500,0.0709,0.0763104079216446
forest500,0.7325,2.73831775700935
forest1000,0.1839,0.225340031858841
ndvi100,0.0373,0.0387451958034694
ndvi500,0.9628,25.8817204301075
