Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p(SURVEY P start)psi(ndvi100 P water P ele P height100),0,0.1417,11,127.38,1.31,1
p(start)psi(ndvi100 P water P ele P height100),0.089,0.1355,7,136.16,0,1
p(start)psi(forest500 P ndvi100 P ele),2.51,0.0404,6,140.71,3.66,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi100 P und P ele),2.535,0.0399,12,127.7,4.84,1
p(start)psi(disturb500 P forest500 P ndvi100 P und P ele),2.924,0.0328,8,136.85,2.04,1
p(start)psi(forest500 P ndvi100 P water P ele),3.742,0.0218,7,139.82,4.02,1
p(SURVEY P start)psi(ndvi100 P water P height100),3.954,0.0196,10,133.54,1.68,1
p(start)psi(disturb500 P forest500 P ndvi100 P und P water P ele),3.958,0.0196,9,135.73,2.01,1
p(start)psi(disturb500 P forest500 P ndvi100 P und P ele P height100),4.173,0.0176,9,135.94,1.32,1
p(SURVEY P start)psi(ndvi100 P height100),4.333,0.0162,9,136.1,3.71,1
p(start)psi(ndvi100 P height100),4.569,0.0144,5,144.87,2.86,0
p(start)psi(ndvi100 P water P height100),4.595,0.0142,6,142.79,0,1
p(start)psi(disturb500 P forest500 P ndvi100 P ele),4.739,0.0132,7,140.81,1.85,0
p(SURVEY P start)psi(forest500 P ndvi100),4.831,0.0127,9,136.6,0,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi100 P und P ele P height100),5.179,0.0106,13,128.1,2.54,1
p(start)psi(forest500 P ndvi100),5.192,0.0106,5,145.5,0,0
p(SURVEY P start)psi(und),5.375,0.0096,8,139.31,4.8,1
p(SURVEY P start)psi(disturb500 P ndvi100 P water P ele P height100),5.407,0.0095,12,130.57,0,1
p(SURVEY P start)psi(ndvi100 P height100 P distRoad),5.422,0.0094,10,135.01,4.44,1
p(SURVEY P start)psi(und P ele),5.453,0.0093,9,137.22,4.44,1
p(start)psi(und),5.618,0.0085,4,148.01,0,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi100 P und P water P ele),5.652,0.0084,13,128.57,2.89,1
p(SURVEY P start)psi(disturb500 P forest500 P ndvi100 P ele),5.766,0.0079,11,133.15,5.78,0
p(SURVEY P start)psi(ndvi100),5.816,0.0077,8,139.75,4.8,0
p(start)psi(ndvi100 P water P height100 P distRoad),5.85,0.0076,7,141.92,4.61,1
p(start)psi(disturb500 P ndvi100 P water P ele P height100),5.949,0.0072,8,139.88,2,0
p(start)psi(ndvi100),6.093,0.0067,4,148.49,-1.92,0
p(start)psi(disturb500 P forest500 P ndvi100 P ele P height100),6.167,0.0065,8,140.1,0.2,0
