covnames,sum.wgt,ER
und,0.4934,0.973943939992104
water,0.5985,1.4906600249066
ele,0.7467,2.94788787998421
height100,0,0
height500,0.5295,1.12539851222104
disturb100,0.592,1.45098039215686
disturb500,0,0
distRoad,0.4429,0.795009872554299
forest100,0.4975,0.990049751243781
forest1500,0,0
forest500,0,0
forest1000,0.4975,0.990049751243781
ndvi100,0.7925,3.81927710843373
ndvi500,0,0
