Model,DAIC,wgt,npar,neg2ll,warn.conv,warn.VC
p()psi(disturb100 P ndvi100 P ele),0,0.0211,5,145.02,5.66,0
p()psi(disturb100 P ndvi100 P und P ele),0.12,0.0199,6,143.03,2.24,1
p()psi(disturb100 P ndvi100 P water P ele),0.12,0.0199,6,143.03,5.29,1
p()psi(forest1000 P ndvi100 P water P ele),0.62,0.0155,6,143.54,0,0
p()psi(disturb100 P ndvi100 P water P ele P height500),0.67,0.0151,7,141.47,6,1
p(cloudCover)psi(disturb100 P ndvi100 P ele),0.73,0.0147,6,143.65,5.52,1
p()psi(water P distRoad),1.06,0.0124,4,148.17,1.61,1
p()psi(ndvi100 P ele),1.15,0.0119,4,148.26,5.05,1
p()psi(disturb100 P forest1000 P ndvi100 P water P ele),1.2,0.0116,7,142,2.53,0
p()psi(disturb100 P ndvi100 P und P water P ele),1.2,0.0116,7,142,0,1
p(cloudCover)psi(forest1000 P ndvi100 P ele),1.22,0.0114,6,144.14,3.32,0
p(cloudCover)psi(disturb100 P ndvi100 P water P ele),1.34,0.0108,7,142.13,0,1
p(observer1)psi(disturb100 P ndvi100 P ele),1.34,0.0108,7,142.13,-1.11,0
p()psi(disturb100 P ndvi100 P ele P height500),1.52,0.0099,6,144.44,5.59,0
p()psi(und P water P ele P distRoad),1.52,0.0099,6,144.44,4.23,1
p(observer1)psi(disturb100 P ndvi100 P water P ele),1.52,0.0099,8,140.17,1.05,1
p()psi(ndvi100 P water P ele P height500),1.62,0.0094,6,144.54,0,1
p()psi(ndvi100 P water P height500 P distRoad),1.62,0.0094,6,144.54,4.59,1
p()psi(ndvi100 P ele P height500 P distRoad),1.62,0.0094,6,144.54,0,1
p()psi(forest1000 P ndvi100 P ele P height500 P distRoad),1.62,0.0094,7,142.41,0,0
p(observer1)psi(forest1000 P ndvi100 P ele),1.71,0.009,7,142.5,0.24,0
p()psi(forest1000 P ndvi100 P und P water P ele),1.73,0.0089,7,142.52,-0.05,1
p()psi(disturb100 P forest1000 P ndvi100 P und P water P ele),1.73,0.0089,8,140.38,5.29,1
p()psi(disturb100 P ndvi100 P und P water P ele P height500),1.73,0.0089,8,140.38,4.34,1
p()psi(ndvi100 P ele P height500),1.79,0.0086,5,146.82,5.26,1
p()psi(ndvi100 P und P ele),1.89,0.0082,5,146.91,0,1
p(cloudCover)psi(forest1000 P ndvi100 P water P ele),1.94,0.008,7,142.73,0.29,1
p(cloudCover)psi(disturb100 P ndvi100 P water P ele P height500),2.06,0.0075,8,140.71,0,1
p()psi(forest1000 P ndvi100 P ele P distRoad),2.11,0.0074,6,145.02,0,0
p()psi(disturb100 P ele P distRoad),2.16,0.0072,5,147.18,3.47,1
p()psi(ndvi100 P und P water P ele P height500),2.24,0.0069,7,143.03,0,1
p(cloudCover)psi(ndvi100 P ele),2.28,0.0068,5,147.3,4.84,0
p(cloudCover)psi(water P distRoad),2.29,0.0067,5,147.31,4.03,1
p(cloudCover)psi(ndvi100 P water P height500 P distRoad),2.34,0.0066,7,143.13,0,1
p(observer1)psi(disturb100 P ndvi100 P water P ele P height500),2.37,0.0065,9,138.85,5.29,1
p(cloudCover)psi(ndvi100 P water P ele P height500),2.37,0.0065,7,143.16,3.31,1
p(observer1)psi(disturb100 P forest1000 P ndvi100 P water P ele),2.37,0.0065,9,138.86,-0.79,1
p(cloudCover)psi(disturb100 P ndvi100 P und P water P ele),2.4,0.0063,8,141.05,3.76,1
p(cloudCover)psi(disturb100 P ndvi100 P ele P height500 P distRoad),2.43,0.0063,8,141.08,0,1
p(observer1)psi(ndvi100 P ele),2.5,0.0061,6,145.41,0.23,1
p(cloudCover)psi(disturb100 P forest1000 P ndvi100 P water P ele),2.51,0.006,8,141.16,0,1
p(cloudCover)psi(ndvi100 P water P ele),2.58,0.0058,6,145.5,0,1
p(observer1)psi(water P distRoad),2.65,0.0056,6,145.56,4.72,1
p(cloudCover)psi(ndvi100 P ele P height500 P distRoad),2.71,0.0055,7,143.5,5.39,1
p(observer1)psi(disturb100 P ndvi100 P und P water P ele),2.71,0.0055,9,139.19,0.56,1
p(observer1)psi(und P water P ele P distRoad),2.72,0.0054,8,141.37,-0.72,1
p()psi(forest1000 P ndvi100 P water P height500 P distRoad),2.75,0.0053,7,143.54,3.82,1
p(cloudCover)psi(disturb100 P ndvi100 P ele P height500),2.77,0.0053,7,143.56,1.58,1
p(observer1)psi(forest1000 P ndvi100 P water P ele),2.79,0.0052,8,141.44,-6.01,1
p(observer1)psi(ndvi100 P water P ele),2.84,0.0051,7,143.63,0.47,1
p(observer1)psi(ndvi100 P water P ele P height500),2.86,0.005,8,141.51,4.21,1
p(cloudCover)psi(ndvi100 P ele P height500),2.9,0.0049,6,145.82,0,0
p(cloudCover)psi(forest1000 P ndvi100 P und P water P ele),2.97,0.0048,8,141.62,5.74,1
